time,Denver,pts.away,score,pts.home,Memphis
3:57.0,,,102-90,1,Z. Randolph makes free throw 2 of 2
3:41.0,D. Arthur misses 2-pt shot from 8 ft,,102-90,,
3:40.0,Offensive rebound by D. Arthur,,102-90,,
3:37.0,D. Arthur misses 2-pt shot from 2 ft,,102-90,,
3:35.0,Offensive rebound by N. Jokic,,102-90,,
3:14.0,W. Barton misses 3-pt shot from 25 ft,,102-90,,
3:14.0,,,102-90,,Defensive rebound by Team
2:58.0,,,102-93,3,V. Carter makes 3-pt shot from 25 ft (assist by J. Farmar)
2:35.0,N. Jokic makes 2-pt shot from 17 ft (assist by D. Augustin),2,104-93,,
2:27.0,Personal foul by E. Mudiay,,104-93,,
2:27.0,,,104-93,,Memphis full timeout
2:27.0,,,104-93,,M. Barnes enters the game for J. Green
2:27.0,,,104-94,1,V. Carter makes free throw 1 of 2
2:27.0,,,104-95,1,V. Carter makes free throw 2 of 2
2:16.0,,,104-95,,Personal foul by L. Stephenson
2:03.0,E. Mudiay misses 3-pt shot from 24 ft,,104-95,,
2:02.0,Offensive rebound by Team,,104-95,,
2:02.0,Denver full timeout,,104-95,,
1:44.0,D. Arthur misses 2-pt shot from 11 ft,,104-95,,
1:41.0,,,104-95,,Defensive rebound by Z. Randolph
1:40.0,,,104-95,,Turnover by Z. Randolph (bad pass)
1:21.0,Turnover by E. Mudiay (traveling),,104-95,,
1:11.0,,,104-98,3,Z. Randolph makes 3-pt shot from 24 ft (assist by J. Farmar)
1:08.0,,,104-98,,Personal foul by L. Stephenson
1:08.0,K. Faried enters the game for N. Jokic,,104-98,,
1:00.0,Offensive foul by W. Barton,,104-98,,
1:00.0,Turnover by W. Barton (offensive foul),,104-98,,
0:48.0,,,104-98,,Z. Randolph misses 2-pt shot from 4 ft (block by D. Arthur)
0:46.0,,,104-98,,Offensive rebound by L. Stephenson
0:46.0,,,104-100,2,L. Stephenson makes 2-pt shot from 2 ft
0:24.0,E. Mudiay misses 2-pt shot from 15 ft,,104-100,,
0:22.0,,,104-100,,Defensive rebound by M. Barnes
0:16.0,,,104-100,,L. Stephenson misses 2-pt shot from 2 ft (block by D. Arthur)
0:13.0,Defensive rebound by D. Augustin,,104-100,,
0:13.0,W. Barton makes 2-pt shot at rim (assist by D. Augustin),2,106-100,,
0:08.0,,,106-102,2,J. Farmar makes 2-pt shot from 2 ft
0:07.0,,,106-102,,Personal take foul by V. Carter
0:07.0,W. Barton makes free throw 1 of 2,1,107-102,,
0:07.0,W. Barton makes free throw 2 of 2,1,108-102,,
0:07.0,,,108-102,,Memphis full timeout
0:07.0,,,108-102,,J. Green enters the game for L. Stephenson
0:07.0,G. Harris enters the game for K. Faried,,108-102,,
0:04.0,,,108-105,3,M. Barnes makes 3-pt shot from 26 ft (assist by J. Green)
0:04.0,Denver full timeout,,108-105,,
0:04.0,,,108-105,,T. Allen enters the game for Z. Randolph
0:04.0,,,108-105,,X. Munford enters the game for V. Carter
0:04.0,M. Miller enters the game for G. Harris,,108-105,,
0:03.0,,,108-105,,Personal take foul by J. Farmar
0:03.0,W. Barton misses free throw 1 of 2,,108-105,,
0:03.0,Offensive rebound by Team,,108-105,,
0:03.0,G. Harris enters the game for M. Miller,,108-105,,
0:03.0,,,108-105,,V. Carter enters the game for X. Munford
0:03.0,,,108-105,,Z. Randolph enters the game for T. Allen
0:03.0,W. Barton makes free throw 2 of 2,1,109-105,,
0:03.0,,,109-105,,Memphis full timeout
0:01.0,,,109-105,,M. Barnes misses 3-pt shot from 27 ft
0:00.0,,,109-105,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
