time,New Orleans,pts.away,score,pts.home,LA Clippers
5:28.0,L. Babbitt makes 3-pt shot from 25 ft (assist by D. Cunningham),3,82-100,,
5:02.0,,,82-100,,L. Stephenson misses 3-pt shot from 26 ft
5:02.0,Defensive rebound by D. Cunningham,,82-100,,
4:54.0,Turnover by D. Cunningham (step out of bounds),,82-100,,
4:54.0,,,82-100,,LA Clippers full timeout
4:38.0,,,82-102,2,A. Rivers makes 2-pt shot from 4 ft
4:22.0,I. Smith misses 2-pt shot from 4 ft (block by L. Mbah a Moute),,82-102,,
4:20.0,,,82-102,,Defensive rebound by L. Stephenson
4:08.0,,,82-102,,A. Rivers misses 2-pt shot from 12 ft
4:06.0,Defensive rebound by L. Babbitt,,82-102,,
3:51.0,A. Gee makes 2-pt shot at rim (assist by I. Smith),2,84-102,,
3:28.0,,,84-105,3,L. Stephenson makes 3-pt shot from 22 ft (assist by A. Rivers)
3:14.0,T. Douglas misses 2-pt shot from 5 ft,,84-105,,
3:11.0,,,84-105,,Defensive rebound by J. Crawford
3:07.0,,,84-107,2,L. Mbah a Moute makes 2-pt shot at rim (assist by L. Stephenson)
2:43.0,I. Smith misses 3-pt shot from 26 ft,,84-107,,
2:42.0,,,84-107,,Defensive rebound by A. Rivers
2:24.0,,,84-107,,L. Stephenson misses 2-pt shot from 1 ft
2:24.0,,,84-107,,Offensive rebound by J. Smith
2:21.0,,,84-109,2,J. Smith makes 2-pt shot at rim
2:06.0,D. Cunningham misses 2-pt shot from 20 ft,,84-109,,
2:05.0,,,84-109,,Defensive rebound by J. Smith
1:53.0,,,84-109,,A. Rivers misses 3-pt shot from 25 ft
1:53.0,,,84-109,,Offensive rebound by J. Smith
1:45.0,,,84-109,,L. Stephenson misses 2-pt shot from 20 ft
1:43.0,Defensive rebound by L. Babbitt,,84-109,,
1:40.0,T. Douglas makes 2-pt shot from 1 ft,2,86-109,,
1:30.0,New Orleans full timeout,,86-109,,
1:30.0,,,86-109,,W. Johnson enters the game for J. Crawford
1:30.0,,,86-109,,C. Aldrich enters the game for J. Smith
1:20.0,Personal foul by T. Douglas (drawn by A. Rivers),,86-109,,
1:11.0,,,86-109,,Shooting foul by A. Gee (drawn by L. Stephenson)
1:11.0,,,86-109,,L. Stephenson misses free throw 1 of 2
1:11.0,,,86-109,,Offensive rebound by Team
1:11.0,,,86-110,1,L. Stephenson makes free throw 2 of 2
1:00.0,Shooting foul by W. Johnson (drawn by T. Douglas),,86-110,,
1:00.0,T. Douglas makes free throw 1 of 2,1,87-110,,
1:00.0,T. Douglas makes free throw 2 of 2,1,88-110,,
0:45.0,,,88-110,,Turnover by C. Aldrich (lost ball; steal by D. Cunningham)
0:35.0,D. Cunningham makes 2-pt shot from 2 ft (assist by A. Gee),2,90-110,,
0:13.0,,,90-110,,Shooting foul by T. Douglas (drawn by C. Aldrich)
0:13.0,,,90-111,1,C. Aldrich makes free throw 1 of 2
0:13.0,,,90-111,,C. Aldrich misses free throw 2 of 2
0:12.0,Defensive rebound by L. Babbitt,,90-111,,
0:04.0,T. Douglas misses 3-pt shot from 27 ft,,90-111,,
0:04.0,Offensive rebound by L. Babbitt,,90-111,,
0:03.0,L. Babbitt misses 2-pt shot from 6 ft (block by L. Mbah a Moute),,90-111,,
0:02.0,,,90-111,,Defensive rebound by C. Aldrich
0:00.0,End of 4th quarter,,,,End of 4th quarter
