time,San Antonio,pts.away,score,pts.home,Sacramento
4:30.0,D. West enters the game for B. Diaw,,96-80,,
4:19.0,,,96-80,,Turnover by D. Cousins (bad pass)
4:06.0,L. Aldridge makes 2-pt shot from 20 ft (assist by P. Mills),2,98-80,,
3:56.0,,,98-80,,Turnover by R. Rondo (lost ball; steal by P. Mills)
3:53.0,K. Leonard makes 2-pt shot at rim (assist by P. Mills),2,100-80,,
3:34.0,,,100-80,,D. Cousins misses 3-pt shot from 25 ft
3:33.0,,,100-80,,Offensive rebound by D. Cousins
3:28.0,,,100-80,,Turnover by D. Cousins (bad pass; steal by P. Mills)
3:28.0,,,100-80,,Personal foul by K. Koufos (drawn by P. Mills)
3:28.0,,,100-80,,W. Cauley-Stein enters the game for R. Gay
3:28.0,,,100-80,,Q. Acy enters the game for D. Cousins
3:28.0,,,100-80,,O. Casspi enters the game for K. Koufos
3:28.0,R. McCallum enters the game for D. Green,,100-80,,
3:28.0,R. Butler enters the game for K. Leonard,,100-80,,
3:28.0,K. Anderson enters the game for L. Aldridge,,100-80,,
3:28.0,B. Marjanovic enters the game for P. Mills,,100-80,,
3:13.0,K. Anderson misses 2-pt shot from 9 ft,,100-80,,
3:13.0,Offensive rebound by K. Anderson,,100-80,,
3:03.0,D. West makes 2-pt shot from 18 ft (assist by R. McCallum),2,102-80,,
2:43.0,,,102-80,,M. Belinelli misses 3-pt shot from 27 ft
2:42.0,Defensive rebound by K. Anderson,,102-80,,
2:21.0,B. Marjanovic misses 2-pt shot from 9 ft,,102-80,,
2:20.0,,,102-80,,Defensive rebound by O. Casspi
2:12.0,,,102-83,3,M. Belinelli makes 3-pt shot from 24 ft (assist by R. Rondo)
1:51.0,B. Marjanovic makes 2-pt shot at rim (assist by R. Butler),2,104-83,,
1:42.0,,,104-83,,O. Casspi misses 2-pt shot from 5 ft
1:41.0,Defensive rebound by D. West,,104-83,,
1:31.0,Turnover by R. McCallum (bad pass; steal by R. Rondo),,104-83,,
1:28.0,,,104-85,2,O. Casspi makes 2-pt shot from 1 ft (assist by R. Rondo)
1:11.0,R. McCallum misses 2-pt shot from 13 ft,,104-85,,
1:10.0,,,104-85,,Defensive rebound by W. Cauley-Stein
1:00.0,,,104-88,3,Q. Acy makes 3-pt shot from 24 ft (assist by M. Belinelli)
0:44.0,R. Butler makes 2-pt shot from 17 ft (assist by D. West),2,106-88,,
0:30.0,,,106-88,,O. Casspi misses 2-pt shot from 5 ft
0:29.0,Defensive rebound by D. West,,106-88,,
0:10.0,,,106-88,,Personal foul by W. Cauley-Stein (drawn by R. McCallum)
0:10.0,,,106-88,,B. McLemore enters the game for M. Belinelli
0:00.0,End of 4th quarter,,,,End of 4th quarter
