time,Philadelphia,pts.away,score,pts.home,Milwaukee
4:16.0,Defensive rebound by I. Canaan,,89-104,,
4:04.0,J. Okafor misses 2-pt shot from 15 ft,,89-104,,
4:03.0,,,89-104,,Defensive rebound by Team
3:49.0,Personal block foul by H. Thompson (drawn by K. Middleton),,89-104,,
3:42.0,,,89-106,2,K. Middleton makes 2-pt shot from 18 ft
3:21.0,J. Okafor misses 2-pt shot from 3 ft,,89-106,,
3:20.0,Offensive rebound by Team,,89-106,,
3:20.0,Philadelphia full timeout,,89-106,,
3:17.0,R. Covington misses 2-pt shot from 13 ft,,89-106,,
3:16.0,,,89-106,,Defensive rebound by G. Monroe
3:00.0,Violation by R. Holmes (def goaltending),,89-106,,
3:00.0,,,89-108,2,G. Monroe makes 2-pt shot from 4 ft (assist by M. Carter-Williams)
2:47.0,J. Okafor makes 2-pt shot from 1 ft (assist by H. Thompson),2,91-108,,
2:32.0,,,91-110,2,K. Middleton makes 2-pt shot from 13 ft (assist by M. Carter-Williams)
2:23.0,R. Holmes makes 2-pt shot at rim (assist by I. Canaan),2,93-110,,
2:05.0,,,93-110,,J. Parker misses 2-pt shot from 1 ft (block by J. Okafor)
2:02.0,Defensive rebound by J. Okafor,,93-110,,
2:01.0,,,93-110,,Personal foul by G. Antetokounmpo (drawn by J. Okafor)
2:01.0,,,93-110,,T. Ennis enters the game for G. Antetokounmpo
2:01.0,,,93-110,,D. Inglis enters the game for J. Parker
2:01.0,,,93-110,,R. Vaughn enters the game for G. Monroe
2:01.0,,,93-110,,M. Plumlee enters the game for K. Middleton
2:01.0,,,93-110,,C. Copeland enters the game for M. Carter-Williams
2:01.0,J. Okafor makes free throw 1 of 2,1,94-110,,
2:01.0,J. Okafor misses free throw 2 of 2,,94-110,,
1:59.0,Offensive rebound by H. Thompson,,94-110,,
1:59.0,H. Thompson misses 2-pt shot from 1 ft,,94-110,,
1:57.0,,,94-110,,Defensive rebound by M. Plumlee
1:51.0,Personal take foul by I. Canaan (drawn by T. Ennis),,94-110,,
1:51.0,J. Sampson enters the game for J. Okafor,,94-110,,
1:37.0,,,94-113,3,T. Ennis makes 3-pt shot from 26 ft (assist by C. Copeland)
1:24.0,Shooting foul by C. Copeland (drawn by J. Sampson),,94-113,,
1:24.0,J. Sampson misses free throw 1 of 2,,94-113,,
1:24.0,Offensive rebound by Team,,94-113,,
1:24.0,J. Sampson makes free throw 2 of 2,1,95-113,,
1:15.0,,,95-113,,Turnover by T. Ennis (lost ball)
1:04.0,J. Sampson misses 2-pt shot from 10 ft,,95-113,,
1:03.0,Offensive rebound by R. Covington,,95-113,,
1:03.0,R. Covington makes 2-pt shot at rim,2,97-113,,
0:50.0,,,97-113,,Turnover by D. Inglis (lost ball; steal by R. Holmes)
0:46.0,I. Canaan makes 3-pt shot from 26 ft (assist by J. Sampson),3,100-113,,
0:23.0,,,100-113,,C. Copeland misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by R. Holmes,,100-113,,
0:11.0,I. Canaan misses 3-pt shot from 27 ft,,100-113,,
0:10.0,,,100-113,,Defensive rebound by M. Plumlee
0:00.0,End of 4th quarter,,,,End of 4th quarter
