time,Denver,pts.away,score,pts.home,Dallas
5:18.0,,,100-91,3,C. Parsons makes 3-pt shot from 26 ft (assist by D. Nowitzki)
4:53.0,D. Augustin misses 3-pt shot from 24 ft,,100-91,,
4:52.0,,,100-91,,Defensive rebound by D. Nowitzki
4:34.0,,,100-93,2,D. Lee makes 2-pt shot at rim (assist by R. Felton)
4:15.0,,,100-93,,Personal block foul by W. Matthews (drawn by E. Mudiay)
4:15.0,,,100-93,,D. Williams enters the game for D. Lee
4:08.0,Turnover by E. Mudiay (bad pass; steal by C. Parsons),,100-93,,
4:01.0,,,100-93,,C. Parsons misses 2-pt shot from 5 ft (block by K. Faried)
3:59.0,,,100-93,,Offensive rebound by W. Matthews
3:53.0,,,100-95,2,D. Nowitzki makes 2-pt shot from 14 ft (assist by W. Matthews)
3:31.0,W. Barton makes 2-pt shot from 22 ft,2,102-95,,
3:13.0,,,102-98,3,D. Williams makes 3-pt shot from 24 ft (assist by D. Nowitzki)
2:52.0,K. Faried makes 2-pt shot from 5 ft,2,104-98,,
2:42.0,Shooting block foul by K. Faried (drawn by C. Parsons),,104-98,,
2:42.0,Denver full timeout,,104-98,,
2:42.0,G. Harris enters the game for E. Mudiay,,104-98,,
2:42.0,,,104-98,,C. Parsons misses free throw 1 of 2
2:42.0,,,104-98,,Offensive rebound by Team
2:42.0,,,104-99,1,C. Parsons makes free throw 2 of 2
2:25.0,G. Harris misses 3-pt shot from 23 ft,,104-99,,
2:24.0,,,104-99,,Defensive rebound by C. Parsons
2:17.0,,,104-99,,C. Parsons misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by D. Arthur,,104-99,,
2:04.0,D. Augustin makes 3-pt shot from 26 ft,3,107-99,,
1:53.0,,,107-99,,Turnover by D. Williams (bad pass; steal by K. Faried)
1:50.0,,,107-99,,Personal block foul by W. Matthews (drawn by D. Augustin)
1:50.0,D. Augustin misses free throw 1 of 2,,107-99,,
1:50.0,Offensive rebound by Team,,107-99,,
1:50.0,D. Augustin makes free throw 2 of 2,1,108-99,,
1:45.0,,,108-102,3,D. Williams makes 3-pt shot from 24 ft (assist by R. Felton)
1:33.0,Turnover by K. Faried (lost ball; steal by W. Matthews),,108-102,,
1:19.0,,,108-105,3,W. Matthews makes 3-pt shot from 22 ft (assist by D. Williams)
1:00.0,G. Harris misses 3-pt shot from 25 ft,,108-105,,
0:59.0,,,108-105,,Defensive rebound by R. Felton
0:54.0,Shooting block foul by D. Arthur (drawn by W. Matthews),,108-105,,
0:54.0,,,108-105,,W. Matthews misses free throw 1 of 2
0:54.0,,,108-105,,Offensive rebound by Team
0:54.0,,,108-106,1,W. Matthews makes free throw 2 of 2
0:31.0,D. Arthur misses 3-pt shot from 23 ft,,108-106,,
0:30.0,,,108-106,,Defensive rebound by W. Matthews
0:24.0,,,108-106,,Dallas full timeout
0:11.0,,,108-108,2,R. Felton makes 2-pt shot from 1 ft
0:11.0,Denver full timeout,,108-108,,
0:11.0,,,108-108,,D. Harris enters the game for D. Nowitzki
0:00.0,W. Barton misses 2-pt shot from 18 ft,,108-108,,
0:00.0,Offensive rebound by Team,,108-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:47.0,K. Faried makes 2-pt shot at rim (assist by D. Augustin),2,110-108,,
4:21.0,,,110-110,2,R. Felton makes 2-pt shot from 4 ft
3:57.0,G. Harris makes 2-pt shot from 1 ft,2,112-110,,
3:45.0,,,112-112,2,R. Felton makes 2-pt shot from 3 ft
3:19.0,W. Barton makes 2-pt shot from 4 ft,2,114-112,,
3:11.0,Personal foul by D. Arthur (drawn by D. Nowitzki),,114-112,,
3:03.0,,,114-115,3,W. Matthews makes 3-pt shot from 23 ft (assist by C. Parsons)
2:43.0,Turnover by W. Barton (lost ball; steal by R. Felton),,114-115,,
2:41.0,,,114-117,2,R. Felton makes 2-pt shot from 1 ft
2:41.0,Violation by W. Barton (def goaltending),,114-117,,
2:41.0,Denver full timeout,,114-117,,
2:29.0,Shooting foul by D. Nowitzki (drawn by K. Faried),,114-117,,
2:29.0,K. Faried makes free throw 1 of 2,1,115-117,,
2:29.0,K. Faried makes free throw 2 of 2,1,116-117,,
2:18.0,,,116-117,,Turnover by D. Williams (bad pass)
1:53.0,D. Augustin misses 3-pt shot from 25 ft,,116-117,,
1:52.0,,,116-117,,Defensive rebound by C. Parsons
1:41.0,,,116-119,2,R. Felton makes 2-pt shot from 3 ft
1:41.0,Denver full timeout,,116-119,,
1:34.0,,,116-119,,Personal foul by W. Matthews (drawn by W. Barton)
1:34.0,,,116-119,,D. Harris enters the game for W. Matthews
1:23.0,D. Arthur misses 2-pt shot from 8 ft,,116-119,,
1:22.0,,,116-119,,Defensive rebound by R. Felton
1:03.0,,,116-119,,D. Nowitzki misses 2-pt shot from 9 ft
1:02.0,,,116-119,,Offensive rebound by Team
0:43.0,,,116-119,,Turnover by D. Nowitzki (bad pass)
0:28.0,W. Barton misses 3-pt shot from 26 ft,,116-119,,
0:27.0,Offensive rebound by G. Harris,,116-119,,
0:22.0,Shooting foul by D. Nowitzki (drawn by K. Faried),,116-119,,
0:22.0,K. Faried misses free throw 1 of 2,,116-119,,
0:22.0,Offensive rebound by Team,,116-119,,
0:22.0,K. Faried misses free throw 2 of 2,,116-119,,
0:22.0,Offensive rebound by K. Faried,,116-119,,
0:14.0,W. Barton misses 3-pt shot from 25 ft,,116-119,,
0:13.0,,,116-119,,Defensive rebound by D. Nowitzki
0:13.0,Personal block foul by G. Harris (drawn by D. Nowitzki),,116-119,,
0:10.0,Personal take foul by K. Faried (drawn by D. Williams),,116-119,,
0:10.0,,,116-120,1,D. Williams makes free throw 1 of 2
0:10.0,,,116-121,1,D. Williams makes free throw 2 of 2
0:10.0,Denver full timeout,,116-121,,
0:10.0,,,116-121,,J. Barea enters the game for D. Nowitzki
0:10.0,M. Miller enters the game for K. Faried,,116-121,,
0:08.0,G. Harris misses 3-pt shot from 24 ft,,116-121,,
0:06.0,,,116-121,,Defensive rebound by J. Barea
0:06.0,Personal take foul by M. Miller,,116-121,,
0:06.0,,,116-122,1,J. Barea makes free throw 1 of 2
0:06.0,,,116-122,,J. Barea misses free throw 2 of 2
0:06.0,Defensive rebound by W. Barton,,116-122,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
