time,San Antonio,pts.away,score,pts.home,Golden State
6:38.0,R. Butler makes free throw 1 of 1,1,74-98,,
6:21.0,,,74-100,2,M. Speights makes 2-pt shot from 3 ft (assist by B. Rush)
6:21.0,,,74-100,,Shooting foul by B. Marjanovic (drawn by M. Speights)
6:21.0,,,74-101,1,M. Speights makes free throw 1 of 1
6:08.0,B. Marjanovic makes 2-pt shot at rim (assist by D. Green),2,76-101,,
5:54.0,,,76-103,2,S. Livingston makes 2-pt shot from 15 ft
5:41.0,K. Anderson makes 2-pt shot from 14 ft (assist by R. McCallum),2,78-103,,
5:18.0,,,78-103,,Turnover by J. Thompson (lost ball)
4:54.0,B. Marjanovic misses 2-pt shot from 14 ft,,78-103,,
4:54.0,,,78-103,,Defensive rebound by S. Livingston
4:48.0,,,78-106,3,B. Rush makes 3-pt shot from 26 ft (assist by S. Livingston)
4:33.0,D. Green misses 2-pt shot from 3 ft (block by M. Speights),,78-106,,
4:32.0,Offensive rebound by R. McCallum,,78-106,,
4:30.0,Turnover by R. McCallum (bad pass; steal by B. Rush),,78-106,,
4:29.0,Personal foul by R. McCallum (drawn by I. Clark),,78-106,,
4:29.0,J. Simmons enters the game for D. Green,,78-106,,
4:29.0,,,78-106,,L. Barbosa enters the game for S. Livingston
4:12.0,,,78-108,2,J. Thompson makes 2-pt shot from 6 ft
4:04.0,Shooting foul by M. Speights (drawn by K. Anderson),,78-108,,
4:04.0,K. Anderson misses free throw 1 of 2,,78-108,,
4:04.0,Offensive rebound by Team,,78-108,,
4:04.0,K. Anderson makes free throw 2 of 2,1,79-108,,
3:43.0,,,79-108,,I. Clark misses 3-pt shot from 28 ft
3:43.0,,,79-108,,Offensive rebound by M. Speights
3:39.0,,,79-110,2,B. Rush makes 2-pt shot from 8 ft (assist by M. Speights)
3:29.0,Shooting foul by M. Speights (drawn by B. Marjanovic),,79-110,,
3:29.0,B. Marjanovic makes free throw 1 of 2,1,80-110,,
3:29.0,B. Marjanovic misses free throw 2 of 2,,80-110,,
3:28.0,,,80-110,,Defensive rebound by J. Thompson
3:10.0,,,80-110,,B. Rush misses 3-pt shot from 25 ft
3:09.0,Defensive rebound by J. Simmons,,80-110,,
3:04.0,Turnover by J. Simmons (lost ball; steal by J. Thompson),,80-110,,
2:58.0,,,80-112,2,B. Rush makes 2-pt shot from 1 ft (assist by J. Thompson)
2:48.0,K. Anderson makes 2-pt shot from 15 ft (assist by J. Simmons),2,82-112,,
2:33.0,Personal foul by K. Anderson (drawn by J. Thompson),,82-112,,
2:33.0,San Antonio full timeout,,82-112,,
2:33.0,,,82-113,1,J. Thompson makes free throw 1 of 2
2:33.0,,,82-114,1,J. Thompson makes free throw 2 of 2
2:19.0,K. Anderson misses 2-pt shot from 18 ft,,82-114,,
2:19.0,,,82-114,,Defensive rebound by J. Thompson
2:02.0,,,82-114,,Turnover by I. Clark (bad pass; steal by K. Anderson)
1:53.0,J. Simmons makes 2-pt shot from 8 ft (assist by K. Anderson),2,84-114,,
1:40.0,,,84-114,,J. Thompson misses 2-pt shot from 8 ft
1:40.0,Defensive rebound by K. Anderson,,84-114,,
1:26.0,B. Marjanovic misses 2-pt shot from 6 ft,,84-114,,
1:26.0,,,84-114,,Defensive rebound by I. Clark
1:14.0,,,84-117,3,M. Speights makes 3-pt shot from 24 ft (assist by I. Clark)
1:05.0,R. McCallum misses 2-pt shot from 1 ft,,84-117,,
1:04.0,Offensive rebound by B. Marjanovic,,84-117,,
1:04.0,Shooting foul by J. Thompson (drawn by B. Marjanovic),,84-117,,
1:04.0,B. Marjanovic makes free throw 1 of 2,1,85-117,,
1:04.0,B. Marjanovic makes free throw 2 of 2,1,86-117,,
0:49.0,,,86-117,,Turnover by I. Clark (lost ball; steal by K. Anderson)
0:44.0,R. Butler misses 2-pt shot from 3 ft,,86-117,,
0:41.0,Offensive rebound by B. Marjanovic,,86-117,,
0:41.0,B. Marjanovic makes 2-pt shot from 1 ft,2,88-117,,
0:26.0,,,88-120,3,M. Speights makes 3-pt shot from 26 ft (assist by B. Rush)
0:11.0,K. Anderson misses 2-pt shot from 16 ft,,88-120,,
0:10.0,Offensive rebound by B. Marjanovic,,88-120,,
0:10.0,B. Marjanovic makes 2-pt shot at rim,2,90-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
