time,LA Lakers,pts.away,score,pts.home,Oklahoma City
1:55.0,A. Brown misses 3-pt shot from 25 ft,,72-115,,
1:54.0,,,72-115,,Defensive rebound by E. Kanter
1:38.0,,,72-118,3,A. Morrow makes 3-pt shot from 22 ft (assist by C. Payne)
1:38.0,,,72-118,,Technical foul by E. Kanter
1:38.0,M. Huertas makes technical free throw,1,73-118,,
1:27.0,M. Huertas makes 2-pt shot from 12 ft (assist by D. Russell),2,75-118,,
1:20.0,,,75-118,,Turnover by C. Payne (step out of bounds)
1:06.0,M. Huertas misses 2-pt shot from 19 ft,,75-118,,
1:05.0,,,75-118,,Defensive rebound by S. Novak
0:53.0,,,75-118,,C. Payne misses 2-pt shot from 5 ft
0:52.0,Defensive rebound by D. Russell,,75-118,,
0:46.0,Turnover by J. Randle (offensive goaltending),,75-118,,
0:36.0,,,75-118,,Turnover by C. Payne (bad pass; steal by A. Brown)
0:33.0,Turnover by A. Brown (lost ball; steal by C. Payne),,75-118,,
0:28.0,,,75-118,,A. Morrow misses 3-pt shot from 24 ft
0:27.0,Defensive rebound by B. Bass,,75-118,,
0:22.0,D. Russell makes 3-pt shot from 25 ft (assist by M. Huertas),3,78-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
