time,Orlando,pts.away,score,pts.home,Atlanta
1:43.0,Orlando full timeout,,75-92,,
1:40.0,A. Nicholson misses 2-pt shot from 21 ft,,75-92,,
1:39.0,Offensive rebound by D. Marble,,75-92,,
1:32.0,M. Hezonja misses 2-pt shot from 12 ft,,75-92,,
1:30.0,Offensive rebound by D. Dedmon,,75-92,,
1:20.0,D. Marble misses 2-pt shot from 11 ft,,75-92,,
1:20.0,Offensive rebound by D. Dedmon,,75-92,,
1:20.0,D. Dedmon makes 2-pt shot at rim,2,77-92,,
1:06.0,,,77-95,3,T. Hardaway makes 3-pt shot from 23 ft (assist by M. Scott)
0:57.0,M. Hezonja makes 2-pt shot from 16 ft,2,79-95,,
0:46.0,,,79-95,,Shooting foul by M. Hezonja (drawn by J. Holiday)
0:46.0,,,79-95,,J. Holiday misses free throw 1 of 2
0:46.0,,,79-95,,Offensive rebound by Team
0:46.0,,,79-96,1,J. Holiday makes free throw 2 of 2
0:37.0,M. Hezonja misses 3-pt shot from 25 ft,,79-96,,
0:36.0,,,79-96,,Defensive rebound by S. Mack
0:20.0,,,79-98,2,M. Muscala makes 2-pt shot from 11 ft (assist by S. Mack)
0:11.0,M. Hezonja makes 2-pt shot from 8 ft,2,81-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
