time,Chicago,pts.away,score,pts.home,Orlando
0:47.0,,,85-110,,Personal foul by A. Nicholson
0:47.0,B. Portis makes free throw 1 of 2,1,86-110,,
0:47.0,B. Portis makes free throw 2 of 2,1,87-110,,
0:42.0,Technical foul by A. Brooks,,87-110,,
0:42.0,D. McDermott enters the game for A. Brooks,,87-110,,
0:42.0,,,87-111,1,C. Watson makes technical free throw
0:39.0,,,87-111,,Offensive foul by J. Smith
0:39.0,,,87-111,,Turnover by J. Smith (offensive foul)
0:30.0,J. Holiday makes 2-pt shot from 16 ft,2,89-111,,
0:07.0,,,89-111,,Turnover by S. Napier (lost ball)
0:00.0,J. Holiday misses 3-pt shot from 27 ft,,89-111,,
0:00.0,Offensive rebound by Team,,89-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
