time,New Orleans,pts.away,score,pts.home,Oklahoma City
3:34.0,Defensive rebound by D. Cunningham,,91-97,,
3:25.0,L. Babbitt makes 3-pt shot from 22 ft (assist by R. Anderson),3,94-97,,
3:24.0,,,94-97,,Oklahoma City full timeout
3:18.0,,,94-99,2,R. Westbrook makes 2-pt shot from 2 ft
3:18.0,,,94-99,,Shooting foul by D. Cunningham (drawn by R. Westbrook)
3:18.0,,,94-99,,N. Collison enters the game for E. Kanter
3:18.0,,,94-99,,D. Waiters enters the game for D. Augustin
3:18.0,,,94-100,1,R. Westbrook makes free throw 1 of 1
2:52.0,L. Babbitt misses 3-pt shot from 25 ft,,94-100,,
2:51.0,,,94-100,,Defensive rebound by R. Westbrook
2:46.0,,,94-102,2,R. Westbrook makes 2-pt shot at rim
2:33.0,,,94-102,,Personal foul by N. Collison (drawn by R. Anderson)
2:25.0,I. Smith makes 2-pt shot from 15 ft,2,96-102,,
2:07.0,,,96-104,2,R. Westbrook makes 2-pt shot from 18 ft
1:57.0,I. Smith makes 2-pt shot from 1 ft,2,98-104,,
1:43.0,,,98-104,,Shooting foul by E. Gordon (drawn by R. Westbrook)
1:43.0,,,98-105,1,R. Westbrook makes free throw 1 of 2
1:43.0,,,98-106,1,R. Westbrook makes free throw 2 of 2
1:43.0,New Orleans full timeout,,98-106,,
1:34.0,E. Gordon misses 2-pt shot from 1 ft (block by N. Collison),,98-106,,
1:33.0,Offensive rebound by E. Gordon,,98-106,,
1:21.0,D. Cunningham misses 3-pt shot from 24 ft,,98-106,,
1:20.0,,,98-106,,Defensive rebound by R. Westbrook
1:03.0,,,98-106,,Turnover by R. Westbrook (step out of bounds)
1:03.0,New Orleans full timeout,,98-106,,
1:00.0,Shooting foul by S. Ibaka (drawn by E. Gordon),,98-106,,
1:00.0,E. Gordon makes free throw 1 of 2,1,99-106,,
1:00.0,E. Gordon makes free throw 2 of 2,1,100-106,,
0:40.0,,,100-106,,R. Westbrook misses 2-pt shot from 1 ft
0:39.0,,,100-106,,Offensive rebound by A. Roberson
0:39.0,,,100-106,,A. Roberson misses 2-pt shot from 1 ft
0:38.0,,,100-106,,Offensive rebound by A. Roberson
0:30.0,,,100-106,,S. Ibaka misses 3-pt shot from 22 ft
0:29.0,,,100-106,,Offensive rebound by A. Roberson
0:29.0,Personal foul by E. Gordon (drawn by A. Roberson),,100-106,,
0:29.0,,,100-107,1,A. Roberson makes free throw 1 of 2
0:29.0,,,100-107,,A. Roberson misses free throw 2 of 2
0:29.0,Defensive rebound by L. Babbitt,,100-107,,
0:29.0,New Orleans full timeout,,100-107,,
0:25.0,R. Anderson makes 3-pt shot from 24 ft,3,103-107,,
0:25.0,,,103-107,,Oklahoma City full timeout
0:25.0,,,103-107,,D. Augustin enters the game for A. Roberson
0:24.0,Personal take foul by D. Cunningham (drawn by S. Ibaka),,103-107,,
0:24.0,,,103-107,,A. Roberson enters the game for D. Augustin
0:24.0,T. Douglas enters the game for D. Cunningham,,103-107,,
0:24.0,,,103-108,1,S. Ibaka makes free throw 1 of 2
0:24.0,,,103-108,,K. Singler enters the game for N. Collison
0:24.0,,,103-109,1,S. Ibaka makes free throw 2 of 2
0:18.0,I. Smith misses 2-pt shot at rim,,103-109,,
0:17.0,,,103-109,,Defensive rebound by R. Westbrook
0:16.0,Personal take foul by T. Douglas (drawn by R. Westbrook),,103-109,,
0:16.0,,,103-109,,R. Westbrook misses free throw 1 of 2
0:16.0,,,103-109,,Offensive rebound by Team
0:16.0,,,103-110,1,R. Westbrook makes free throw 2 of 2
0:04.0,R. Anderson misses 3-pt shot from 26 ft,,103-110,,
0:04.0,Offensive rebound by L. Babbitt,,103-110,,
0:00.0,E. Gordon misses 3-pt shot from 27 ft,,103-110,,
0:00.0,Offensive rebound by Team,,103-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
