time,Milwaukee,pts.away,score,pts.home,Boston
6:21.0,,,88-112,,T. Rozier enters the game for M. Smart
6:21.0,T. Ennis makes free throw 2 of 2,1,89-112,,
6:08.0,,,89-112,,Shooting foul by J. Henson (drawn by T. Zeller)
6:08.0,,,89-113,1,T. Zeller makes free throw 1 of 2
6:08.0,,,89-113,,T. Zeller misses free throw 2 of 2
6:07.0,Defensive rebound by M. Plumlee,,89-113,,
5:54.0,G. Vasquez makes 2-pt shot from 2 ft,2,91-113,,
5:54.0,Shooting foul by T. Rozier (drawn by G. Vasquez),,91-113,,
5:54.0,,,91-113,,Boston full timeout
5:54.0,Milwaukee full timeout,,91-113,,
5:54.0,G. Vasquez misses free throw 1 of 1,,91-113,,
5:54.0,,,91-113,,Defensive rebound by K. Olynyk
5:36.0,,,91-115,2,T. Zeller makes 2-pt shot from 1 ft (assist by J. Jerebko)
5:36.0,,,91-115,,Shooting foul by D. Inglis (drawn by T. Zeller)
5:36.0,,,91-116,1,T. Zeller makes free throw 1 of 1
5:23.0,J. Henson misses 2-pt shot from 2 ft,,91-116,,
5:21.0,,,91-116,,Defensive rebound by K. Olynyk
5:10.0,,,91-118,2,T. Rozier makes 2-pt shot from 5 ft (assist by K. Olynyk)
4:56.0,G. Vasquez makes 3-pt shot from 25 ft (assist by J. Henson),3,94-118,,
4:37.0,,,94-120,2,T. Rozier makes 2-pt shot from 1 ft
4:17.0,M. Plumlee makes 2-pt shot from 1 ft (assist by G. Vasquez),2,96-120,,
4:11.0,,,96-120,,Turnover by T. Rozier (lost ball; steal by M. Plumlee)
3:56.0,J. Henson misses 2-pt shot from 2 ft,,96-120,,
3:55.0,,,96-120,,Defensive rebound by K. Olynyk
3:44.0,,,96-120,,T. Rozier misses 2-pt shot from 19 ft
3:42.0,Defensive rebound by M. Plumlee,,96-120,,
3:28.0,,,96-120,,R. Hunter enters the game for E. Turner
3:28.0,,,96-120,,J. Mickey enters the game for K. Olynyk
3:28.0,R. Vaughn enters the game for G. Vasquez,,96-120,,
3:20.0,D. Inglis misses 2-pt shot from 8 ft,,96-120,,
3:19.0,Offensive rebound by Team,,96-120,,
3:19.0,Turnover by Team (shot clock),,96-120,,
3:05.0,,,96-120,,T. Zeller misses 2-pt shot from 13 ft
3:04.0,Defensive rebound by D. Inglis,,96-120,,
2:57.0,D. Inglis misses 2-pt shot from 3 ft,,96-120,,
2:57.0,Offensive rebound by Team,,96-120,,
2:57.0,Turnover by D. Inglis (traveling),,96-120,,
2:43.0,,,96-120,,Turnover by R. Hunter (lost ball; steal by T. Ennis)
2:42.0,Shooting foul by J. Mickey (drawn by M. Plumlee),,96-120,,
2:42.0,M. Plumlee makes free throw 1 of 2,1,97-120,,
2:42.0,M. Plumlee makes free throw 2 of 2,1,98-120,,
2:30.0,,,98-120,,J. Mickey misses 2-pt shot from 17 ft (block by J. Henson)
2:29.0,,,98-120,,Offensive rebound by T. Zeller
2:27.0,,,98-120,,T. Zeller misses 2-pt shot from 2 ft
2:26.0,Defensive rebound by T. Ennis,,98-120,,
2:15.0,R. Vaughn makes 2-pt shot at rim (assist by T. Ennis),2,100-120,,
2:03.0,,,100-122,2,J. Jerebko makes 2-pt shot from 3 ft
1:54.0,R. Vaughn makes 3-pt shot from 23 ft (assist by T. Ennis),3,103-122,,
1:36.0,,,103-122,,J. Mickey misses 2-pt shot from 2 ft (block by J. Henson)
1:34.0,Defensive rebound by J. Henson,,103-122,,
1:21.0,M. Plumlee makes 2-pt shot from 9 ft,2,105-122,,
1:00.0,,,105-122,,Turnover by J. Jerebko (lost ball; steal by D. Inglis)
0:52.0,Turnover by M. Plumlee (lost ball; steal by J. Jerebko),,105-122,,
0:49.0,,,105-122,,Shooting foul by T. Ennis (drawn by J. Jerebko)
0:49.0,,,105-123,1,J. Jerebko makes free throw 1 of 2
0:49.0,,,105-124,1,J. Jerebko makes free throw 2 of 2
0:34.0,M. Plumlee makes 2-pt shot at rim,2,107-124,,
0:13.0,,,107-124,,Turnover by T. Rozier (lost ball; steal by J. Henson)
0:10.0,T. Ennis makes 2-pt shot from 1 ft (assist by M. Plumlee),2,109-124,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
