time,LA Clippers,pts.away,score,pts.home,Oklahoma City
0:28.0,,,117-117,,R. Westbrook misses 2-pt shot from 13 ft
0:27.0,,,117-117,,Offensive rebound by S. Adams
0:27.0,,,117-119,2,S. Adams makes 2-pt shot from 1 ft
0:27.0,LA Clippers full timeout,,117-119,,
0:27.0,P. Prigioni enters the game for C. Aldrich,,117-119,,
0:27.0,,,117-119,,S. Ibaka enters the game for S. Adams
0:04.0,A. Rivers misses 2-pt shot from 1 ft,,117-119,,
0:03.0,,,117-119,,Defensive rebound by R. Westbrook
0:03.0,,,117-119,,Oklahoma City full timeout
0:03.0,L. Mbah a Moute enters the game for W. Johnson,,117-119,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
