time,Orlando,pts.away,score,pts.home,Atlanta
2:50.0,E. Payton misses free throw 2 of 2,,97-96,,
2:50.0,Offensive rebound by Team,,97-96,,
2:50.0,,,97-96,,Loose ball foul by P. Millsap (drawn by E. Payton)
2:40.0,Offensive charge foul by M. Hezonja,,97-96,,
2:40.0,Turnover by M. Hezonja (offensive foul),,97-96,,
2:28.0,,,97-98,2,P. Millsap makes 2-pt shot at rim
2:14.0,M. Hezonja misses 3-pt shot from 23 ft,,97-98,,
2:12.0,Offensive rebound by N. Vucevic,,97-98,,
2:09.0,E. Fournier misses 3-pt shot from 24 ft,,97-98,,
2:08.0,,,97-98,,Defensive rebound by A. Horford
1:56.0,,,97-100,2,A. Horford makes 2-pt shot from 20 ft (assist by J. Teague)
1:56.0,Orlando full timeout,,97-100,,
1:49.0,N. Vucevic misses 2-pt shot from 11 ft,,97-100,,
1:47.0,,,97-100,,Defensive rebound by A. Horford
1:32.0,,,97-100,,P. Millsap misses 2-pt shot from 6 ft
1:29.0,Defensive rebound by E. Payton,,97-100,,
1:24.0,Shooting foul by A. Horford (drawn by E. Payton),,97-100,,
1:24.0,E. Payton misses free throw 1 of 2,,97-100,,
1:24.0,Offensive rebound by Team,,97-100,,
1:24.0,A. Gordon enters the game for J. Smith,,97-100,,
1:24.0,E. Payton makes free throw 2 of 2,1,98-100,,
1:00.0,,,98-100,,P. Millsap misses 2-pt shot at rim
0:57.0,Defensive rebound by N. Vucevic,,98-100,,
0:46.0,M. Hezonja misses 3-pt shot from 27 ft,,98-100,,
0:44.0,,,98-100,,Defensive rebound by P. Millsap
0:23.0,,,98-100,,A. Horford misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by E. Fournier,,98-100,,
0:22.0,Orlando full timeout,,98-100,,
0:22.0,,,98-100,,T. Sefolosha enters the game for J. Teague
0:22.0,J. Smith enters the game for A. Gordon,,98-100,,
0:15.0,M. Hezonja makes 3-pt shot from 25 ft (assist by N. Vucevic),3,101-100,,
0:15.0,,,101-100,,Atlanta full timeout
0:15.0,,,101-100,,J. Teague enters the game for T. Sefolosha
0:15.0,V. Oladipo enters the game for M. Hezonja,,101-100,,
0:15.0,A. Gordon enters the game for J. Smith,,101-100,,
0:12.0,,,101-100,,Shooting foul by A. Gordon (drawn by P. Millsap)
0:12.0,,,101-101,1,P. Millsap makes free throw 1 of 2
0:12.0,,,101-101,,T. Sefolosha enters the game for K. Korver
0:12.0,,,101-101,,P. Millsap misses free throw 2 of 2
0:11.0,Defensive rebound by A. Gordon,,101-101,,
0:11.0,Orlando full timeout,,101-101,,
0:11.0,M. Hezonja enters the game for A. Gordon,,101-101,,
0:11.0,J. Smith enters the game for E. Payton,,101-101,,
0:02.0,V. Oladipo misses 2-pt shot from 8 ft (block by P. Millsap),,101-101,,
0:01.0,,,101-101,,Defensive rebound by T. Sefolosha
0:01.0,,,101-101,,Atlanta full timeout
0:01.0,,,101-101,,K. Korver enters the game for K. Bazemore
0:01.0,A. Gordon enters the game for M. Hezonja,,101-101,,
0:01.0,E. Payton enters the game for J. Smith,,101-101,,
0:01.0,,,101-101,,Atlanta full timeout
0:01.0,D. Dedmon enters the game for E. Fournier,,101-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:46.0,M. Hezonja makes 2-pt shot at rim (assist by E. Payton),2,103-101,,
4:21.0,,,103-101,,Turnover by P. Millsap (lost ball; steal by E. Fournier)
4:18.0,Shooting foul by J. Teague (drawn by A. Gordon),,103-101,,
4:18.0,A. Gordon makes free throw 1 of 2,1,104-101,,
4:18.0,A. Gordon makes free throw 2 of 2,1,105-101,,
3:58.0,,,105-101,,A. Horford misses 2-pt shot from 13 ft
3:55.0,Defensive rebound by E. Fournier,,105-101,,
3:37.0,N. Vucevic makes 2-pt shot from 19 ft (assist by E. Payton),2,107-101,,
3:14.0,,,107-101,,Shooting foul by A. Gordon (drawn by J. Teague)
3:14.0,,,107-102,1,J. Teague makes free throw 1 of 3
3:14.0,,,107-102,,J. Teague misses free throw 2 of 3
3:14.0,,,107-102,,Offensive rebound by Team
3:14.0,,,107-102,,J. Teague misses free throw 3 of 3
3:12.0,Defensive rebound by Team,,107-102,,
2:52.0,Shooting foul by A. Horford (drawn by N. Vucevic),,107-102,,
2:52.0,N. Vucevic makes free throw 1 of 2,1,108-102,,
2:52.0,N. Vucevic misses free throw 2 of 2,,108-102,,
2:51.0,,,108-102,,Defensive rebound by K. Bazemore
2:30.0,,,108-104,2,K. Korver makes 2-pt shot from 21 ft (assist by J. Teague)
2:12.0,M. Hezonja misses 2-pt shot from 19 ft,,108-104,,
2:11.0,,,108-104,,Defensive rebound by K. Bazemore
1:52.0,,,108-104,,P. Millsap misses 2-pt shot from 3 ft
1:49.0,Defensive rebound by N. Vucevic,,108-104,,
1:34.0,,,108-104,,Personal foul by A. Horford (drawn by E. Fournier)
1:34.0,Orlando full timeout,,108-104,,
1:31.0,,,108-104,,Personal foul by A. Horford (drawn by N. Vucevic)
1:31.0,N. Vucevic makes free throw 1 of 2,1,109-104,,
1:31.0,N. Vucevic makes free throw 2 of 2,1,110-104,,
1:31.0,,,110-104,,Atlanta full timeout
1:31.0,V. Oladipo enters the game for M. Hezonja,,110-104,,
1:26.0,Violation by N. Vucevic (kicked ball),,110-104,,
1:23.0,Personal foul by E. Fournier (drawn by K. Korver),,110-104,,
1:15.0,,,110-107,3,P. Millsap makes 3-pt shot from 24 ft (assist by K. Korver)
0:59.0,,,110-107,,Personal foul by A. Horford (drawn by N. Vucevic)
0:59.0,N. Vucevic makes free throw 1 of 2,1,111-107,,
0:59.0,N. Vucevic makes free throw 2 of 2,1,112-107,,
0:51.0,,,112-110,3,K. Korver makes 3-pt shot from 24 ft (assist by J. Teague)
0:50.0,Orlando full timeout,,112-110,,
0:50.0,,,112-110,,T. Sefolosha enters the game for K. Korver
0:47.0,M. Hezonja enters the game for V. Oladipo,,112-110,,
0:32.0,E. Fournier makes 3-pt shot from 23 ft (assist by N. Vucevic),3,115-110,,
0:32.0,,,115-110,,Atlanta full timeout
0:32.0,,,115-110,,K. Korver enters the game for T. Sefolosha
0:32.0,V. Oladipo enters the game for M. Hezonja,,115-110,,
0:20.0,,,115-110,,P. Millsap misses 2-pt shot from 21 ft
0:19.0,Defensive rebound by V. Oladipo,,115-110,,
0:18.0,,,115-110,,Personal take foul by K. Bazemore (drawn by V. Oladipo)
0:18.0,V. Oladipo makes free throw 1 of 2,1,116-110,,
0:18.0,V. Oladipo misses free throw 2 of 2,,116-110,,
0:18.0,Offensive rebound by N. Vucevic,,116-110,,
0:14.0,,,116-110,,Personal take foul by P. Millsap (drawn by V. Oladipo)
0:14.0,,,116-110,,M. Scott enters the game for P. Millsap
0:14.0,V. Oladipo misses free throw 1 of 2,,116-110,,
0:14.0,Offensive rebound by Team,,116-110,,
0:14.0,M. Hezonja enters the game for N. Vucevic,,116-110,,
0:14.0,V. Oladipo makes free throw 2 of 2,1,117-110,,
0:03.0,,,117-110,,K. Korver misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by M. Hezonja,,117-110,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
