time,Dallas,pts.away,score,pts.home,Oklahoma City
4:51.0,Z. Pachulia makes free throw 1 of 1,1,104-102,,
4:39.0,,,104-104,2,R. Westbrook makes 2-pt shot from 2 ft
4:14.0,D. Nowitzki makes 2-pt shot from 16 ft,2,106-104,,
3:55.0,,,106-104,,S. Ibaka misses 2-pt shot from 17 ft
3:55.0,Defensive rebound by R. Felton,,106-104,,
3:41.0,D. Nowitzki makes 2-pt shot from 16 ft (assist by D. Williams),2,108-104,,
3:39.0,,,108-104,,Oklahoma City full timeout
3:39.0,,,108-104,,A. Morrow enters the game for A. Roberson
3:39.0,,,108-104,,S. Adams enters the game for E. Kanter
3:27.0,,,108-107,3,D. Waiters makes 3-pt shot from 22 ft (assist by R. Westbrook)
3:09.0,Shooting foul by R. Westbrook (drawn by Z. Pachulia),,108-107,,
3:09.0,Z. Pachulia misses free throw 1 of 2,,108-107,,
3:09.0,Offensive rebound by Team,,108-107,,
3:09.0,Z. Pachulia misses free throw 2 of 2,,108-107,,
3:08.0,,,108-107,,Defensive rebound by D. Waiters
2:52.0,,,108-109,2,S. Ibaka makes 2-pt shot from 5 ft (assist by R. Westbrook)
2:32.0,R. Felton misses 2-pt shot from 6 ft,,108-109,,
2:32.0,Offensive rebound by Team,,108-109,,
2:32.0,,,108-109,,Loose ball foul by D. Waiters (drawn by Z. Pachulia)
2:23.0,Turnover by D. Williams (bad pass; steal by D. Waiters),,108-109,,
2:19.0,,,108-111,2,D. Waiters makes 2-pt shot from 1 ft
2:19.0,Dallas full timeout,,108-111,,
2:19.0,W. Matthews enters the game for D. Harris,,108-111,,
2:19.0,J. Barea enters the game for R. Felton,,108-111,,
2:06.0,Turnover by D. Nowitzki (lost ball; steal by R. Westbrook),,108-111,,
2:02.0,,,108-113,2,R. Westbrook makes 2-pt shot at rim (assist by A. Morrow)
1:38.0,W. Matthews makes 3-pt shot from 25 ft (assist by Z. Pachulia),3,111-113,,
1:20.0,,,111-113,,Turnover by R. Westbrook (bad pass; steal by D. Williams)
1:16.0,W. Matthews misses 2-pt shot from 1 ft,,111-113,,
1:16.0,Offensive rebound by J. Barea,,111-113,,
1:16.0,J. Barea makes 2-pt shot from 2 ft,2,113-113,,
1:16.0,,,113-113,,Oklahoma City full timeout
1:03.0,,,113-115,2,R. Westbrook makes 2-pt shot from 12 ft
0:53.0,W. Matthews misses 3-pt shot from 24 ft,,113-115,,
0:53.0,,,113-115,,Defensive rebound by R. Westbrook
0:42.0,,,113-115,,R. Westbrook misses 2-pt shot from 12 ft
0:41.0,Defensive rebound by Team,,113-115,,
0:41.0,,,113-115,,Loose ball foul by S. Adams (drawn by Z. Pachulia)
0:41.0,Z. Pachulia misses free throw 1 of 2,,113-115,,
0:41.0,Offensive rebound by Team,,113-115,,
0:41.0,,,113-115,,E. Kanter enters the game for S. Adams
0:41.0,D. Powell enters the game for D. Nowitzki,,113-115,,
0:41.0,D. Harris enters the game for J. Barea,,113-115,,
0:41.0,Z. Pachulia makes free throw 2 of 2,1,114-115,,
0:24.0,,,114-117,2,R. Westbrook makes 2-pt shot from 18 ft
0:24.0,Dallas full timeout,,114-117,,
0:24.0,,,114-117,,A. Roberson enters the game for E. Kanter
0:24.0,,,114-117,,S. Adams enters the game for A. Morrow
0:24.0,J. Barea enters the game for D. Harris,,114-117,,
0:24.0,D. Nowitzki enters the game for D. Powell,,114-117,,
0:19.0,D. Williams misses 2-pt shot from 17 ft,,114-117,,
0:18.0,,,114-117,,Defensive rebound by Team
0:18.0,Loose ball foul by Z. Pachulia (drawn by S. Adams),,114-117,,
0:18.0,,,114-117,,S. Adams misses free throw 1 of 2
0:18.0,,,114-117,,Offensive rebound by Team
0:18.0,,,114-117,,S. Adams misses free throw 2 of 2
0:18.0,Defensive rebound by J. Barea,,114-117,,
0:17.0,Dallas full timeout,,114-117,,
0:17.0,C. Villanueva enters the game for Z. Pachulia,,114-117,,
0:17.0,,,114-117,,N. Collison enters the game for S. Adams
0:08.0,D. Williams misses 2-pt shot from 2 ft (block by S. Ibaka),,114-117,,
0:08.0,Offensive rebound by Team,,114-117,,
0:02.0,W. Matthews misses 3-pt shot from 25 ft,,114-117,,
0:01.0,,,114-117,,Defensive rebound by R. Westbrook
0:00.0,End of 4th quarter,,,,End of 4th quarter
