time,LA Lakers,pts.away,score,pts.home,New Orleans
1:26.0,,,95-90,,D. Cunningham misses 2-pt shot at rim
1:24.0,,,95-90,,Offensive rebound by D. Cunningham
1:18.0,,,95-92,2,A. Davis makes 2-pt shot at rim (assist by B. Dejean-Jones)
0:58.0,K. Bryant makes 3-pt shot from 26 ft,3,98-92,,
0:58.0,,,98-92,,New Orleans full timeout
0:49.0,,,98-94,2,R. Anderson makes 2-pt shot from 4 ft
0:29.0,K. Bryant misses 3-pt shot from 26 ft,,98-94,,
0:28.0,,,98-94,,Defensive rebound by B. Dejean-Jones
0:22.0,,,98-94,,Shooting foul by B. Bass (drawn by B. Dejean-Jones)
0:22.0,,,98-95,1,B. Dejean-Jones makes free throw 1 of 2
0:22.0,,,98-96,1,B. Dejean-Jones makes free throw 2 of 2
0:06.0,,,98-96,,Personal take foul by D. Cunningham (drawn by K. Bryant)
0:06.0,,,98-96,,Personal block foul by D. Cunningham (drawn by K. Bryant)
0:06.0,K. Bryant misses free throw 1 of 2,,98-96,,
0:06.0,Offensive rebound by Team,,98-96,,
0:06.0,K. Bryant makes free throw 2 of 2,1,99-96,,
0:06.0,,,99-96,,New Orleans full timeout
0:00.0,,,99-96,,J. Holiday misses 3-pt shot from 25 ft
0:00.0,,,99-96,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
