time,Dallas,pts.away,score,pts.home,San Antonio
5:06.0,J. Jenkins misses technical free throw,,68-93,,
5:06.0,Offensive rebound by Team,,68-93,,
4:55.0,J. Barea makes 2-pt shot from 7 ft,2,70-93,,
4:45.0,,,70-93,,R. Butler misses 3-pt shot from 23 ft
4:43.0,,,70-93,,Offensive rebound by B. Marjanovic
4:40.0,,,70-93,,B. Marjanovic misses 2-pt shot from 2 ft (block by J. Evans)
4:38.0,Defensive rebound by J. Jenkins,,70-93,,
4:32.0,J. Evans makes 2-pt shot at rim (assist by J. Barea),2,72-93,,
4:16.0,,,72-93,,B. Marjanovic misses 2-pt shot from 4 ft (block by J. Evans)
4:11.0,Defensive rebound by J. Evans,,72-93,,
4:07.0,J. Barea misses 3-pt shot from 25 ft,,72-93,,
4:04.0,,,72-93,,Defensive rebound by J. Simmons
3:57.0,,,72-93,,D. Green misses 2-pt shot from 2 ft
3:57.0,,,72-93,,Offensive rebound by B. Marjanovic
3:57.0,,,72-95,2,B. Marjanovic makes 2-pt shot at rim
3:57.0,,,72-95,,Shooting foul by J. Evans (drawn by B. Marjanovic)
3:57.0,,,72-95,,Technical foul by B. Marjanovic
3:57.0,C. Villanueva makes technical free throw,1,73-95,,
3:57.0,,,73-96,1,B. Marjanovic makes free throw 1 of 1
3:39.0,C. Villanueva makes 2-pt shot from 2 ft,2,75-96,,
3:20.0,,,75-98,2,D. Green makes 2-pt shot from 20 ft (assist by J. Simmons)
3:09.0,J. Barea makes 2-pt shot from 17 ft,2,77-98,,
2:51.0,Personal block foul by J. Evans (drawn by K. Anderson),,77-98,,
2:51.0,,,77-98,,San Antonio full timeout
2:51.0,R. Felton enters the game for J. Barea,,77-98,,
2:51.0,,,77-99,1,K. Anderson makes free throw 1 of 2
2:51.0,,,77-100,1,K. Anderson makes free throw 2 of 2
2:33.0,Shooting foul by K. Anderson (drawn by D. Powell),,77-100,,
2:33.0,D. Powell makes free throw 1 of 2,1,78-100,,
2:33.0,D. Powell makes free throw 2 of 2,1,79-100,,
2:23.0,,,79-102,2,K. Anderson makes 2-pt shot from 2 ft
2:13.0,,,79-102,,Personal block foul by K. Anderson (drawn by J. Evans)
2:13.0,J. Evans misses free throw 1 of 2,,79-102,,
2:13.0,Offensive rebound by Team,,79-102,,
2:13.0,J. Evans makes free throw 2 of 2,1,80-102,,
1:54.0,,,80-104,2,J. Simmons makes 2-pt shot at rim (assist by B. Marjanovic)
1:46.0,Turnover by C. Villanueva (offensive foul),,80-104,,
1:46.0,Offensive foul by C. Villanueva,,80-104,,
1:37.0,,,80-106,2,J. Simmons makes 2-pt shot from 1 ft
1:26.0,C. Villanueva misses 3-pt shot from 25 ft,,80-106,,
1:24.0,Offensive rebound by J. Evans,,80-106,,
1:18.0,J. Jenkins misses 2-pt shot from 17 ft,,80-106,,
1:14.0,,,80-106,,Defensive rebound by R. Butler
1:11.0,,,80-108,2,K. Anderson makes 2-pt shot from 19 ft (assist by J. Simmons)
1:00.0,Turnover by R. Felton (lost ball; steal by J. Simmons),,80-108,,
0:59.0,,,80-110,2,J. Simmons makes 2-pt shot at rim
0:42.0,R. Felton misses 2-pt shot from 8 ft,,80-110,,
0:41.0,Offensive rebound by Team,,80-110,,
0:41.0,,,80-110,,Loose ball foul by J. Simmons (drawn by C. Villanueva)
0:41.0,C. Villanueva makes free throw 1 of 2,1,81-110,,
0:41.0,C. Villanueva misses free throw 2 of 2,,81-110,,
0:40.0,,,81-110,,Defensive rebound by B. Marjanovic
0:21.0,,,81-112,2,D. Green makes 2-pt shot at rim (assist by K. Anderson)
0:11.0,D. Powell misses 2-pt shot at rim,,81-112,,
0:10.0,Offensive rebound by J. Evans,,81-112,,
0:10.0,J. Evans makes 2-pt shot from 2 ft,2,83-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
