time,LA Lakers,pts.away,score,pts.home,Golden State
4:20.0,,,89-103,,Golden State full timeout
4:20.0,R. Kelly makes free throw 1 of 1,1,90-103,,
3:59.0,,,90-105,2,H. Barnes makes 2-pt shot from 3 ft (assist by I. Clark)
3:46.0,K. Bryant misses 3-pt shot from 25 ft,,90-105,,
3:46.0,,,90-105,,Defensive rebound by H. Barnes
3:37.0,,,90-107,2,I. Clark makes 2-pt shot from 10 ft
3:20.0,R. Kelly misses 2-pt shot from 12 ft,,90-107,,
3:19.0,,,90-107,,Defensive rebound by F. Ezeli
3:10.0,,,90-107,,B. Rush misses 3-pt shot from 25 ft
3:10.0,Defensive rebound by K. Bryant,,90-107,,
3:04.0,,,90-107,,Personal foul by H. Barnes (drawn by R. Kelly)
3:04.0,R. Kelly misses free throw 1 of 2,,90-107,,
3:04.0,Offensive rebound by Team,,90-107,,
3:04.0,A. Brown enters the game for K. Bryant,,90-107,,
3:04.0,R. Kelly misses free throw 2 of 2,,90-107,,
3:03.0,,,90-107,,Defensive rebound by H. Barnes
2:44.0,Personal foul by J. Randle (drawn by F. Ezeli),,90-107,,
2:30.0,,,90-109,2,I. Clark makes 2-pt shot from 2 ft (assist by H. Barnes)
2:17.0,D. Russell makes 2-pt shot from 16 ft,2,92-109,,
2:04.0,,,92-112,3,H. Barnes makes 3-pt shot from 26 ft (assist by I. Clark)
1:53.0,J. Randle makes 2-pt shot from 21 ft (assist by R. Kelly),2,94-112,,
1:41.0,,,94-114,2,B. Rush makes 2-pt shot from 19 ft (assist by L. Barbosa)
1:27.0,Turnover by R. Kelly (bad pass; steal by H. Barnes),,94-114,,
1:18.0,,,94-114,,B. Rush misses 2-pt shot from 9 ft
1:17.0,,,94-114,,Offensive rebound by B. Rush
1:06.0,,,94-114,,I. Clark misses 2-pt shot from 7 ft
1:05.0,Defensive rebound by J. Randle,,94-114,,
1:02.0,Turnover by J. Randle (lost ball; steal by I. Clark),,94-114,,
0:55.0,,,94-114,,H. Barnes misses 3-pt shot from 26 ft
0:55.0,Defensive rebound by D. Russell,,94-114,,
0:49.0,Shooting foul by F. Ezeli (drawn by R. Kelly),,94-114,,
0:49.0,R. Kelly makes free throw 1 of 2,1,95-114,,
0:49.0,R. Kelly makes free throw 2 of 2,1,96-114,,
0:32.0,,,96-116,2,I. Clark makes 2-pt shot from 2 ft
0:25.0,D. Russell misses 3-pt shot from 26 ft,,96-116,,
0:24.0,,,96-116,,Defensive rebound by F. Ezeli
0:08.0,,,96-116,,Turnover by I. Clark (lost ball; steal by D. Russell)
0:05.0,D. Russell misses 3-pt shot from 27 ft,,96-116,,
0:03.0,Offensive rebound by R. Kelly,,96-116,,
0:01.0,J. Clarkson makes 2-pt shot from 1 ft (assist by R. Kelly),2,98-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
