time,LA Lakers,pts.away,score,pts.home,Utah
1:31.0,,,78-107,,Turnover by T. Pleiss (lost ball)
1:31.0,LA Lakers full timeout,,78-107,,
1:14.0,A. Brown misses 2-pt shot from 8 ft (block by T. Pleiss),,78-107,,
1:14.0,Offensive rebound by Team,,78-107,,
1:13.0,Shooting foul by J. Ingles (drawn by R. Kelly),,78-107,,
1:13.0,R. Kelly makes free throw 1 of 2,1,79-107,,
1:13.0,R. Kelly makes free throw 2 of 2,1,80-107,,
0:57.0,,,80-109,2,T. Pleiss makes 2-pt shot at rim (assist by R. Neto)
0:46.0,N. Young misses 3-pt shot from 24 ft,,80-109,,
0:43.0,Offensive rebound by A. Brown,,80-109,,
0:39.0,T. Black makes 2-pt shot at rim (assist by R. Kelly),2,82-109,,
0:15.0,,,82-109,,Turnover by Team (shot clock)
0:05.0,M. Huertas misses 2-pt shot from 14 ft,,82-109,,
0:04.0,,,82-109,,Defensive rebound by T. Pleiss
0:00.0,End of 4th quarter,,,,End of 4th quarter
