time,Dallas,pts.away,score,pts.home,Sacramento
8:03.0,,,79-86,,R. Gay enters the game for S. Curry
8:03.0,C. Villanueva enters the game for D. Nowitzki,,79-86,,
7:47.0,W. Matthews misses 3-pt shot from 24 ft,,79-86,,
7:47.0,,,79-86,,Defensive rebound by D. Cousins
7:28.0,,,79-86,,D. Cousins misses 2-pt shot from 14 ft
7:26.0,Defensive rebound by W. Matthews,,79-86,,
7:09.0,D. Williams misses 2-pt shot from 15 ft,,79-86,,
7:09.0,,,79-86,,Defensive rebound by D. Cousins
7:01.0,,,79-89,3,O. Casspi makes 3-pt shot from 25 ft (assist by M. Belinelli)
6:43.0,Turnover by C. Villanueva (offensive foul),,79-89,,
6:43.0,Offensive charge foul by C. Villanueva,,79-89,,
6:24.0,,,79-89,,Turnover by D. Cousins (lost ball; steal by C. Villanueva)
6:20.0,Shooting foul by M. Belinelli (drawn by D. Harris),,79-89,,
6:20.0,D. Harris makes free throw 1 of 2,1,80-89,,
6:20.0,D. Harris makes free throw 2 of 2,1,81-89,,
6:05.0,,,81-92,3,D. Collison makes 3-pt shot from 25 ft
5:51.0,D. Harris misses 3-pt shot from 23 ft,,81-92,,
5:50.0,,,81-92,,Defensive rebound by O. Casspi
5:30.0,,,81-92,,D. Cousins misses 3-pt shot from 24 ft
5:29.0,Defensive rebound by C. Villanueva,,81-92,,
5:20.0,C. Villanueva makes 3-pt shot from 24 ft (assist by D. Williams),3,84-92,,
5:02.0,,,84-94,2,D. Cousins makes 2-pt shot from 1 ft (assist by D. Collison)
4:42.0,C. Villanueva makes 2-pt shot from 10 ft,2,86-94,,
4:24.0,,,86-96,2,R. Gay makes 2-pt shot from 4 ft
4:24.0,,,86-96,,Shooting foul by W. Matthews (drawn by R. Gay)
4:24.0,,,86-96,,R. Rondo enters the game for M. Belinelli
4:24.0,,,86-96,,Sacramento full timeout
4:24.0,R. Felton enters the game for Z. Pachulia,,86-96,,
4:24.0,D. Nowitzki enters the game for C. Villanueva,,86-96,,
4:24.0,,,86-97,1,R. Gay makes free throw 1 of 1
4:13.0,D. Nowitzki misses 3-pt shot from 24 ft,,86-97,,
4:13.0,,,86-97,,Defensive rebound by R. Gay
4:04.0,,,86-97,,D. Cousins misses 2-pt shot from 2 ft (block by D. Nowitzki)
4:03.0,Defensive rebound by D. Williams,,86-97,,
3:55.0,D. Harris misses 3-pt shot from 23 ft,,86-97,,
3:55.0,,,86-97,,Defensive rebound by D. Collison
3:49.0,,,86-97,,Shooting foul by D. Harris (drawn by D. Collison)
3:49.0,,,86-98,1,D. Collison makes free throw 1 of 2
3:49.0,,,86-99,1,D. Collison makes free throw 2 of 2
3:41.0,R. Felton misses 3-pt shot from 23 ft,,86-99,,
3:41.0,Offensive rebound by Team,,86-99,,
3:30.0,W. Matthews makes 2-pt shot from 17 ft,2,88-99,,
3:27.0,Personal take foul by D. Harris (drawn by R. Rondo),,88-99,,
3:27.0,,,88-99,,R. Rondo misses free throw 1 of 2
3:27.0,,,88-99,,Offensive rebound by Team
3:27.0,J. Jenkins enters the game for R. Felton,,88-99,,
3:27.0,,,88-100,1,R. Rondo makes free throw 2 of 2
3:19.0,D. Nowitzki misses 3-pt shot from 24 ft,,88-100,,
3:19.0,,,88-100,,Defensive rebound by O. Casspi
3:17.0,Personal take foul by D. Harris (drawn by R. Rondo),,88-100,,
3:17.0,,,88-101,1,R. Rondo makes free throw 1 of 2
3:17.0,R. Felton enters the game for D. Nowitzki,,88-101,,
3:17.0,,,88-102,1,R. Rondo makes free throw 2 of 2
3:07.0,J. Jenkins makes 2-pt shot from 2 ft (assist by D. Williams),2,90-102,,
2:52.0,,,90-104,2,D. Cousins makes 2-pt shot at rim (assist by R. Rondo)
2:40.0,D. Williams makes 2-pt shot from 21 ft,2,92-104,,
2:16.0,,,92-104,,Shooting foul by W. Matthews (drawn by D. Cousins)
2:16.0,,,92-105,1,D. Cousins makes free throw 1 of 2
2:16.0,,,92-105,,Sacramento full timeout
2:16.0,,,92-106,1,D. Cousins makes free throw 2 of 2
2:07.0,D. Harris makes 2-pt shot from 3 ft,2,94-106,,
1:48.0,,,94-106,,R. Rondo misses 3-pt shot from 23 ft
1:48.0,,,94-106,,Offensive rebound by D. Cousins
1:47.0,,,94-108,2,D. Cousins makes 2-pt shot from 4 ft
1:40.0,D. Williams misses 3-pt shot from 26 ft,,94-108,,
1:39.0,,,94-108,,Defensive rebound by R. Rondo
1:16.0,,,94-110,2,R. Rondo makes 2-pt shot from 2 ft (assist by D. Cousins)
1:11.0,Dallas full timeout,,94-110,,
1:11.0,J. Anderson enters the game for W. Matthews,,94-110,,
1:11.0,C. Villanueva enters the game for D. Williams,,94-110,,
1:11.0,J. McGee enters the game for R. Felton,,94-110,,
1:11.0,J. Evans enters the game for D. Harris,,94-110,,
1:11.0,,,94-110,,W. Cauley-Stein enters the game for R. Gay
1:11.0,,,94-110,,B. McLemore enters the game for D. Cousins
1:11.0,,,94-110,,S. Curry enters the game for R. Rondo
0:58.0,J. McGee makes 2-pt shot from 4 ft,2,96-110,,
0:38.0,,,96-112,2,D. Collison makes 2-pt shot from 16 ft
0:30.0,J. Jenkins makes 2-pt shot from 4 ft,2,98-112,,
0:06.0,,,98-112,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
