time,Houston,pts.away,score,pts.home,Denver
1:43.0,,,102-110,,W. Barton misses 3-pt shot from 25 ft
1:43.0,Defensive rebound by J. Terry,,102-110,,
1:35.0,J. Terry makes 2-pt shot from 15 ft (assist by P. Beverley),2,104-110,,
1:35.0,,,104-110,,Denver full timeout
1:35.0,,,104-110,,N. Jokic enters the game for J. Lauvergne
1:27.0,,,104-110,,Turnover by J. Nelson (lost ball; steal by D. Howard)
1:24.0,J. Harden makes 2-pt shot from 1 ft,2,106-110,,
1:06.0,,,106-110,,D. Gallinari misses 2-pt shot from 6 ft
1:05.0,Defensive rebound by J. Terry,,106-110,,
0:52.0,J. Harden makes 2-pt shot from 2 ft,2,108-110,,
0:38.0,,,108-110,,Denver full timeout
0:29.0,,,108-110,,W. Barton misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by T. Ariza,,108-110,,
0:16.0,J. Terry misses 3-pt shot from 23 ft,,108-110,,
0:15.0,,,108-110,,Defensive rebound by W. Barton
0:15.0,Personal take foul by J. Terry (drawn by W. Barton),,108-110,,
0:15.0,C. Brewer enters the game for J. Terry,,108-110,,
0:14.0,Personal take foul by C. Brewer (drawn by W. Barton),,108-110,,
0:14.0,,,108-111,1,W. Barton makes free throw 1 of 2
0:14.0,D. Motiejunas enters the game for C. Brewer,,108-111,,
0:14.0,,,108-112,1,W. Barton makes free throw 2 of 2
0:14.0,Houston full timeout,,108-112,,
0:14.0,J. Terry enters the game for P. Beverley,,108-112,,
0:07.0,J. Harden misses 3-pt shot from 28 ft,,108-112,,
0:06.0,,,108-112,,Defensive rebound by N. Jokic
0:04.0,Personal take foul by D. Motiejunas (drawn by N. Jokic),,108-112,,
0:04.0,,,108-113,1,N. Jokic makes free throw 1 of 2
0:04.0,,,108-114,1,N. Jokic makes free throw 2 of 2
0:04.0,Houston full timeout,,108-114,,
0:03.0,D. Howard misses 3-pt shot from 27 ft,,108-114,,
0:00.0,,,108-114,,Defensive rebound by N. Jokic
0:00.0,End of 4th quarter,,,,End of 4th quarter
