time,Dallas,pts.away,score,pts.home,Golden State
2:33.0,,,113-120,,S. Livingston enters the game for A. Bogut
2:17.0,R. Felton misses 2-pt shot from 9 ft (block by D. Green),,113-120,,
2:16.0,Offensive rebound by R. Felton,,113-120,,
2:11.0,W. Matthews misses 2-pt shot from 10 ft,,113-120,,
2:10.0,,,113-120,,Defensive rebound by D. Green
1:54.0,,,113-120,,K. Thompson misses 3-pt shot from 23 ft
1:54.0,Defensive rebound by R. Felton,,113-120,,
1:44.0,W. Matthews misses 2-pt shot from 18 ft,,113-120,,
1:41.0,,,113-120,,Defensive rebound by K. Thompson
1:30.0,,,113-120,,Turnover by S. Curry (lost ball; steal by C. Villanueva)
1:21.0,W. Matthews makes 3-pt shot from 23 ft (assist by J. Barea),3,116-120,,
1:07.0,,,116-123,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
0:55.0,J. Barea misses 3-pt shot from 23 ft,,116-123,,
0:54.0,,,116-123,,Defensive rebound by S. Livingston
0:41.0,,,116-126,3,H. Barnes makes 3-pt shot from 23 ft (assist by D. Green)
0:41.0,Dallas full timeout,,116-126,,
0:34.0,W. Matthews misses 3-pt shot from 24 ft (block by K. Thompson),,116-126,,
0:34.0,Offensive rebound by Team,,116-126,,
0:29.0,R. Felton makes 2-pt shot from 2 ft,2,118-126,,
0:28.0,Personal foul by Z. Pachulia,,118-126,,
0:24.0,Personal foul by R. Felton,,118-126,,
0:24.0,,,118-127,1,S. Curry makes free throw 1 of 2
0:24.0,,,118-128,1,S. Curry makes free throw 2 of 2
0:24.0,Dallas full timeout,,118-128,,
0:17.0,W. Matthews misses 3-pt shot from 24 ft,,118-128,,
0:17.0,Offensive rebound by Z. Pachulia,,118-128,,
0:16.0,Z. Pachulia makes 2-pt shot from 2 ft,2,120-128,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
