time,LA Clippers,pts.away,score,pts.home,New Orleans
5:21.0,,,86-90,,Offensive rebound by A. Gee
5:05.0,,,86-92,2,A. Gee makes 2-pt shot at rim (assist by T. Douglas)
4:42.0,C. Paul misses 2-pt shot from 11 ft,,86-92,,
4:41.0,Offensive rebound by D. Jordan,,86-92,,
4:41.0,D. Jordan misses 2-pt shot from 1 ft,,86-92,,
4:40.0,,,86-92,,Defensive rebound by T. Douglas
4:34.0,,,86-94,2,O. Asik makes 2-pt shot from 2 ft (assist by T. Douglas)
4:34.0,,,86-94,,Shooting foul by J. Crawford (drawn by O. Asik)
4:34.0,,,86-94,,O. Asik misses free throw 1 of 1
4:32.0,Defensive rebound by D. Jordan,,86-94,,
4:24.0,,,86-94,,Personal foul by J. Holiday
4:24.0,C. Paul misses free throw 1 of 2,,86-94,,
4:24.0,Offensive rebound by Team,,86-94,,
4:24.0,C. Paul misses free throw 2 of 2,,86-94,,
4:23.0,,,86-94,,Defensive rebound by O. Asik
4:10.0,,,86-94,,A. Gee misses 2-pt shot from 20 ft
4:09.0,Defensive rebound by C. Paul,,86-94,,
4:03.0,Offensive charge foul by J. Crawford,,86-94,,
4:03.0,Turnover by J. Crawford (offensive foul),,86-94,,
3:54.0,,,86-94,,Shooting foul by C. Paul (drawn by J. Holiday)
3:54.0,,,86-95,1,J. Holiday makes free throw 1 of 2
3:54.0,,,86-96,1,J. Holiday makes free throw 2 of 2
3:46.0,Shooting foul by D. Cunningham (drawn by A. Rivers),,86-96,,
3:46.0,A. Rivers misses free throw 1 of 2,,86-96,,
3:46.0,Offensive rebound by Team,,86-96,,
3:46.0,A. Rivers misses free throw 2 of 2,,86-96,,
3:44.0,,,86-96,,Defensive rebound by A. Gee
3:27.0,,,86-98,2,T. Douglas makes 2-pt shot from 11 ft
3:27.0,LA Clippers full timeout,,86-98,,
3:25.0,,,86-98,,Personal take foul by D. Cunningham
3:25.0,D. Jordan makes free throw 1 of 2,1,87-98,,
3:25.0,D. Jordan makes free throw 2 of 2,1,88-98,,
3:10.0,,,88-100,2,D. Cunningham makes 2-pt shot from 2 ft (assist by O. Asik)
2:48.0,Turnover by D. Jordan (lost ball; steal by J. Holiday),,88-100,,
2:31.0,,,88-100,,O. Asik misses 2-pt shot from 1 ft (block by D. Jordan)
2:30.0,,,88-100,,Offensive rebound by D. Cunningham
2:18.0,,,88-102,2,J. Holiday makes 2-pt shot from 1 ft
2:05.0,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul),3,91-102,,
1:52.0,,,91-102,,Offensive foul by T. Douglas
1:52.0,,,91-102,,Turnover by T. Douglas (offensive foul)
1:45.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,93-102,,
1:24.0,,,93-102,,J. Holiday misses 2-pt shot from 20 ft
1:23.0,,,93-102,,Offensive rebound by D. Cunningham
1:23.0,,,93-104,2,D. Cunningham makes 2-pt shot from 1 ft
1:17.0,C. Paul makes 3-pt shot from 26 ft,3,96-104,,
1:08.0,,,96-104,,Turnover by J. Holiday (lost ball; steal by C. Paul)
1:07.0,,,96-104,,Personal foul by O. Asik
1:07.0,C. Paul makes free throw 1 of 2,1,97-104,,
1:07.0,,,97-104,,L. Babbitt enters the game for O. Asik
1:07.0,C. Paul makes free throw 2 of 2,1,98-104,,
0:58.0,,,98-104,,Offensive foul by L. Babbitt
0:58.0,,,98-104,,Turnover by L. Babbitt (offensive foul)
0:58.0,LA Clippers full timeout,,98-104,,
0:58.0,,,98-104,,O. Asik enters the game for L. Babbitt
0:49.0,J. Crawford makes 3-pt shot from 25 ft (assist by C. Paul),3,101-104,,
0:32.0,,,101-104,,D. Cunningham misses 3-pt shot from 23 ft
0:31.0,Defensive rebound by A. Rivers,,101-104,,
0:31.0,LA Clippers full timeout,,101-104,,
0:31.0,,,101-104,,L. Babbitt enters the game for O. Asik
0:28.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,103-104,,
0:28.0,Shooting foul by J. Holiday (drawn by D. Jordan),,103-104,,
0:28.0,L. Mbah a Moute enters the game for J. Crawford,,103-104,,
0:28.0,W. Johnson enters the game for J. Redick,,103-104,,
0:28.0,,,103-104,,O. Asik enters the game for L. Babbitt
0:28.0,D. Jordan misses free throw 1 of 1,,103-104,,
0:25.0,,,103-104,,Defensive rebound by A. Gee
0:25.0,Personal foul by W. Johnson,,103-104,,
0:25.0,,,103-105,1,J. Holiday makes free throw 1 of 2
0:25.0,,,103-105,,L. Babbitt enters the game for O. Asik
0:25.0,,,103-106,1,J. Holiday makes free throw 2 of 2
0:25.0,LA Clippers full timeout,,103-106,,
0:25.0,J. Redick enters the game for L. Mbah a Moute,,103-106,,
0:25.0,J. Crawford enters the game for W. Johnson,,103-106,,
0:25.0,,,103-106,,T. Frazier enters the game for L. Babbitt
0:15.0,J. Redick makes 2-pt shot at rim,2,105-106,,
0:15.0,,,105-106,,New Orleans full timeout
0:15.0,,,105-106,,L. Babbitt enters the game for A. Gee
0:15.0,Personal foul by J. Redick,,105-106,,
0:15.0,,,105-107,1,L. Babbitt makes free throw 1 of 2
0:15.0,,,105-107,,A. Gee enters the game for T. Frazier
0:15.0,P. Pierce enters the game for D. Jordan,,105-107,,
0:15.0,,,105-108,1,L. Babbitt makes free throw 2 of 2
0:03.0,A. Rivers misses 3-pt shot from 27 ft,,105-108,,
0:02.0,,,105-108,,Defensive rebound by T. Douglas
0:02.0,Personal take foul by C. Paul,,105-108,,
0:02.0,,,105-108,,T. Douglas misses free throw 1 of 2
0:02.0,,,105-108,,Offensive rebound by Team
0:02.0,,,105-109,1,T. Douglas makes free throw 2 of 2
0:00.0,C. Paul misses 3-pt shot from 40 ft,,105-109,,
0:00.0,Offensive rebound by Team,,105-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
