time,Milwaukee,pts.away,score,pts.home,Toronto
1:04.0,,,83-88,,Offensive foul by B. Biyombo
1:04.0,,,83-88,,Turnover by B. Biyombo (offensive foul)
0:46.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,83-88,,
0:45.0,,,83-88,,Defensive rebound by B. Biyombo
0:24.0,,,83-90,2,K. Lowry makes 2-pt shot from 1 ft
0:24.0,Milwaukee full timeout,,83-90,,
0:16.0,O. Mayo misses 2-pt shot from 13 ft,,83-90,,
0:15.0,,,83-90,,Defensive rebound by K. Lowry
0:13.0,Personal foul by G. Antetokounmpo (drawn by K. Lowry),,83-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
