time,Minnesota,pts.away,score,pts.home,Oklahoma City
5:01.0,G. Dieng makes 2-pt shot from 1 ft (assist by R. Rubio),2,82-85,,
4:38.0,,,82-85,,K. Singler misses 3-pt shot from 23 ft
4:38.0,Defensive rebound by G. Dieng,,82-85,,
4:31.0,Shooting foul by S. Adams (drawn by A. Wiggins),,82-85,,
4:31.0,A. Wiggins misses free throw 1 of 2,,82-85,,
4:31.0,Offensive rebound by Team,,82-85,,
4:31.0,,,82-85,,Oklahoma City full timeout
4:31.0,,,82-85,,A. Morrow enters the game for K. Singler
4:31.0,A. Wiggins makes free throw 2 of 2,1,83-85,,
4:20.0,,,83-85,,K. Durant misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by K. Towns,,83-85,,
4:00.0,Z. LaVine makes 3-pt shot from 25 ft,3,86-85,,
3:44.0,,,86-87,2,R. Westbrook makes 2-pt shot at rim
3:28.0,Shooting foul by R. Foye (drawn by G. Dieng),,86-87,,
3:28.0,G. Dieng makes free throw 1 of 2,1,87-87,,
3:28.0,,,87-87,,S. Ibaka enters the game for R. Foye
3:28.0,G. Dieng makes free throw 2 of 2,1,88-87,,
3:15.0,,,88-90,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
2:56.0,A. Wiggins misses 2-pt shot from 17 ft,,88-90,,
2:56.0,Offensive rebound by K. Towns,,88-90,,
2:50.0,R. Rubio misses 3-pt shot from 25 ft,,88-90,,
2:49.0,,,88-90,,Defensive rebound by S. Adams
2:42.0,,,88-90,,R. Westbrook misses 2-pt shot from 2 ft (block by K. Towns)
2:40.0,Defensive rebound by G. Dieng,,88-90,,
2:34.0,Z. LaVine misses 2-pt shot at rim (block by S. Adams),,88-90,,
2:33.0,,,88-90,,Defensive rebound by S. Adams
2:30.0,,,88-92,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
2:28.0,Minnesota full timeout,,88-92,,
2:10.0,Turnover by A. Wiggins (offensive goaltending),,88-92,,
1:55.0,,,88-92,,K. Durant misses 2-pt shot from 16 ft
1:54.0,Defensive rebound by K. Towns,,88-92,,
1:49.0,Shooting foul by S. Ibaka (drawn by G. Dieng),,88-92,,
1:49.0,G. Dieng makes free throw 1 of 2,1,89-92,,
1:49.0,,,89-92,,N. Collison enters the game for S. Ibaka
1:49.0,G. Dieng makes free throw 2 of 2,1,90-92,,
1:33.0,,,90-92,,K. Durant misses 2-pt shot from 3 ft
1:31.0,,,90-92,,Offensive rebound by N. Collison
1:31.0,,,90-92,,N. Collison misses 2-pt shot at rim
1:30.0,Defensive rebound by G. Dieng,,90-92,,
1:09.0,G. Dieng misses 3-pt shot from 23 ft,,90-92,,
1:08.0,Offensive rebound by K. Towns,,90-92,,
1:04.0,K. Towns misses 2-pt shot from 3 ft,,90-92,,
1:03.0,,,90-92,,Defensive rebound by R. Westbrook
1:02.0,Personal take foul by R. Rubio,,90-92,,
1:00.0,,,90-94,2,K. Durant makes 2-pt shot at rim (assist by N. Collison)
0:52.0,Shooting foul by R. Westbrook (drawn by G. Dieng),,90-94,,
0:52.0,G. Dieng makes free throw 1 of 2,1,91-94,,
0:52.0,G. Dieng makes free throw 2 of 2,1,92-94,,
0:52.0,,,92-94,,Oklahoma City full timeout
0:50.0,,,92-94,,Turnover by S. Adams (offensive foul)
0:50.0,,,92-94,,Offensive foul by S. Adams
0:42.0,K. Towns makes 2-pt shot from 11 ft (assist by R. Rubio),2,94-94,,
0:42.0,,,94-94,,Oklahoma City full timeout
0:35.0,,,94-94,,A. Morrow misses 2-pt shot from 22 ft
0:34.0,Defensive rebound by R. Rubio,,94-94,,
0:16.0,K. Towns makes 2-pt shot from 13 ft,2,96-94,,
0:16.0,,,96-94,,Oklahoma City full timeout
0:11.0,,,96-94,,K. Durant misses 2-pt shot from 11 ft (block by K. Towns)
0:11.0,,,96-94,,Offensive rebound by S. Adams
0:11.0,,,96-96,2,S. Adams makes 2-pt shot from 1 ft
0:11.0,S. Muhammad enters the game for G. Dieng,,96-96,,
0:11.0,,,96-96,,K. Singler enters the game for S. Adams
0:11.0,,,96-96,,R. Foye enters the game for A. Morrow
0:11.0,,,96-96,,S. Adams enters the game for N. Collison
0:00.0,R. Rubio makes 3-pt shot from 24 ft (assist by A. Wiggins),3,99-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
