time,Portland,pts.away,score,pts.home,Denver
4:50.0,,,93-93,,Denver full timeout
4:32.0,,,93-93,,K. Faried misses 2-pt shot from 2 ft (block by A. Aminu)
4:31.0,Defensive rebound by M. Plumlee,,93-93,,
4:19.0,A. Aminu misses 3-pt shot from 23 ft,,93-93,,
4:18.0,,,93-93,,Defensive rebound by E. Mudiay
4:17.0,,,93-95,2,J. Hickson makes 2-pt shot at rim (assist by E. Mudiay)
4:17.0,,,93-95,,Shooting foul by M. Leonard (drawn by J. Hickson)
4:17.0,,,93-95,,J. Hickson misses free throw 1 of 1
4:15.0,Defensive rebound by M. Leonard,,93-95,,
3:56.0,D. Lillard misses 2-pt shot from 20 ft,,93-95,,
3:55.0,,,93-95,,Defensive rebound by J. Hickson
3:38.0,,,93-97,2,J. Hickson makes 2-pt shot from 1 ft (assist by W. Barton)
3:19.0,M. Leonard makes 2-pt shot from 15 ft,2,95-97,,
2:58.0,,,95-99,2,W. Barton makes 2-pt shot from 12 ft (assist by J. Hickson)
2:33.0,C. McCollum makes 2-pt shot from 1 ft,2,97-99,,
2:13.0,Shooting block foul by M. Plumlee (drawn by K. Faried),,97-99,,
2:13.0,,,97-99,,K. Faried misses free throw 1 of 2
2:13.0,,,97-99,,Offensive rebound by Team
2:13.0,,,97-100,1,K. Faried makes free throw 2 of 2
2:02.0,D. Lillard misses 2-pt shot from 1 ft (block by E. Mudiay),,97-100,,
2:02.0,,,97-100,,Defensive rebound by K. Faried
2:02.0,Loose ball foul by D. Lillard (drawn by K. Faried),,97-100,,
1:49.0,,,97-100,,Shooting foul by M. Plumlee (drawn by J. Hickson)
1:49.0,,,97-101,1,J. Hickson makes free throw 1 of 2
1:49.0,,,97-102,1,J. Hickson makes free throw 2 of 2
1:39.0,Turnover by M. Leonard (offensive foul),,97-102,,
1:39.0,Offensive foul by M. Leonard,,97-102,,
1:20.0,,,97-102,,J. Hickson misses 2-pt shot from 11 ft
1:19.0,Defensive rebound by A. Aminu,,97-102,,
1:09.0,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard),3,100-102,,
0:56.0,,,100-104,2,E. Mudiay makes 2-pt shot from 14 ft
0:56.0,Portland full timeout,,100-104,,
0:51.0,Shooting foul by J. Hickson (drawn by D. Lillard),,100-104,,
0:51.0,D. Lillard makes free throw 1 of 2,1,101-104,,
0:51.0,D. Lillard makes free throw 2 of 2,1,102-104,,
0:39.0,,,102-104,,Shooting foul by M. Leonard (drawn by J. Hickson)
0:39.0,E. Davis enters the game for M. Leonard,,102-104,,
0:39.0,,,102-105,1,J. Hickson makes free throw 1 of 2
0:39.0,,,102-106,1,J. Hickson makes free throw 2 of 2
0:39.0,Portland full timeout,,102-106,,
0:39.0,A. Crabbe enters the game for E. Davis,,102-106,,
0:32.0,D. Lillard misses 3-pt shot from 28 ft,,102-106,,
0:31.0,Offensive rebound by Team,,102-106,,
0:30.0,Portland full timeout,,102-106,,
0:30.0,,,102-106,,G. Harris enters the game for J. Hickson
0:25.0,A. Aminu makes 2-pt shot from 1 ft,2,104-106,,
0:18.0,Personal take foul by D. Lillard (drawn by E. Mudiay),,104-106,,
0:18.0,,,104-107,1,E. Mudiay makes free throw 1 of 2
0:18.0,,,104-108,1,E. Mudiay makes free throw 2 of 2
0:10.0,D. Lillard misses 2-pt shot from 2 ft (block by E. Mudiay),,104-108,,
0:08.0,Offensive rebound by D. Lillard,,104-108,,
0:04.0,C. McCollum misses 3-pt shot from 24 ft,,104-108,,
0:02.0,Offensive rebound by A. Aminu,,104-108,,
0:02.0,A. Aminu misses 2-pt shot from 16 ft,,104-108,,
0:01.0,,,104-108,,Defensive rebound by K. Faried
0:00.0,End of 4th quarter,,,,End of 4th quarter
