time,Boston,pts.away,score,pts.home,Atlanta
5:39.0,Offensive rebound by T. Zeller,,72-101,,
5:39.0,Shooting foul by K. Humphries (drawn by T. Zeller),,72-101,,
5:39.0,,,72-101,,Atlanta full timeout
5:39.0,T. Zeller makes free throw 1 of 2,1,73-101,,
5:39.0,T. Zeller misses free throw 2 of 2,,73-101,,
5:38.0,,,73-101,,Defensive rebound by T. Hardaway
5:30.0,Personal foul by R. Hunter,,73-101,,
5:25.0,,,73-101,,T. Hardaway misses 2-pt shot from 1 ft
5:25.0,Defensive rebound by Team,,73-101,,
5:25.0,,,73-101,,Loose ball foul by M. Muscala
5:12.0,Turnover by J. Young (bad pass),,73-101,,
4:54.0,,,73-103,2,K. Humphries makes 2-pt shot from 6 ft (assist by K. Hinrich)
4:41.0,J. Young misses 2-pt shot from 16 ft,,73-103,,
4:38.0,,,73-103,,Defensive rebound by K. Hinrich
4:27.0,,,73-103,,Turnover by L. Patterson (lost ball)
4:13.0,T. Zeller misses 2-pt shot from 21 ft,,73-103,,
4:11.0,,,73-103,,Defensive rebound by K. Humphries
3:59.0,,,73-105,2,T. Hardaway makes 2-pt shot at rim (assist by L. Patterson)
3:46.0,T. Rozier misses 2-pt shot from 11 ft,,73-105,,
3:44.0,,,73-105,,Defensive rebound by K. Humphries
3:41.0,,,73-107,2,T. Hardaway makes 2-pt shot at rim (assist by K. Humphries)
3:19.0,,,73-107,,Personal foul by K. Humphries
3:11.0,,,73-107,,Personal foul by K. Humphries
3:11.0,T. Zeller misses free throw 1 of 2,,73-107,,
3:11.0,Offensive rebound by Team,,73-107,,
3:11.0,T. Zeller makes free throw 2 of 2,1,74-107,,
2:54.0,,,74-107,,K. Humphries misses 2-pt shot from 6 ft
2:52.0,Defensive rebound by J. Mickey,,74-107,,
2:45.0,T. Rozier misses 3-pt shot from 25 ft,,74-107,,
2:43.0,,,74-107,,Defensive rebound by M. Muscala
2:25.0,,,74-107,,L. Patterson misses 2-pt shot from 2 ft
2:23.0,Defensive rebound by T. Zeller,,74-107,,
2:14.0,J. Young misses 3-pt shot from 25 ft,,74-107,,
2:11.0,Offensive rebound by T. Rozier,,74-107,,
2:11.0,T. Rozier makes 2-pt shot at rim,2,76-107,,
1:57.0,,,76-107,,T. Hardaway misses 3-pt shot from 25 ft
1:55.0,Defensive rebound by T. Zeller,,76-107,,
1:50.0,J. Mickey makes 2-pt shot at rim (assist by R. Hunter),2,78-107,,
1:32.0,,,78-109,2,L. Patterson makes 2-pt shot from 1 ft (assist by T. Hardaway)
1:32.0,,,78-109,,Shooting foul by J. Young (drawn by L. Patterson)
1:32.0,Boston full timeout,,78-109,,
1:32.0,,,78-110,1,L. Patterson makes free throw 1 of 1
1:13.0,T. Rozier misses 3-pt shot from 24 ft,,78-110,,
1:11.0,Offensive rebound by J. Mickey,,78-110,,
1:09.0,R. Hunter makes 3-pt shot from 24 ft (assist by J. Mickey),3,81-110,,
0:51.0,,,81-110,,L. Patterson misses 2-pt shot from 20 ft
0:51.0,Defensive rebound by Team,,81-110,,
0:39.0,T. Zeller makes 2-pt shot from 19 ft (assist by R. Hunter),2,83-110,,
0:15.0,,,83-110,,K. Humphries misses 2-pt shot from 19 ft
0:12.0,Defensive rebound by T. Rozier,,83-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
