time,New York,pts.away,score,pts.home,Philadelphia
6:07.0,,,103-80,2,J. Okafor makes 2-pt shot from 1 ft
5:51.0,D. Williams makes 2-pt shot from 1 ft (assist by K. O'Quinn),2,105-80,,
5:30.0,,,105-80,,J. Okafor misses 2-pt shot from 13 ft
5:28.0,Defensive rebound by K. O'Quinn,,105-80,,
5:18.0,D. Williams misses 3-pt shot from 25 ft,,105-80,,
5:16.0,,,105-80,,Defensive rebound by T. McConnell
5:03.0,,,105-82,2,J. Grant makes 2-pt shot at rim (assist by J. Okafor)
5:02.0,New York full timeout,,105-82,,
5:02.0,K. Seraphin enters the game for L. Thomas,,105-82,,
5:02.0,L. Amundson enters the game for K. O'Quinn,,105-82,,
5:02.0,,,105-82,,R. Holmes enters the game for N. Noel
4:50.0,D. Williams misses 2-pt shot from 15 ft,,105-82,,
4:48.0,,,105-82,,Defensive rebound by J. Okafor
4:34.0,,,105-82,,Shooting foul by J. Grant (drawn by T. Wroten)
4:34.0,,,105-83,1,T. Wroten makes free throw 1 of 2
4:34.0,,,105-83,,T. Wroten misses free throw 2 of 2
4:34.0,Defensive rebound by L. Amundson,,105-83,,
4:16.0,J. Grant misses 2-pt shot from 8 ft,,105-83,,
4:15.0,,,105-83,,Defensive rebound by T. McConnell
4:01.0,,,105-83,,J. Grant misses 2-pt shot from 3 ft
4:00.0,Defensive rebound by K. Seraphin,,105-83,,
3:56.0,L. Amundson misses 2-pt shot from 17 ft,,105-83,,
3:55.0,,,105-83,,Defensive rebound by T. McConnell
3:48.0,,,105-83,,J. Grant misses 3-pt shot from 23 ft
3:45.0,,,105-83,,Offensive rebound by T. McConnell
3:33.0,,,105-85,2,J. Okafor makes 2-pt shot from 2 ft (assist by T. McConnell)
3:18.0,S. Vujacic misses 2-pt shot from 13 ft,,105-85,,
3:16.0,,,105-85,,Defensive rebound by R. Holmes
3:08.0,,,105-85,,Turnover by T. Wroten (traveling)
3:08.0,,,105-85,,N. Stauskas enters the game for T. Wroten
2:57.0,S. Vujacic misses 3-pt shot from 25 ft,,105-85,,
2:53.0,,,105-85,,Defensive rebound by R. Holmes
2:48.0,,,105-87,2,J. Grant makes 2-pt shot at rim (assist by T. McConnell)
2:30.0,K. Seraphin makes 2-pt shot from 5 ft (assist by L. Amundson),2,107-87,,
2:29.0,,,107-87,,Philadelphia full timeout
2:29.0,,,107-87,,H. Thompson enters the game for J. Okafor
2:13.0,,,107-87,,Shooting foul by D. Williams (drawn by H. Thompson)
2:13.0,,,107-88,1,H. Thompson makes free throw 1 of 2
2:13.0,,,107-89,1,H. Thompson makes free throw 2 of 2
2:01.0,K. Seraphin misses 2-pt shot from 11 ft,,107-89,,
2:00.0,,,107-89,,Defensive rebound by J. Grant
1:49.0,,,107-89,,Shooting foul by K. Seraphin (drawn by N. Stauskas)
1:49.0,,,107-89,,N. Stauskas misses free throw 1 of 2
1:49.0,,,107-89,,Offensive rebound by Team
1:49.0,,,107-89,,N. Stauskas misses free throw 2 of 2
1:49.0,Defensive rebound by K. Seraphin,,107-89,,
1:30.0,K. Seraphin misses 2-pt shot from 6 ft,,107-89,,
1:28.0,,,107-89,,Defensive rebound by H. Thompson
1:22.0,,,107-89,,Shooting foul by D. Williams (drawn by J. Grant)
1:22.0,,,107-90,1,J. Grant makes free throw 1 of 2
1:22.0,,,107-91,1,J. Grant makes free throw 2 of 2
1:02.0,S. Vujacic misses 3-pt shot from 25 ft,,107-91,,
1:00.0,Offensive rebound by L. Amundson,,107-91,,
0:58.0,Turnover by L. Amundson (lost ball; steal by N. Stauskas),,107-91,,
0:54.0,,,107-91,,J. Grant misses 2-pt shot from 4 ft (block by K. Seraphin)
0:52.0,Defensive rebound by Team,,107-91,,
0:35.0,J. Grant misses 2-pt shot from 14 ft,,107-91,,
0:32.0,,,107-91,,Defensive rebound by H. Thompson
0:26.0,,,107-94,3,T. McConnell makes 3-pt shot from 26 ft
0:10.0,K. Seraphin misses 2-pt shot from 15 ft,,107-94,,
0:09.0,,,107-94,,Defensive rebound by R. Holmes
0:01.0,,,107-97,3,H. Thompson makes 3-pt shot from 27 ft (assist by T. McConnell)
0:00.0,End of 4th quarter,,,,End of 4th quarter
