time,Orlando,pts.away,score,pts.home,Charlotte
3:28.0,,,94-102,2,M. Williams makes 2-pt shot at rim
3:06.0,A. Nicholson misses 2-pt shot from 7 ft,,94-102,,
3:04.0,,,94-102,,Defensive rebound by M. Williams
2:52.0,,,94-102,,Shooting foul by D. Marble (drawn by N. Batum)
2:52.0,Orlando full timeout,,94-102,,
2:52.0,,,94-103,1,N. Batum makes free throw 1 of 2
2:52.0,,,94-104,1,N. Batum makes free throw 2 of 2
2:30.0,A. Nicholson makes 2-pt shot from 10 ft,2,96-104,,
2:06.0,,,96-104,,M. Williams misses 2-pt shot from 7 ft
2:06.0,,,96-104,,Offensive rebound by N. Batum
2:06.0,,,96-104,,Shooting foul by M. Hezonja (drawn by N. Batum)
2:06.0,,,96-104,,N. Batum misses free throw 1 of 2
2:06.0,,,96-104,,Offensive rebound by Team
2:06.0,,,96-105,1,N. Batum makes free throw 2 of 2
1:55.0,D. Marble makes 3-pt shot from 24 ft (assist by A. Nicholson),3,99-105,,
1:40.0,,,99-105,,M. Williams misses 3-pt shot from 24 ft
1:38.0,Defensive rebound by A. Nicholson,,99-105,,
1:29.0,Offensive charge foul by A. Nicholson,,99-105,,
1:29.0,Turnover by A. Nicholson (offensive foul),,99-105,,
1:16.0,,,99-105,,K. Walker misses 2-pt shot from 1 ft
1:16.0,,,99-105,,Offensive rebound by Team
1:06.0,,,99-105,,K. Walker misses 3-pt shot from 27 ft
1:05.0,Defensive rebound by M. Hezonja,,99-105,,
1:00.0,V. Oladipo misses 2-pt shot from 17 ft,,99-105,,
0:58.0,,,99-105,,Defensive rebound by C. Zeller
0:45.0,,,99-107,2,N. Batum makes 2-pt shot from 1 ft
0:45.0,Orlando full timeout,,99-107,,
0:40.0,M. Hezonja misses 3-pt shot from 26 ft,,99-107,,
0:38.0,,,99-107,,Defensive rebound by M. Williams
0:15.0,,,99-107,,M. Williams misses 3-pt shot from 33 ft
0:13.0,,,99-107,,Offensive rebound by C. Zeller
0:00.0,End of 4th quarter,,,,End of 4th quarter
