time,Washington,pts.away,score,pts.home,Toronto
3:42.0,,,80-97,,T. Ross enters the game for K. Lowry
3:42.0,,,80-97,,Violation by Team (delay of game)
3:32.0,,,80-97,,Turnover by J. Valanciunas (3 sec)
3:22.0,O. Porter makes 2-pt shot from 19 ft (assist by J. Wall),2,82-97,,
3:05.0,,,82-97,,Turnover by D. DeRozan (traveling)
3:05.0,J. Eddie enters the game for O. Porter,,82-97,,
3:05.0,K. Oubre enters the game for G. Temple,,82-97,,
3:05.0,R. Sessions enters the game for J. Wall,,82-97,,
2:50.0,G. Neal makes 2-pt shot from 13 ft,2,84-97,,
2:36.0,,,84-99,2,D. DeRozan makes 2-pt shot from 1 ft (assist by C. Joseph)
2:28.0,J. Eddie misses 3-pt shot from 23 ft,,84-99,,
2:28.0,,,84-99,,Defensive rebound by J. Valanciunas
2:14.0,,,84-99,,T. Ross misses 3-pt shot from 23 ft
2:13.0,Defensive rebound by Team,,84-99,,
2:13.0,,,84-99,,N. Powell enters the game for D. DeRozan
2:07.0,R. Sessions misses 2-pt shot from 2 ft,,84-99,,
2:06.0,,,84-99,,Defensive rebound by C. Joseph
1:57.0,,,84-99,,Shooting foul by M. Gortat (drawn by J. Valanciunas)
1:57.0,Technical foul by M. Gortat (drawn by J. Valanciunas),,84-99,,
1:57.0,,,84-99,,T. Ross misses technical free throw
1:57.0,,,84-99,,Offensive rebound by Team
1:57.0,D. Blair enters the game for M. Gortat,,84-99,,
1:57.0,,,84-100,1,J. Valanciunas makes free throw 1 of 2
1:57.0,,,84-100,,D. Wright enters the game for T. Ross
1:57.0,,,84-101,1,J. Valanciunas makes free throw 2 of 2
1:45.0,J. Eddie makes 2-pt shot from 4 ft (assist by D. Blair),2,86-101,,
1:37.0,,,86-101,,Shooting foul by G. Neal (drawn by D. Wright)
1:37.0,,,86-102,1,D. Wright makes free throw 1 of 2
1:37.0,,,86-102,,L. Nogueira enters the game for J. Valanciunas
1:37.0,,,86-102,,A. Bennett enters the game for P. Patterson
1:37.0,,,86-103,1,D. Wright makes free throw 2 of 2
1:26.0,G. Neal misses 3-pt shot from 25 ft,,86-103,,
1:26.0,,,86-103,,Defensive rebound by Team
1:08.0,,,86-103,,N. Powell misses 2-pt shot from 3 ft
1:08.0,Defensive rebound by D. Blair,,86-103,,
1:03.0,Shooting foul by C. Joseph (drawn by K. Oubre),,86-103,,
1:03.0,K. Oubre misses free throw 1 of 2,,86-103,,
1:03.0,Offensive rebound by Team,,86-103,,
1:03.0,K. Oubre makes free throw 2 of 2,1,87-103,,
0:45.0,,,87-106,3,L. Nogueira makes 3-pt shot from 25 ft (assist by N. Powell)
0:36.0,,,87-106,,Personal foul by N. Powell (drawn by R. Sessions)
0:36.0,R. Sessions makes free throw 1 of 2,1,88-106,,
0:36.0,R. Sessions makes free throw 2 of 2,1,89-106,,
0:24.0,,,89-106,,D. Wright misses 2-pt shot from 1 ft
0:24.0,Defensive rebound by J. Eddie,,89-106,,
0:14.0,J. Eddie misses 3-pt shot from 26 ft,,89-106,,
0:14.0,,,89-106,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
