time,New Orleans,pts.away,score,pts.home,Houston
6:53.0,,,79-80,,Turnover by J. Harden (offensive foul)
6:53.0,,,79-80,,Offensive charge foul by J. Harden
6:37.0,R. Anderson misses 2-pt shot from 2 ft,,79-80,,
6:36.0,,,79-80,,Defensive rebound by D. Motiejunas
6:31.0,,,79-80,,Shooting foul by A. Gee (drawn by J. Harden)
6:31.0,,,79-80,,J. Harden misses free throw 1 of 3
6:31.0,,,79-80,,Offensive rebound by Team
6:31.0,,,79-81,1,J. Harden makes free throw 2 of 3
6:31.0,J. Holiday enters the game for A. Gee,,79-81,,
6:31.0,,,79-82,1,J. Harden makes free throw 3 of 3
6:12.0,N. Cole makes 3-pt shot from 23 ft (assist by J. Holiday),3,82-82,,
5:53.0,,,82-82,,D. Motiejunas misses 2-pt shot from 6 ft
5:51.0,,,82-82,,Offensive rebound by C. Capela
5:48.0,,,82-84,2,D. Motiejunas makes 2-pt shot from 7 ft (assist by C. Capela)
5:35.0,,,82-84,,Personal foul by D. Motiejunas (drawn by E. Gordon)
5:35.0,,,82-84,,Houston full timeout
5:32.0,A. Davis makes 2-pt shot from 12 ft (assist by J. Holiday),2,84-84,,
5:32.0,Shooting foul by D. Motiejunas (drawn by A. Davis),,84-84,,
5:32.0,A. Davis makes free throw 1 of 1,1,85-84,,
5:17.0,,,85-84,,D. Motiejunas misses 2-pt shot from 3 ft (block by A. Davis)
5:15.0,Defensive rebound by J. Holiday,,85-84,,
5:03.0,J. Holiday makes 2-pt shot from 17 ft,2,87-84,,
4:49.0,,,87-84,,Shooting foul by R. Anderson (drawn by D. Motiejunas)
4:49.0,,,87-84,,D. Motiejunas misses free throw 1 of 2
4:49.0,,,87-84,,Offensive rebound by Team
4:49.0,,,87-84,,D. Howard enters the game for C. Capela
4:49.0,,,87-84,,P. Beverley enters the game for J. Terry
4:49.0,,,87-84,,D. Motiejunas misses free throw 2 of 2
4:49.0,Defensive rebound by Team,,87-84,,
4:32.0,R. Anderson makes 3-pt shot from 25 ft (assist by N. Cole),3,90-84,,
4:17.0,,,90-84,,J. Harden misses 3-pt shot from 24 ft
4:17.0,Defensive rebound by Team,,90-84,,
4:17.0,,,90-84,,C. Brewer enters the game for D. Motiejunas
4:02.0,J. Holiday misses 2-pt shot from 5 ft (block by D. Howard),,90-84,,
4:01.0,,,90-84,,Defensive rebound by D. Howard
3:58.0,,,90-84,,T. Ariza misses 3-pt shot from 24 ft
3:54.0,,,90-84,,Offensive rebound by J. Harden
3:50.0,,,90-84,,J. Harden misses 2-pt shot from 2 ft
3:48.0,Defensive rebound by J. Holiday,,90-84,,
3:31.0,R. Anderson misses 2-pt shot from 5 ft (block by P. Beverley),,90-84,,
3:31.0,,,90-84,,Defensive rebound by J. Harden
3:31.0,Personal foul by R. Anderson (drawn by P. Beverley),,90-84,,
3:31.0,,,90-85,1,P. Beverley makes free throw 1 of 2
3:31.0,,,90-85,,P. Beverley misses free throw 2 of 2
3:31.0,Defensive rebound by E. Gordon,,90-85,,
3:17.0,E. Gordon misses 3-pt shot from 24 ft,,90-85,,
3:16.0,,,90-85,,Defensive rebound by J. Harden
3:11.0,,,90-87,2,C. Brewer makes 2-pt shot at rim (assist by J. Harden)
2:59.0,A. Davis makes 3-pt shot from 24 ft (assist by J. Holiday),3,93-87,,
2:43.0,Personal take foul by E. Gordon (drawn by D. Howard),,93-87,,
2:43.0,New Orleans full timeout,,93-87,,
2:43.0,,,93-87,,D. Howard misses free throw 1 of 2
2:43.0,,,93-87,,Offensive rebound by Team
2:43.0,,,93-88,1,D. Howard makes free throw 2 of 2
2:35.0,Turnover by J. Holiday (bad pass; steal by T. Ariza),,93-88,,
2:31.0,,,93-88,,Turnover by J. Harden (bad pass; steal by J. Holiday)
2:18.0,Turnover by J. Holiday (bad pass; steal by T. Ariza),,93-88,,
2:15.0,,,93-90,2,T. Ariza makes 2-pt shot at rim
1:56.0,J. Holiday misses 3-pt shot from 23 ft,,93-90,,
1:55.0,,,93-90,,Defensive rebound by C. Brewer
1:52.0,Personal foul by A. Davis (drawn by J. Harden),,93-90,,
1:52.0,,,93-91,1,J. Harden makes free throw 1 of 2
1:52.0,,,93-92,1,J. Harden makes free throw 2 of 2
1:40.0,N. Cole misses 2-pt shot from 18 ft,,93-92,,
1:39.0,,,93-92,,Defensive rebound by T. Ariza
1:29.0,,,93-94,2,J. Harden makes 2-pt shot from 1 ft
1:29.0,New Orleans full timeout,,93-94,,
1:14.0,,,93-94,,Personal foul by J. Harden (drawn by J. Holiday)
1:05.0,Shooting foul by P. Beverley (drawn by R. Anderson),,93-94,,
1:05.0,R. Anderson makes free throw 1 of 2,1,94-94,,
1:05.0,R. Anderson makes free throw 2 of 2,1,95-94,,
0:51.0,,,95-97,3,P. Beverley makes 3-pt shot from 23 ft (assist by J. Harden)
0:29.0,A. Davis misses 3-pt shot from 26 ft,,95-97,,
0:28.0,,,95-97,,Defensive rebound by P. Beverley
0:18.0,Personal foul by J. Holiday (drawn by J. Harden),,95-97,,
0:18.0,,,95-98,1,J. Harden makes free throw 1 of 2
0:18.0,,,95-99,1,J. Harden makes free throw 2 of 2
0:18.0,New Orleans full timeout,,95-99,,
0:13.0,N. Cole misses 2-pt shot from 4 ft,,95-99,,
0:12.0,,,95-99,,Defensive rebound by C. Brewer
0:09.0,Personal take foul by E. Gordon (drawn by C. Brewer),,95-99,,
0:09.0,,,95-100,1,C. Brewer makes free throw 1 of 2
0:09.0,,,95-100,,C. Brewer misses free throw 2 of 2
0:09.0,Defensive rebound by A. Davis,,95-100,,
0:02.0,E. Gordon misses 3-pt shot from 24 ft,,95-100,,
0:01.0,,,95-100,,Defensive rebound by J. Harden
0:00.0,End of 4th quarter,,,,End of 4th quarter
