time,Toronto,pts.away,score,pts.home,Miami
3:16.0,Turnover by D. DeRozan (lost ball; steal by J. Johnson),,83-85,,
2:55.0,,,83-87,2,J. Johnson makes 2-pt shot from 8 ft
2:55.0,Toronto full timeout,,83-87,,
2:32.0,C. Joseph makes 2-pt shot from 6 ft,2,85-87,,
2:07.0,,,85-87,,G. Dragic misses 2-pt shot from 1 ft
2:06.0,,,85-87,,Offensive rebound by J. Winslow
2:01.0,,,85-87,,Shooting foul by D. Carroll (drawn by L. Deng)
2:01.0,,,85-88,1,L. Deng makes free throw 1 of 2
2:01.0,,,85-89,1,L. Deng makes free throw 2 of 2
1:45.0,D. Carroll misses 2-pt shot from 12 ft,,85-89,,
1:44.0,,,85-89,,Defensive rebound by L. Deng
1:22.0,,,85-89,,D. Wade misses 3-pt shot from 25 ft
1:21.0,,,85-89,,Offensive rebound by L. Deng
1:00.0,,,85-89,,D. Wade misses 2-pt shot from 2 ft
1:00.0,Defensive rebound by Team,,85-89,,
1:00.0,B. Biyombo enters the game for T. Ross,,85-89,,
1:00.0,Jump ball: L. Deng vs. P. Patterson (C. Joseph gains possession),,,,Jump ball: L. Deng vs. P. Patterson (C. Joseph gains possession)
0:59.0,,,85-89,,Turnover by L. Deng (lost ball; steal by P. Patterson)
0:58.0,Toronto full timeout,,85-89,,
0:58.0,T. Ross enters the game for B. Biyombo,,85-89,,
0:48.0,,,85-89,,Personal foul by D. Wade
0:43.0,D. DeRozan makes 2-pt shot from 2 ft,2,87-89,,
0:22.0,,,87-91,2,G. Dragic makes 2-pt shot from 2 ft
0:22.0,,,87-91,,Shooting foul by D. Carroll (drawn by G. Dragic)
0:22.0,,,87-92,1,G. Dragic makes free throw 1 of 1
0:18.0,Turnover by T. Ross (lost ball; steal by D. Wade),,87-92,,
0:17.0,,,87-94,2,D. Wade makes 2-pt shot at rim
0:14.0,Turnover by T. Ross (lost ball; steal by J. Winslow),,87-94,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
