time,Houston,pts.away,score,pts.home,Oklahoma City
9:12.0,J. Harden misses 3-pt shot from 26 ft,,90-96,,
9:11.0,,,90-96,,Defensive rebound by D. Augustin
9:11.0,,,90-96,,Oklahoma City full timeout
8:49.0,,,90-96,,E. Kanter misses 2-pt shot from 2 ft (block by J. Harden)
8:48.0,Defensive rebound by J. Harden,,90-96,,
8:44.0,C. Brewer misses 2-pt shot from 1 ft,,90-96,,
8:43.0,,,90-96,,Defensive rebound by A. Morrow
8:34.0,,,90-98,2,E. Kanter makes 2-pt shot from 1 ft (assist by D. Augustin)
8:19.0,T. Ariza misses 3-pt shot from 23 ft,,90-98,,
8:18.0,,,90-98,,Defensive rebound by K. Singler
8:07.0,,,90-98,,A. Morrow misses 3-pt shot from 22 ft
8:06.0,Defensive rebound by T. Ariza,,90-98,,
7:47.0,T. Lawson misses 2-pt shot from 14 ft,,90-98,,
7:46.0,,,90-98,,Defensive rebound by D. Augustin
7:41.0,Personal foul by T. Lawson (drawn by D. Augustin),,90-98,,
7:41.0,,,90-98,,K. Durant enters the game for S. Ibaka
7:41.0,,,90-98,,R. Westbrook enters the game for D. Augustin
7:41.0,P. Beverley enters the game for T. Lawson,,90-98,,
7:35.0,,,90-98,,Offensive charge foul by E. Kanter
7:35.0,,,90-98,,Turnover by E. Kanter (offensive foul)
7:15.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,92-98,,
7:01.0,Personal foul by C. Brewer (drawn by K. Durant),,92-98,,
6:50.0,,,92-98,,R. Westbrook misses 2-pt shot from 1 ft (block by P. Beverley)
6:50.0,Defensive rebound by Team,,92-98,,
6:37.0,C. Capela misses 2-pt shot from 2 ft (block by E. Kanter),,92-98,,
6:37.0,Offensive rebound by Team,,92-98,,
6:37.0,T. Lawson enters the game for P. Beverley,,92-98,,
6:24.0,J. Harden misses 2-pt shot from 15 ft,,92-98,,
6:23.0,,,92-98,,Defensive rebound by R. Westbrook
6:17.0,,,92-100,2,K. Singler makes 2-pt shot from 1 ft (assist by R. Westbrook)
6:17.0,,,92-100,,Shooting foul by C. Capela (drawn by K. Singler)
6:17.0,M. Thornton enters the game for T. Lawson,,92-100,,
6:17.0,,,92-101,1,K. Singler makes free throw 1 of 1
6:04.0,Shooting foul by K. Singler (drawn by J. Harden),,92-101,,
6:04.0,J. Harden makes 2-pt shot from 2 ft,2,94-101,,
6:04.0,,,94-101,,D. Waiters enters the game for A. Morrow
6:04.0,J. Harden makes free throw 1 of 1,1,95-101,,
5:56.0,,,95-101,,Turnover by K. Durant (lost ball; steal by T. Ariza)
5:50.0,M. Thornton misses 3-pt shot from 24 ft,,95-101,,
5:50.0,,,95-101,,Defensive rebound by K. Singler
5:27.0,,,95-103,2,K. Durant makes 2-pt shot from 12 ft (assist by R. Westbrook)
5:13.0,Houston full timeout,,95-103,,
5:07.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,97-103,,
5:07.0,Shooting foul by R. Westbrook (drawn by C. Capela),,97-103,,
5:07.0,P. Beverley enters the game for M. Thornton,,97-103,,
5:07.0,C. Capela makes free throw 1 of 1,1,98-103,,
4:57.0,,,98-105,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
4:38.0,,,98-105,,Personal foul by D. Waiters (drawn by C. Brewer)
4:32.0,J. Harden misses 3-pt shot from 23 ft,,98-105,,
4:32.0,,,98-105,,Defensive rebound by E. Kanter
4:23.0,,,98-105,,R. Westbrook misses 2-pt shot from 2 ft
4:22.0,,,98-105,,Offensive rebound by K. Singler
4:22.0,,,98-105,,K. Singler misses 2-pt shot at rim
4:21.0,,,98-105,,Offensive rebound by E. Kanter
4:21.0,,,98-107,2,E. Kanter makes 2-pt shot from 1 ft
4:05.0,P. Beverley misses 3-pt shot from 22 ft,,98-107,,
4:05.0,,,98-107,,Defensive rebound by Team
4:05.0,Loose ball foul by C. Capela (drawn by E. Kanter),,98-107,,
4:05.0,,,98-108,1,E. Kanter makes free throw 1 of 2
4:05.0,,,98-109,1,E. Kanter makes free throw 2 of 2
3:39.0,P. Beverley misses 2-pt shot from 21 ft,,98-109,,
3:39.0,Offensive rebound by Team,,98-109,,
3:39.0,Turnover by Team (shot clock),,98-109,,
3:26.0,,,98-112,3,K. Durant makes 3-pt shot from 25 ft (assist by R. Westbrook)
3:25.0,Houston full timeout,,98-112,,
3:12.0,T. Ariza misses 3-pt shot from 23 ft,,98-112,,
3:12.0,,,98-112,,Defensive rebound by K. Durant
2:59.0,,,98-112,,R. Westbrook misses 2-pt shot from 11 ft
2:59.0,Defensive rebound by Team,,98-112,,
2:40.0,P. Beverley makes 3-pt shot from 22 ft (assist by T. Ariza),3,101-112,,
2:22.0,,,101-112,,K. Singler misses 3-pt shot from 23 ft
2:21.0,Defensive rebound by C. Capela,,101-112,,
2:03.0,P. Beverley misses 2-pt shot from 1 ft,,101-112,,
2:02.0,,,101-112,,Defensive rebound by K. Singler
1:51.0,,,101-112,,E. Kanter misses 2-pt shot from 6 ft
1:50.0,Defensive rebound by Team,,101-112,,
1:46.0,Shooting foul by E. Kanter (drawn by C. Capela),,101-112,,
1:46.0,C. Capela makes free throw 1 of 2,1,102-112,,
1:46.0,C. Capela misses free throw 2 of 2,,102-112,,
1:46.0,,,102-112,,Defensive rebound by K. Durant
1:46.0,,,102-112,,Oklahoma City full timeout
1:42.0,,,102-112,,Turnover by R. Westbrook (bad pass; steal by P. Beverley)
1:40.0,C. Brewer makes 2-pt shot at rim (assist by P. Beverley),2,104-112,,
1:36.0,Personal foul by C. Capela (drawn by R. Westbrook),,104-112,,
1:36.0,,,104-112,,R. Westbrook misses free throw 1 of 2
1:36.0,,,104-112,,Offensive rebound by Team
1:36.0,,,104-112,,R. Westbrook misses free throw 2 of 2
1:35.0,Defensive rebound by J. Harden,,104-112,,
1:27.0,T. Ariza misses 3-pt shot from 24 ft,,104-112,,
1:26.0,Offensive rebound by P. Beverley,,104-112,,
1:20.0,Shooting foul by E. Kanter (drawn by J. Harden),,104-112,,
1:20.0,J. Harden makes free throw 1 of 2,1,105-112,,
1:20.0,J. Harden makes free throw 2 of 2,1,106-112,,
1:08.0,,,106-112,,Turnover by R. Westbrook (lost ball; steal by P. Beverley)
1:03.0,C. Brewer misses 3-pt shot from 24 ft,,106-112,,
1:03.0,,,106-112,,Defensive rebound by K. Durant
0:57.0,,,106-112,,E. Kanter misses 2-pt shot from 1 ft (block by C. Brewer)
0:56.0,,,106-112,,Offensive rebound by D. Waiters
0:56.0,,,106-114,2,D. Waiters makes 2-pt shot at rim
0:50.0,Shooting foul by K. Durant (drawn by J. Harden),,106-114,,
0:50.0,J. Harden makes free throw 1 of 3,1,107-114,,
0:50.0,J. Harden misses free throw 2 of 3,,107-114,,
0:50.0,Offensive rebound by Team,,107-114,,
0:50.0,J. Harden makes free throw 3 of 3,1,108-114,,
0:47.0,,,108-114,,Oklahoma City full timeout
0:47.0,,,108-114,,D. Augustin enters the game for K. Singler
0:41.0,,,108-116,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
0:18.0,J. Harden misses 2-pt shot from 13 ft,,108-116,,
0:18.0,,,108-116,,Defensive rebound by E. Kanter
0:00.0,End of 4th quarter,,,,End of 4th quarter
