time,Charlotte,pts.away,score,pts.home,Cleveland
2:11.0,Loose ball foul by T. Hansbrough (drawn by T. Mozgov),,97-111,,
1:59.0,,,97-114,3,M. Dellavedova makes 3-pt shot from 26 ft
1:49.0,Shooting foul by T. Mozgov (drawn by T. Hansbrough),,97-114,,
1:49.0,T. Hansbrough makes free throw 1 of 2,1,98-114,,
1:49.0,,,98-114,,J. Jones enters the game for M. Dellavedova
1:49.0,T. Hansbrough misses free throw 2 of 2,,98-114,,
1:48.0,,,98-114,,Defensive rebound by T. Mozgov
1:29.0,,,98-114,,M. Williams misses 3-pt shot from 25 ft
1:29.0,Defensive rebound by F. Kaminsky,,98-114,,
1:20.0,J. Gutierrez makes 2-pt shot from 6 ft,2,100-114,,
0:58.0,,,100-114,,J. Jones misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by T. Hansbrough,,100-114,,
0:48.0,Shooting foul by M. Williams (drawn by J. Gutierrez),,100-114,,
0:48.0,J. Gutierrez makes free throw 1 of 2,1,101-114,,
0:48.0,J. Gutierrez makes free throw 2 of 2,1,102-114,,
0:25.0,,,102-114,,R. Jefferson misses 2-pt shot from 7 ft
0:23.0,Defensive rebound by T. Hansbrough,,102-114,,
0:10.0,Shooting foul by T. Mozgov (drawn by T. Hansbrough),,102-114,,
0:10.0,,,102-114,,S. Kaun enters the game for T. Mozgov
0:10.0,T. Hansbrough misses free throw 1 of 2,,102-114,,
0:10.0,Offensive rebound by Team,,102-114,,
0:10.0,T. Hansbrough makes free throw 2 of 2,1,103-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
