time,Boston,pts.away,score,pts.home,Milwaukee
3:22.0,,,93-78,,C. Copeland enters the game for G. Antetokounmpo
3:22.0,,,93-78,,M. Plumlee enters the game for G. Monroe
3:22.0,,,93-78,,D. Inglis enters the game for K. Middleton
3:22.0,,,93-78,,T. Ennis enters the game for J. Bayless
3:19.0,I. Thomas makes 2-pt shot from 13 ft (assist by E. Turner),2,95-78,,
3:08.0,,,95-78,,D. Inglis misses 3-pt shot from 26 ft
3:06.0,Defensive rebound by I. Thomas,,95-78,,
2:42.0,I. Thomas misses 3-pt shot from 27 ft,,95-78,,
2:41.0,,,95-78,,Defensive rebound by D. Inglis
2:23.0,,,95-81,3,R. Vaughn makes 3-pt shot from 23 ft (assist by D. Inglis)
2:05.0,J. Crowder misses 3-pt shot from 22 ft,,95-81,,
2:03.0,Offensive rebound by D. Lee,,95-81,,
2:01.0,D. Lee misses 2-pt shot from 1 ft,,95-81,,
1:59.0,Offensive rebound by D. Lee,,95-81,,
1:59.0,D. Lee makes 2-pt shot at rim,2,97-81,,
1:52.0,,,97-81,,C. Copeland misses 3-pt shot from 25 ft
1:51.0,Defensive rebound by A. Johnson,,97-81,,
1:30.0,E. Turner makes 2-pt shot from 5 ft,2,99-81,,
1:14.0,,,99-81,,R. Vaughn misses 2-pt shot from 2 ft (block by A. Johnson)
1:11.0,Defensive rebound by E. Turner,,99-81,,
0:49.0,Turnover by Team (shot clock),,99-81,,
0:49.0,T. Rozier enters the game for J. Crowder,,99-81,,
0:49.0,J. Young enters the game for I. Thomas,,99-81,,
0:49.0,R. Hunter enters the game for E. Turner,,99-81,,
0:32.0,,,99-83,2,D. Inglis makes 2-pt shot from 1 ft
0:09.0,T. Rozier misses 2-pt shot from 9 ft,,99-83,,
0:08.0,,,99-83,,Defensive rebound by M. Plumlee
0:00.0,End of 4th quarter,,,,End of 4th quarter
