time,Orlando,pts.away,score,pts.home,Washington
3:45.0,N. Vucevic misses free throw 1 of 2,,90-94,,
3:45.0,Offensive rebound by Team,,90-94,,
3:45.0,N. Vucevic makes free throw 2 of 2,1,91-94,,
3:23.0,,,91-97,3,K. Humphries makes 3-pt shot from 24 ft (assist by J. Wall)
3:08.0,T. Harris misses 2-pt shot from 2 ft (block by K. Humphries),,91-97,,
3:06.0,,,91-97,,Defensive rebound by J. Wall
3:01.0,,,91-97,,O. Porter misses 2-pt shot from 2 ft
2:59.0,Defensive rebound by N. Vucevic,,91-97,,
2:51.0,E. Fournier makes 2-pt shot from 1 ft (assist by A. Gordon),2,93-97,,
2:37.0,,,93-97,,Shooting foul by N. Vucevic (drawn by G. Temple)
2:37.0,Orlando full timeout,,93-97,,
2:37.0,,,93-98,1,G. Temple makes free throw 1 of 2
2:37.0,,,93-99,1,G. Temple makes free throw 2 of 2
2:18.0,Shooting foul by O. Porter (drawn by A. Gordon),,93-99,,
2:18.0,A. Gordon makes free throw 1 of 2,1,94-99,,
2:18.0,A. Gordon misses free throw 2 of 2,,94-99,,
2:17.0,,,94-99,,Defensive rebound by O. Porter
1:58.0,,,94-99,,O. Porter misses 3-pt shot from 24 ft
1:57.0,,,94-99,,Offensive rebound by M. Gortat
1:43.0,,,94-101,2,J. Wall makes 2-pt shot from 20 ft
1:37.0,,,94-101,,Personal block foul by J. Wall (drawn by E. Payton)
1:37.0,E. Payton makes free throw 1 of 2,1,95-101,,
1:37.0,E. Payton makes free throw 2 of 2,1,96-101,,
1:25.0,,,96-101,,J. Wall misses 2-pt shot from 4 ft
1:25.0,Defensive rebound by Team,,96-101,,
1:25.0,Orlando full timeout,,96-101,,
1:20.0,E. Fournier makes 2-pt shot from 2 ft,2,98-101,,
1:20.0,Shooting foul by M. Gortat (drawn by E. Fournier),,98-101,,
1:20.0,E. Fournier makes free throw 1 of 1,1,99-101,,
1:02.0,,,99-104,3,K. Humphries makes 3-pt shot from 26 ft (assist by G. Temple)
0:57.0,Turnover by E. Payton (lost ball; steal by J. Wall),,99-104,,
0:56.0,Clear path foul by N. Vucevic,,99-104,,
0:56.0,,,99-105,1,J. Wall makes clear path free throw 1 of 2
0:56.0,,,99-105,,J. Wall misses clear path free throw 2 of 2
0:56.0,,,99-105,,Offensive rebound by Team
0:35.0,,,99-107,2,J. Wall makes 2-pt shot at rim
0:35.0,Orlando full timeout,,99-107,,
0:35.0,S. Napier enters the game for E. Payton,,99-107,,
0:29.0,E. Fournier misses 2-pt shot from 21 ft,,99-107,,
0:28.0,,,99-107,,Defensive rebound by J. Wall
0:26.0,Personal take foul by T. Harris (drawn by J. Wall),,99-107,,
0:26.0,,,99-108,1,J. Wall makes free throw 1 of 2
0:26.0,,,99-108,,J. Wall misses free throw 2 of 2
0:26.0,Defensive rebound by N. Vucevic,,99-108,,
0:18.0,Turnover by S. Napier (bad pass; steal by O. Porter),,99-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
