time,Boston,pts.away,score,pts.home,Brooklyn
4:01.0,,,89-79,,D. Sloan misses 2-pt shot from 1 ft
4:00.0,,,89-79,,Offensive rebound by T. Robinson
3:58.0,,,89-79,,T. Robinson misses 2-pt shot from 1 ft
3:57.0,Defensive rebound by A. Johnson,,89-79,,
3:47.0,Shooting foul by D. Sloan (drawn by I. Thomas),,89-79,,
3:47.0,Technical foul by I. Thomas,,89-79,,
3:47.0,,,89-80,1,W. Ellington makes technical free throw
3:47.0,I. Thomas makes free throw 1 of 2,1,90-80,,
3:47.0,,,90-80,,B. Bogdanovic enters the game for W. Ellington
3:47.0,,,90-80,,S. Larkin enters the game for D. Sloan
3:47.0,,,90-80,,B. Lopez enters the game for T. Robinson
3:47.0,T. Zeller enters the game for K. Olynyk,,90-80,,
3:47.0,I. Thomas misses free throw 2 of 2,,90-80,,
3:45.0,Offensive rebound by A. Johnson,,90-80,,
3:38.0,I. Thomas misses 2-pt shot from 1 ft,,90-80,,
3:37.0,,,90-80,,Defensive rebound by B. Lopez
3:32.0,,,90-82,2,B. Bogdanovic makes 2-pt shot from 1 ft (assist by S. Larkin)
3:32.0,,,90-82,,Shooting foul by E. Turner (drawn by B. Bogdanovic)
3:32.0,K. Olynyk enters the game for T. Zeller,,90-82,,
3:32.0,,,90-83,1,B. Bogdanovic makes free throw 1 of 1
3:14.0,E. Turner misses 2-pt shot from 10 ft,,90-83,,
3:13.0,,,90-83,,Defensive rebound by T. Young
3:00.0,,,90-85,2,J. Johnson makes 2-pt shot from 7 ft
2:59.0,Boston full timeout,,90-85,,
2:59.0,M. Smart enters the game for E. Turner,,90-85,,
2:42.0,J. Crowder makes 3-pt shot from 24 ft (assist by I. Thomas),3,93-85,,
2:19.0,,,93-87,2,J. Johnson makes 2-pt shot from 7 ft
2:09.0,,,93-87,,Personal foul by J. Johnson (drawn by J. Crowder)
2:00.0,Shooting foul by S. Larkin (drawn by I. Thomas),,93-87,,
2:00.0,I. Thomas makes free throw 1 of 2,1,94-87,,
2:00.0,T. Zeller enters the game for K. Olynyk,,94-87,,
2:00.0,I. Thomas makes free throw 2 of 2,1,95-87,,
1:45.0,Personal foul by A. Johnson (drawn by J. Johnson),,95-87,,
1:45.0,,,95-88,1,J. Johnson makes free throw 1 of 2
1:45.0,K. Olynyk enters the game for T. Zeller,,95-88,,
1:45.0,,,95-89,1,J. Johnson makes free throw 2 of 2
1:29.0,J. Crowder makes 2-pt shot from 1 ft (assist by I. Thomas),2,97-89,,
1:29.0,Shooting foul by B. Lopez (drawn by J. Crowder),,97-89,,
1:29.0,T. Zeller enters the game for K. Olynyk,,97-89,,
1:29.0,J. Crowder makes free throw 1 of 1,1,98-89,,
1:22.0,Personal foul by M. Smart (drawn by B. Bogdanovic),,98-89,,
1:22.0,,,98-90,1,B. Bogdanovic makes free throw 1 of 2
1:22.0,K. Olynyk enters the game for T. Zeller,,98-90,,
1:22.0,,,98-91,1,B. Bogdanovic makes free throw 2 of 2
1:10.0,Boston full timeout,,98-91,,
1:10.0,,,98-91,,Violation by Team (delay of game)
1:10.0,Violation by Team (delay of game),,98-91,,
1:00.0,M. Smart makes 2-pt shot from 2 ft,2,100-91,,
0:51.0,,,100-91,,B. Bogdanovic misses 3-pt shot from 23 ft
0:50.0,Defensive rebound by J. Crowder,,100-91,,
0:30.0,I. Thomas misses 2-pt shot from 4 ft,,100-91,,
0:27.0,Offensive rebound by M. Smart,,100-91,,
0:27.0,M. Smart misses 2-pt shot from 2 ft (block by B. Bogdanovic),,100-91,,
0:26.0,Offensive rebound by M. Smart,,100-91,,
0:24.0,M. Smart misses 2-pt shot from 2 ft (block by B. Bogdanovic),,100-91,,
0:23.0,Offensive rebound by M. Smart,,100-91,,
0:22.0,,,100-91,,Personal foul by B. Lopez (drawn by M. Smart)
0:22.0,M. Smart misses free throw 1 of 2,,100-91,,
0:22.0,Offensive rebound by Team,,100-91,,
0:22.0,M. Smart makes free throw 2 of 2,1,101-91,,
0:22.0,,,101-91,,Brooklyn full timeout
0:22.0,J. Jerebko enters the game for K. Olynyk,,101-91,,
0:22.0,E. Turner enters the game for I. Thomas,,101-91,,
0:22.0,,,101-91,,W. Ellington enters the game for T. Young
0:17.0,,,101-94,3,J. Johnson makes 3-pt shot from 25 ft
0:17.0,,,101-94,,Personal foul by S. Larkin (drawn by J. Crowder)
0:17.0,J. Crowder makes free throw 1 of 2,1,102-94,,
0:17.0,J. Crowder makes free throw 2 of 2,1,103-94,,
0:17.0,,,103-94,,Brooklyn full timeout
0:13.0,,,103-94,,S. Larkin misses 2-pt shot from 11 ft
0:12.0,Defensive rebound by Team,,103-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
