time,Memphis,pts.away,score,pts.home,Oklahoma City
4:24.0,,,79-103,1,E. Kanter makes free throw 1 of 1
4:11.0,M. Barnes misses 3-pt shot from 25 ft,,79-103,,
4:09.0,,,79-103,,Defensive rebound by K. Durant
3:54.0,,,79-103,,K. Durant misses 3-pt shot from 26 ft
3:52.0,Defensive rebound by R. Hollins,,79-103,,
3:47.0,J. Green makes 2-pt shot at rim (assist by M. Chalmers),2,81-103,,
3:39.0,,,81-103,,Oklahoma City full timeout
3:39.0,,,81-103,,K. Singler enters the game for K. Durant
3:39.0,,,81-103,,C. Payne enters the game for R. Westbrook
3:31.0,,,81-103,,C. Payne misses 2-pt shot from 1 ft (block by R. Hollins)
3:30.0,Defensive rebound by M. Chalmers,,81-103,,
3:22.0,Shooting foul by K. Singler (drawn by J. Green),,81-103,,
3:22.0,J. Green makes free throw 1 of 2,1,82-103,,
3:22.0,J. Green misses free throw 2 of 2,,82-103,,
3:22.0,,,82-103,,Defensive rebound by E. Kanter
3:09.0,Personal block foul by R. Hollins (drawn by D. Waiters),,82-103,,
3:09.0,,,82-104,1,D. Waiters makes free throw 1 of 2
3:09.0,,,82-104,,D. Waiters misses free throw 2 of 2
3:09.0,Defensive rebound by J. Green,,82-104,,
2:51.0,R. Hollins makes 2-pt shot from 3 ft,2,84-104,,
2:34.0,,,84-104,,D. Waiters misses 3-pt shot from 24 ft
2:34.0,Defensive rebound by J. Green,,84-104,,
2:20.0,J. Green misses 2-pt shot from 14 ft,,84-104,,
2:20.0,,,84-104,,Defensive rebound by E. Kanter
2:09.0,,,84-104,,K. Singler misses 3-pt shot from 23 ft
2:08.0,,,84-104,,Offensive rebound by A. Morrow
2:07.0,,,84-104,,A. Morrow misses 2-pt shot from 16 ft (block by V. Carter)
2:07.0,,,84-104,,Offensive rebound by Team
2:07.0,,,84-104,,M. McGary enters the game for D. Waiters
2:07.0,Personal foul by V. Carter (drawn by A. Morrow),,84-104,,
2:07.0,,,84-105,1,A. Morrow makes free throw 1 of 2
2:07.0,,,84-106,1,A. Morrow makes free throw 2 of 2
2:01.0,M. Chalmers makes 3-pt shot from 24 ft,3,87-106,,
1:43.0,,,87-108,2,E. Kanter makes 2-pt shot at rim (assist by K. Singler)
1:39.0,,,87-108,,Shooting block foul by K. Singler (drawn by V. Carter)
1:39.0,V. Carter makes free throw 1 of 2,1,88-108,,
1:39.0,V. Carter makes free throw 2 of 2,1,89-108,,
1:29.0,,,89-110,2,K. Singler makes 2-pt shot from 23 ft (assist by C. Payne)
1:17.0,R. Hollins makes 2-pt shot at rim (assist by V. Carter),2,91-110,,
1:17.0,Shooting foul by A. Morrow (drawn by R. Hollins),,91-110,,
1:17.0,R. Hollins makes free throw 1 of 1,1,92-110,,
0:59.0,,,92-110,,E. Kanter misses 2-pt shot from 2 ft (block by R. Hollins)
0:59.0,,,92-110,,Offensive rebound by Team
0:54.0,,,92-110,,M. McGary misses 2-pt shot from 19 ft
0:53.0,Defensive rebound by R. Hollins,,92-110,,
0:47.0,V. Carter makes 2-pt shot at rim (assist by M. Chalmers),2,94-110,,
0:35.0,,,94-112,2,C. Payne makes 2-pt shot from 12 ft
0:21.0,Turnover by J. Green (step out of bounds),,94-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
