time,Houston,pts.away,score,pts.home,LA Lakers
5:21.0,J. Harden misses 2-pt shot at rim (block by K. Bryant),,91-76,,
5:21.0,Offensive rebound by Team,,91-76,,
5:21.0,Official timeout,,91-76,,
5:21.0,,,91-76,,Personal take foul by L. Nance (drawn by D. Howard)
5:21.0,D. Howard makes free throw 1 of 2,1,92-76,,
5:21.0,D. Howard misses free throw 2 of 2,,92-76,,
5:20.0,,,92-76,,Defensive rebound by L. Nance
5:05.0,,,92-79,3,K. Bryant makes 3-pt shot from 27 ft (assist by D. Russell)
4:56.0,,,92-79,,Personal take foul by D. Russell (drawn by D. Howard)
4:56.0,D. Howard makes free throw 1 of 2,1,93-79,,
4:56.0,D. Howard misses free throw 2 of 2,,93-79,,
4:54.0,Offensive rebound by C. Capela,,93-79,,
4:53.0,,,93-79,,Personal take foul by D. Russell (drawn by D. Howard)
4:53.0,D. Howard misses free throw 1 of 2,,93-79,,
4:53.0,Offensive rebound by Team,,93-79,,
4:53.0,D. Howard makes free throw 2 of 2,1,94-79,,
4:44.0,,,94-79,,Shooting foul by D. Howard (drawn by K. Bryant)
4:44.0,,,94-80,1,K. Bryant makes free throw 1 of 3
4:44.0,,,94-80,,K. Bryant misses free throw 2 of 3
4:44.0,,,94-80,,Offensive rebound by Team
4:44.0,,,94-81,1,K. Bryant makes free throw 3 of 3
4:43.0,,,94-81,,Personal take foul by K. Bryant (drawn by D. Howard)
4:43.0,D. Howard makes free throw 1 of 2,1,95-81,,
4:43.0,D. Howard makes free throw 2 of 2,1,96-81,,
4:29.0,,,96-81,,K. Bryant misses 3-pt shot from 25 ft
4:26.0,,,96-81,,Offensive rebound by L. Nance
4:12.0,,,96-81,,D. Russell misses 3-pt shot from 25 ft
4:11.0,Defensive rebound by P. Beverley,,96-81,,
4:06.0,,,96-81,,Personal take foul by L. Nance (drawn by D. Howard)
4:06.0,D. Howard misses free throw 1 of 2,,96-81,,
4:06.0,Offensive rebound by Team,,96-81,,
4:06.0,D. Howard makes free throw 2 of 2,1,97-81,,
3:52.0,,,97-81,,J. Clarkson misses 3-pt shot from 26 ft
3:51.0,Defensive rebound by Team,,97-81,,
3:47.0,,,97-81,,Personal take foul by R. Hibbert (drawn by D. Howard)
3:47.0,,,97-81,,J. Randle enters the game for R. Hibbert
3:47.0,D. Howard makes free throw 1 of 2,1,98-81,,
3:47.0,D. Howard misses free throw 2 of 2,,98-81,,
3:46.0,Offensive rebound by C. Capela,,98-81,,
3:43.0,C. Capela misses 2-pt shot from 1 ft,,98-81,,
3:41.0,Offensive rebound by C. Capela,,98-81,,
3:41.0,C. Capela makes 2-pt shot from 2 ft,2,100-81,,
3:27.0,Personal foul by J. Harden (drawn by J. Clarkson),,100-81,,
3:27.0,,,100-81,,N. Young enters the game for K. Bryant
3:27.0,Houston full timeout,,100-81,,
3:27.0,T. Lawson enters the game for P. Beverley,,100-81,,
3:27.0,,,100-81,,Violation by Team (delay of game)
3:19.0,,,100-83,2,L. Nance makes 2-pt shot at rim (assist by J. Randle)
2:59.0,C. Capela misses 2-pt shot from 5 ft,,100-83,,
2:58.0,Offensive rebound by D. Howard,,100-83,,
2:58.0,D. Howard makes 2-pt shot from 1 ft,2,102-83,,
2:44.0,,,102-85,2,D. Russell makes 2-pt shot from 2 ft
2:25.0,T. Ariza misses 3-pt shot from 24 ft,,102-85,,
2:25.0,Offensive rebound by D. Howard,,102-85,,
2:25.0,,,102-85,,Personal foul by J. Randle (drawn by D. Howard)
2:25.0,D. Howard misses free throw 1 of 2,,102-85,,
2:25.0,Offensive rebound by Team,,102-85,,
2:25.0,M. Harrell enters the game for C. Capela,,102-85,,
2:25.0,K. McDaniels enters the game for T. Ariza,,102-85,,
2:25.0,C. Brewer enters the game for J. Harden,,102-85,,
2:25.0,D. Howard misses free throw 2 of 2,,102-85,,
2:23.0,,,102-85,,Defensive rebound by J. Randle
2:13.0,Violation by D. Howard (kicked ball),,102-85,,
2:13.0,D. Motiejunas enters the game for D. Howard,,102-85,,
2:03.0,,,102-85,,J. Randle misses 2-pt shot from 1 ft
2:02.0,,,102-85,,Offensive rebound by J. Randle
2:01.0,Personal foul by D. Motiejunas (drawn by J. Randle),,102-85,,
1:49.0,,,102-85,,J. Clarkson misses 3-pt shot from 24 ft
1:47.0,Defensive rebound by K. McDaniels,,102-85,,
1:41.0,D. Motiejunas makes 2-pt shot from 1 ft (assist by C. Brewer),2,104-85,,
1:26.0,,,104-85,,J. Clarkson misses 3-pt shot from 26 ft
1:25.0,,,104-85,,Offensive rebound by J. Clarkson
1:10.0,,,104-85,,D. Russell misses 3-pt shot from 25 ft
1:09.0,Defensive rebound by Team,,104-85,,
0:57.0,C. Brewer misses 3-pt shot from 24 ft,,104-85,,
0:56.0,,,104-85,,Defensive rebound by J. Clarkson
0:47.0,,,104-87,2,J. Clarkson makes 2-pt shot from 2 ft
0:37.0,Turnover by D. Motiejunas (lost ball),,104-87,,
0:28.0,,,104-87,,N. Young misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by D. Motiejunas,,104-87,,
0:18.0,D. Motiejunas makes 3-pt shot from 25 ft (assist by M. Harrell),3,107-87,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
