time,Sacramento,pts.away,score,pts.home,New Orleans
7:02.0,,,97-89,,Shooting foul by D. Cousins (drawn by R. Anderson)
7:02.0,,,97-89,,R. Anderson misses free throw 1 of 2
7:02.0,,,97-89,,Offensive rebound by Team
7:02.0,,,97-90,1,R. Anderson makes free throw 2 of 2
6:40.0,R. Rondo makes 3-pt shot from 23 ft,3,100-90,,
6:25.0,,,100-92,2,R. Anderson makes 2-pt shot from 9 ft (assist by N. Cole)
6:07.0,Shooting foul by A. Davis (drawn by M. Belinelli),,100-92,,
6:07.0,M. Belinelli makes free throw 1 of 2,1,101-92,,
6:07.0,M. Belinelli makes free throw 2 of 2,1,102-92,,
5:59.0,,,102-95,3,J. Holiday makes 3-pt shot from 25 ft
5:36.0,R. Gay makes 2-pt shot from 1 ft (assist by D. Cousins),2,104-95,,
5:26.0,,,104-97,2,A. Davis makes 2-pt shot from 2 ft (assist by J. Holiday)
5:06.0,D. Cousins misses 2-pt shot from 2 ft (block by A. Davis),,104-97,,
5:04.0,Offensive rebound by D. Cousins,,104-97,,
5:02.0,D. Cousins makes 2-pt shot at rim,2,106-97,,
4:48.0,,,106-97,,A. Davis misses 2-pt shot at rim
4:47.0,,,106-97,,Offensive rebound by R. Anderson
4:43.0,,,106-99,2,R. Anderson makes 2-pt shot from 6 ft
4:21.0,Turnover by D. Cousins (lost ball; steal by N. Cole),,106-99,,
4:18.0,,,106-99,,Shooting foul by M. Belinelli (drawn by N. Cole)
4:18.0,,,106-99,,N. Cole misses free throw 1 of 2
4:18.0,,,106-99,,Offensive rebound by Team
4:18.0,,,106-100,1,N. Cole makes free throw 2 of 2
4:02.0,D. Cousins makes 2-pt shot from 5 ft,2,108-100,,
3:53.0,,,108-100,,A. Davis misses 2-pt shot from 2 ft
3:52.0,Defensive rebound by R. Gay,,108-100,,
3:51.0,Turnover by R. Gay (bad pass; steal by R. Anderson),,108-100,,
3:50.0,,,108-102,2,R. Anderson makes 2-pt shot at rim
3:22.0,R. Gay misses 2-pt shot from 18 ft,,108-102,,
3:21.0,,,108-102,,Defensive rebound by A. Davis
3:11.0,,,108-104,2,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday)
3:11.0,,,108-104,,Shooting foul by D. Cousins (drawn by A. Davis)
3:11.0,Sacramento full timeout,,108-104,,
3:11.0,,,108-104,,A. Davis misses free throw 1 of 1
3:10.0,Defensive rebound by R. Gay,,108-104,,
2:59.0,,,108-104,,Personal foul by D. Cunningham (drawn by D. Cousins)
2:59.0,Official timeout,,108-104,,
2:48.0,Turnover by D. Collison (bad pass; steal by J. Holiday),,108-104,,
2:44.0,,,108-106,2,D. Cunningham makes 2-pt shot at rim (assist by J. Holiday)
2:24.0,Shooting foul by A. Davis (drawn by D. Cousins),,108-106,,
2:24.0,D. Cousins makes free throw 1 of 2,1,109-106,,
2:24.0,D. Cousins makes free throw 2 of 2,1,110-106,,
2:12.0,,,110-106,,J. Holiday misses 2-pt shot from 2 ft
2:11.0,,,110-106,,Offensive rebound by A. Davis
2:11.0,,,110-108,2,A. Davis makes 2-pt shot at rim
1:49.0,D. Cousins misses 2-pt shot from 1 ft,,110-108,,
1:48.0,,,110-108,,Defensive rebound by A. Davis
1:43.0,,,110-108,,Turnover by J. Holiday (bad pass; steal by D. Collison)
1:37.0,Turnover by R. Rondo (lost ball; steal by D. Cunningham),,110-108,,
1:30.0,,,110-108,,New Orleans full timeout
1:30.0,Q. Acy enters the game for M. Belinelli,,110-108,,
1:22.0,Personal foul by R. Rondo (drawn by J. Holiday),,110-108,,
1:13.0,,,110-108,,D. Cunningham misses 3-pt shot from 22 ft
1:12.0,Defensive rebound by Q. Acy,,110-108,,
0:58.0,,,110-108,,Personal foul by N. Cole (drawn by D. Cousins)
0:58.0,M. Belinelli enters the game for Q. Acy,,110-108,,
0:58.0,,,110-108,,K. Perkins enters the game for R. Anderson
0:47.0,D. Cousins misses 2-pt shot from 1 ft (block by K. Perkins),,110-108,,
0:46.0,,,110-108,,Defensive rebound by J. Holiday
0:45.0,,,110-108,,New Orleans full timeout
0:45.0,,,110-108,,R. Anderson enters the game for K. Perkins
0:45.0,Q. Acy enters the game for M. Belinelli,,110-108,,
0:36.0,,,110-111,3,D. Cunningham makes 3-pt shot from 23 ft (assist by N. Cole)
0:36.0,Sacramento full timeout,,110-111,,
0:36.0,,,110-111,,K. Perkins enters the game for R. Anderson
0:36.0,M. Belinelli enters the game for Q. Acy,,110-111,,
0:28.0,D. Collison misses 2-pt shot at rim,,110-111,,
0:27.0,,,110-111,,Defensive rebound by J. Holiday
0:13.0,,,110-113,2,J. Holiday makes 2-pt shot from 18 ft
0:13.0,Sacramento full timeout,,110-113,,
0:13.0,,,110-113,,A. Gee enters the game for K. Perkins
0:08.0,R. Gay makes 2-pt shot from 1 ft,2,112-113,,
0:07.0,Personal take foul by R. Rondo (drawn by N. Cole),,112-113,,
0:07.0,,,112-114,1,N. Cole makes free throw 1 of 2
0:07.0,,,112-115,1,N. Cole makes free throw 2 of 2
0:03.0,Turnover by D. Collison (lost ball; steal by J. Holiday),,112-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
