time,Sacramento,pts.away,score,pts.home,LA Clippers
10:19.0,,,83-85,,J. Crawford misses 2-pt shot from 20 ft
10:18.0,Defensive rebound by D. Collison,,83-85,,
10:03.0,,,83-85,,Personal foul by A. Rivers (drawn by C. Butler)
9:56.0,Offensive charge foul by O. Casspi,,83-85,,
9:56.0,Turnover by O. Casspi (offensive foul),,83-85,,
9:42.0,,,83-87,2,J. Smith makes 2-pt shot at rim
9:21.0,C. Butler makes 2-pt shot from 19 ft (assist by M. Belinelli),2,85-87,,
9:01.0,Shooting block foul by W. Cauley-Stein (drawn by J. Crawford),,85-87,,
9:01.0,,,85-88,1,J. Crawford makes free throw 1 of 2
9:01.0,,,85-88,,D. Jordan enters the game for J. Smith
9:01.0,K. Koufos enters the game for W. Cauley-Stein,,85-88,,
9:01.0,R. Gay enters the game for O. Casspi,,85-88,,
9:01.0,,,85-89,1,J. Crawford makes free throw 2 of 2
8:54.0,Shooting foul by W. Johnson (drawn by D. Collison),,85-89,,
8:54.0,Official timeout,,85-89,,
8:54.0,,,85-89,,C. Paul enters the game for A. Rivers
8:54.0,D. Collison makes free throw 1 of 2,1,86-89,,
8:54.0,D. Collison makes free throw 2 of 2,1,87-89,,
8:43.0,,,87-89,,J. Crawford misses 2-pt shot from 3 ft (block by K. Koufos)
8:43.0,,,87-89,,Offensive rebound by Team
8:43.0,,,87-89,,B. Griffin enters the game for P. Pierce
8:36.0,,,87-91,2,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul)
8:25.0,D. Collison misses 2-pt shot from 3 ft (block by D. Jordan),,87-91,,
8:23.0,,,87-91,,Defensive rebound by C. Paul
8:18.0,Personal foul by R. Gay (drawn by B. Griffin),,87-91,,
8:09.0,,,87-91,,C. Paul misses 2-pt shot from 7 ft
8:09.0,,,87-91,,Offensive rebound by B. Griffin
8:05.0,,,87-93,2,B. Griffin makes 2-pt shot from 1 ft
7:43.0,C. Butler misses 3-pt shot from 24 ft,,87-93,,
7:43.0,,,87-93,,Defensive rebound by D. Jordan
7:33.0,,,87-95,2,J. Crawford makes 2-pt shot from 16 ft
7:26.0,,,87-95,,Personal foul by W. Johnson (drawn by R. Gay)
7:26.0,R. Rondo enters the game for C. Butler,,87-95,,
7:22.0,Shooting foul by J. Crawford (drawn by M. Belinelli),,87-95,,
7:22.0,M. Belinelli makes free throw 1 of 2,1,88-95,,
7:22.0,,,88-95,,J. Redick enters the game for W. Johnson
7:22.0,M. Belinelli makes free throw 2 of 2,1,89-95,,
7:15.0,,,89-95,,Turnover by C. Paul (bad pass; steal by R. Rondo)
7:00.0,D. Collison makes 2-pt shot from 17 ft,2,91-95,,
6:44.0,,,91-95,,Turnover by B. Griffin (lost ball; steal by R. Gay)
6:34.0,R. Gay makes 3-pt shot from 25 ft (assist by R. Rondo),3,94-95,,
6:18.0,,,94-95,,B. Griffin misses 2-pt shot from 17 ft
6:17.0,Defensive rebound by K. Koufos,,94-95,,
6:13.0,Shooting foul by J. Redick (drawn by R. Gay),,94-95,,
6:13.0,R. Gay makes free throw 1 of 2,1,95-95,,
6:13.0,R. Gay makes free throw 2 of 2,1,96-95,,
5:59.0,,,96-97,2,B. Griffin makes 2-pt shot from 1 ft (assist by J. Redick)
5:42.0,R. Gay misses 2-pt shot from 22 ft,,96-97,,
5:41.0,,,96-97,,Defensive rebound by J. Crawford
5:26.0,,,96-99,2,C. Paul makes 2-pt shot from 1 ft
5:26.0,Sacramento full timeout,,96-99,,
5:06.0,R. Gay misses 2-pt shot from 18 ft,,96-99,,
5:06.0,,,96-99,,Defensive rebound by Team
5:06.0,Loose ball foul by K. Koufos (drawn by B. Griffin),,96-99,,
5:06.0,,,96-100,1,B. Griffin makes free throw 1 of 2
5:06.0,,,96-101,1,B. Griffin makes free throw 2 of 2
4:51.0,M. Belinelli misses 2-pt shot from 18 ft,,96-101,,
4:51.0,,,96-101,,Defensive rebound by B. Griffin
4:39.0,,,96-101,,C. Paul misses 2-pt shot from 16 ft
4:38.0,,,96-101,,Offensive rebound by D. Jordan
4:26.0,,,96-103,2,B. Griffin makes 2-pt shot from 8 ft
4:09.0,R. Rondo misses 3-pt shot from 22 ft,,96-103,,
4:09.0,Offensive rebound by R. Gay,,96-103,,
4:05.0,R. Gay misses 2-pt shot from 5 ft,,96-103,,
4:02.0,,,96-103,,Defensive rebound by D. Jordan
3:50.0,,,96-103,,Turnover by C. Paul (bad pass)
3:31.0,R. Gay makes 2-pt shot from 7 ft (assist by R. Rondo),2,98-103,,
3:03.0,,,98-105,2,B. Griffin makes 2-pt shot from 6 ft
2:53.0,R. Rondo makes 2-pt shot from 15 ft,2,100-105,,
2:46.0,Personal take foul by K. Koufos (drawn by D. Jordan),,100-105,,
2:46.0,,,100-105,,LA Clippers full timeout
2:46.0,,,100-105,,D. Jordan misses free throw 1 of 2
2:46.0,,,100-105,,Offensive rebound by Team
2:46.0,,,100-106,1,D. Jordan makes free throw 2 of 2
2:19.0,D. Collison makes 3-pt shot from 25 ft,3,103-106,,
2:13.0,Personal take foul by R. Rondo (drawn by D. Jordan),,103-106,,
2:13.0,,,103-106,,D. Jordan misses free throw 1 of 2
2:13.0,,,103-106,,Offensive rebound by Team
2:13.0,,,103-107,1,D. Jordan makes free throw 2 of 2
1:52.0,D. Collison misses 2-pt shot from 2 ft (block by D. Jordan),,103-107,,
1:52.0,Offensive rebound by R. Gay,,103-107,,
1:49.0,R. Gay misses 2-pt shot from 15 ft,,103-107,,
1:49.0,Offensive rebound by K. Koufos,,103-107,,
1:46.0,K. Koufos makes 2-pt shot at rim,2,105-107,,
1:46.0,Personal take foul by D. Collison (drawn by D. Jordan),,105-107,,
1:46.0,Technical foul by D. Collison (drawn by D. Jordan),,105-107,,
1:46.0,,,105-108,1,J. Redick makes technical free throw
1:46.0,,,105-108,,LA Clippers full timeout
1:36.0,Personal block foul by D. Collison (drawn by C. Paul),,105-108,,
1:36.0,,,105-109,1,C. Paul makes free throw 1 of 2
1:36.0,,,105-110,1,C. Paul makes free throw 2 of 2
1:24.0,Turnover by Team (back court),,105-110,,
1:14.0,,,105-110,,Turnover by C. Paul (bad pass; steal by R. Rondo)
1:11.0,D. Collison makes 2-pt shot at rim (assist by R. Rondo),2,107-110,,
0:47.0,,,107-110,,B. Griffin misses 2-pt shot from 4 ft
0:45.0,Defensive rebound by R. Rondo,,107-110,,
0:38.0,R. Gay misses 3-pt shot from 25 ft,,107-110,,
0:37.0,,,107-110,,Defensive rebound by D. Jordan
0:18.0,,,107-110,,Shooting foul by K. Koufos (drawn by B. Griffin)
0:18.0,O. Casspi enters the game for K. Koufos,,107-110,,
0:18.0,,,107-111,1,B. Griffin makes free throw 1 of 2
0:18.0,,,107-112,1,B. Griffin makes free throw 2 of 2
0:18.0,Sacramento full timeout,,107-112,,
0:16.0,M. Belinelli makes 2-pt shot from 20 ft (assist by R. Rondo),2,109-112,,
0:09.0,Personal take foul by O. Casspi (drawn by J. Redick),,109-112,,
0:09.0,,,109-113,1,J. Redick makes free throw 1 of 2
0:09.0,,,109-113,,A. Rivers enters the game for J. Crawford
0:09.0,,,109-114,1,J. Redick makes free throw 2 of 2
0:09.0,Sacramento full timeout,,109-114,,
0:03.0,R. Gay misses 2-pt shot from 1 ft,,109-114,,
0:02.0,Offensive rebound by R. Gay,,109-114,,
0:01.0,R. Gay misses 2-pt shot at rim,,109-114,,
0:00.0,,,109-114,,Defensive rebound by D. Jordan
0:00.0,End of 4th quarter,,,,End of 4th quarter
