time,Philadelphia,pts.away,score,pts.home,Milwaukee
5:27.0,,,77-80,,J. Bayless enters the game for R. Vaughn
5:27.0,,,77-80,,G. Antetokounmpo enters the game for C. Copeland
5:27.0,N. Noel enters the game for J. Okafor,,77-80,,
5:27.0,P. Pressey enters the game for T. McConnell,,77-80,,
5:11.0,,,77-80,,J. Bayless misses 2-pt shot from 16 ft
5:09.0,Defensive rebound by N. Stauskas,,77-80,,
4:45.0,H. Thompson misses 3-pt shot from 24 ft,,77-80,,
4:44.0,,,77-80,,Defensive rebound by G. Monroe
4:26.0,,,77-80,,G. Vasquez misses 3-pt shot from 27 ft
4:25.0,Defensive rebound by P. Pressey,,77-80,,
4:21.0,,,77-80,,Personal block foul by G. Vasquez
4:21.0,,,77-80,,T. Ennis enters the game for G. Vasquez
4:12.0,N. Noel makes 2-pt shot from 1 ft (assist by P. Pressey),2,79-80,,
3:59.0,,,79-80,,T. Ennis misses 2-pt shot from 1 ft
3:57.0,Defensive rebound by N. Stauskas,,79-80,,
3:51.0,N. Noel makes 2-pt shot at rim (assist by N. Stauskas),2,81-80,,
3:23.0,,,81-80,,K. Middleton misses 3-pt shot from 26 ft
3:22.0,Defensive rebound by J. Grant,,81-80,,
3:12.0,Shooting foul by T. Ennis (drawn by J. Grant),,81-80,,
3:12.0,J. Grant makes free throw 1 of 2,1,82-80,,
3:12.0,J. Grant makes free throw 2 of 2,1,83-80,,
2:55.0,,,83-80,,G. Monroe misses 2-pt shot from 1 ft (block by J. Grant)
2:55.0,,,83-80,,Offensive rebound by Team
2:55.0,Official timeout,,83-80,,
2:55.0,,,83-80,,G. Vasquez enters the game for T. Ennis
2:55.0,J. Okafor enters the game for J. Grant,,83-80,,
2:55.0,T. McConnell enters the game for P. Pressey,,83-80,,
2:54.0,Personal block foul by N. Stauskas (drawn by K. Middleton),,83-80,,
2:50.0,,,83-82,2,K. Middleton makes 2-pt shot at rim (assist by G. Monroe)
2:29.0,N. Noel makes 2-pt shot from 2 ft (assist by T. McConnell),2,85-82,,
2:08.0,,,85-84,2,G. Monroe makes 2-pt shot from 2 ft
1:48.0,N. Noel misses 2-pt shot at rim,,85-84,,
1:46.0,,,85-84,,Defensive rebound by G. Antetokounmpo
1:29.0,,,85-86,2,G. Monroe makes 2-pt shot at rim (assist by K. Middleton)
1:29.0,Philadelphia full timeout,,85-86,,
1:06.0,Turnover by N. Stauskas (lost ball; steal by G. Monroe),,85-86,,
0:48.0,,,85-89,3,K. Middleton makes 3-pt shot from 27 ft (assist by G. Vasquez)
0:48.0,Philadelphia full timeout,,85-89,,
0:34.0,N. Stauskas misses 3-pt shot from 26 ft,,85-89,,
0:33.0,,,85-89,,Defensive rebound by G. Monroe
0:13.0,,,85-89,,K. Middleton misses 2-pt shot from 11 ft
0:12.0,Defensive rebound by H. Thompson,,85-89,,
0:03.0,J. Okafor makes 2-pt shot from 1 ft (assist by T. McConnell),2,87-89,,
0:02.0,,,87-89,,Milwaukee full timeout
0:02.0,J. Grant enters the game for J. Okafor,,87-89,,
0:02.0,J. Sampson enters the game for N. Stauskas,,87-89,,
0:02.0,R. Holmes enters the game for T. McConnell,,87-89,,
0:01.0,Personal foul by J. Sampson (drawn by K. Middleton),,87-89,,
0:01.0,,,87-90,1,K. Middleton makes free throw 1 of 2
0:01.0,N. Stauskas enters the game for J. Sampson,,87-90,,
0:01.0,,,87-91,1,K. Middleton makes free throw 2 of 2
0:01.0,Philadelphia full timeout,,87-91,,
0:01.0,I. Canaan enters the game for N. Noel,,87-91,,
0:00.0,N. Stauskas misses 3-pt shot from 33 ft,,87-91,,
0:00.0,Offensive rebound by Team,,87-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
