time,Portland,pts.away,score,pts.home,LA Clippers
5:34.0,Inbound foul by E. Davis,,79-76,,
5:34.0,,,79-76,,D. Jordan misses free throw 1 of 2
5:34.0,,,79-76,,Offensive rebound by Team
5:34.0,,,79-76,,D. Jordan misses free throw 2 of 2
5:33.0,Defensive rebound by M. Harkless,,79-76,,
5:10.0,E. Davis misses 2-pt shot from 2 ft (block by J. Green),,79-76,,
5:10.0,Offensive rebound by Team,,79-76,,
5:10.0,Turnover by Team (shot clock),,79-76,,
5:00.0,Personal foul by C. McCollum,,79-76,,
4:53.0,,,79-76,,Turnover by C. Paul (lost ball; steal by E. Davis)
4:47.0,C. McCollum misses 3-pt shot from 25 ft,,79-76,,
4:42.0,,,79-76,,Defensive rebound by D. Jordan
4:32.0,,,79-76,,C. Paul misses 2-pt shot from 14 ft
4:31.0,Defensive rebound by D. Lillard,,79-76,,
4:19.0,D. Lillard misses 2-pt shot from 11 ft,,79-76,,
4:15.0,Offensive rebound by M. Harkless,,79-76,,
4:15.0,M. Harkless makes 2-pt shot from 1 ft,2,81-76,,
4:03.0,,,81-76,,J. Redick misses 2-pt shot from 1 ft (block by E. Davis)
4:03.0,Defensive rebound by Team,,81-76,,
4:03.0,M. Plumlee enters the game for E. Davis,,81-76,,
3:51.0,Offensive foul by M. Plumlee,,81-76,,
3:51.0,Turnover by M. Plumlee (offensive foul),,81-76,,
3:51.0,,,81-76,,W. Johnson enters the game for J. Green
3:43.0,,,81-76,,J. Crawford misses 2-pt shot from 19 ft
3:40.0,Defensive rebound by M. Plumlee,,81-76,,
3:22.0,C. McCollum makes 2-pt shot from 19 ft,2,83-76,,
3:21.0,,,83-76,,LA Clippers full timeout
3:17.0,Personal take foul by M. Plumlee,,83-76,,
3:17.0,,,83-77,1,D. Jordan makes free throw 1 of 2
3:17.0,,,83-78,1,D. Jordan makes free throw 2 of 2
3:02.0,C. McCollum makes 2-pt shot from 17 ft,2,85-78,,
2:58.0,Personal foul by M. Harkless,,85-78,,
2:58.0,,,85-79,1,C. Paul makes free throw 1 of 2
2:58.0,,,85-79,,A. Rivers enters the game for W. Johnson
2:58.0,,,85-80,1,C. Paul makes free throw 2 of 2
2:44.0,M. Harkless makes 2-pt shot at rim (assist by C. McCollum),2,87-80,,
2:29.0,,,87-82,2,C. Paul makes 2-pt shot from 16 ft
2:11.0,Shooting foul by D. Jordan (drawn by M. Plumlee),,87-82,,
2:11.0,M. Plumlee misses free throw 1 of 2,,87-82,,
2:11.0,Offensive rebound by Team,,87-82,,
2:11.0,M. Plumlee makes free throw 2 of 2,1,88-82,,
2:02.0,,,88-84,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
1:39.0,Turnover by M. Plumlee (bad pass),,88-84,,
1:31.0,,,88-86,2,J. Crawford makes 2-pt shot from 1 ft
1:14.0,A. Crabbe misses 3-pt shot from 24 ft,,88-86,,
1:13.0,,,88-86,,Defensive rebound by A. Rivers
0:56.0,,,88-86,,J. Crawford misses 2-pt shot from 17 ft
0:56.0,,,88-86,,Offensive rebound by D. Jordan
0:51.0,,,88-89,3,J. Crawford makes 3-pt shot from 25 ft (assist by C. Paul)
0:51.0,Portland full timeout,,88-89,,
0:51.0,,,88-89,,L. Mbah a Moute enters the game for J. Redick
0:47.0,D. Lillard makes 2-pt shot from 11 ft (assist by A. Crabbe),2,90-89,,
0:47.0,Shooting foul by C. Paul (drawn by D. Lillard),,90-89,,
0:47.0,D. Lillard makes free throw 1 of 1,1,91-89,,
0:47.0,,,91-89,,LA Clippers full timeout
0:47.0,,,91-89,,J. Redick enters the game for L. Mbah a Moute
0:47.0,E. Davis enters the game for M. Plumlee,,91-89,,
0:43.0,,,91-89,,Shooting foul by M. Harkless (drawn by C. Paul)
0:43.0,,,91-90,1,C. Paul makes free throw 1 of 2
0:43.0,,,91-90,,L. Mbah a Moute enters the game for J. Redick
0:43.0,,,91-91,1,C. Paul makes free throw 2 of 2
0:24.0,D. Lillard makes 3-pt shot from 24 ft,3,94-91,,
0:24.0,,,94-91,,W. Johnson enters the game for L. Mbah a Moute
0:24.0,,,94-91,,J. Redick enters the game for A. Rivers
0:11.0,,,94-94,3,J. Crawford makes 3-pt shot from 29 ft (assist by W. Johnson)
0:11.0,Portland full timeout,,94-94,,
0:11.0,,,94-94,,A. Rivers enters the game for J. Redick
0:11.0,,,94-94,,L. Mbah a Moute enters the game for J. Crawford
0:02.0,M. Harkless misses 2-pt shot from 1 ft,,94-94,,
0:01.0,,,94-94,,Defensive rebound by L. Mbah a Moute
0:01.0,,,94-94,,LA Clippers full timeout
0:01.0,M. Plumlee enters the game for M. Harkless,,94-94,,
0:01.0,,,94-94,,J. Crawford enters the game for L. Mbah a Moute
0:01.0,,,94-94,,J. Redick enters the game for A. Rivers
0:01.0,,,94-96,2,J. Redick makes 2-pt shot from 20 ft (assist by C. Paul)
0:00.0,End of 4th quarter,,,,End of 4th quarter
