time,Chicago,pts.away,score,pts.home,Toronto
0:26.0,D. McDermott enters the game for T. Gibson,,106-103,,
0:26.0,Turnover by Team (5 sec inbounds),,106-103,,
0:26.0,,,106-103,,T. Ross enters the game for B. Biyombo
0:26.0,T. Gibson enters the game for D. McDermott,,106-103,,
0:20.0,,,106-105,2,D. DeRozan makes 2-pt shot from 2 ft
0:20.0,Chicago full timeout,,106-105,,
0:20.0,D. McDermott enters the game for T. Gibson,,106-105,,
0:20.0,,,106-105,,B. Biyombo enters the game for T. Ross
0:19.0,,,106-105,,Personal take foul by B. Biyombo
0:16.0,,,106-105,,Personal foul by D. DeRozan
0:16.0,N. Mirotic makes free throw 1 of 2,1,107-105,,
0:16.0,T. Gibson enters the game for D. McDermott,,107-105,,
0:16.0,N. Mirotic makes free throw 2 of 2,1,108-105,,
0:16.0,,,108-105,,Toronto full timeout
0:16.0,,,108-105,,L. Scola enters the game for B. Biyombo
0:16.0,,,108-105,,T. Ross enters the game for C. Joseph
0:10.0,,,108-107,2,K. Lowry makes 2-pt shot from 1 ft
0:09.0,,,108-107,,B. Biyombo enters the game for L. Scola
0:09.0,,,108-107,,C. Joseph enters the game for T. Ross
0:09.0,D. McDermott enters the game for T. Gibson,,108-107,,
0:06.0,,,108-107,,Personal take foul by K. Lowry
0:06.0,J. Butler misses free throw 1 of 2,,108-107,,
0:06.0,Offensive rebound by Team,,108-107,,
0:06.0,T. Gibson enters the game for D. McDermott,,108-107,,
0:06.0,,,108-107,,T. Ross enters the game for B. Biyombo
0:06.0,J. Butler makes free throw 2 of 2,1,109-107,,
0:01.0,,,109-107,,D. DeRozan misses 2-pt shot from 1 ft (block by J. Butler)
0:01.0,Defensive rebound by Team,,109-107,,
0:01.0,Chicago full timeout,,109-107,,
0:01.0,D. McDermott enters the game for T. Gibson,,109-107,,
0:01.0,,,109-107,,B. Biyombo enters the game for T. Ross
0:00.0,Turnover by J. Holiday (lost ball; steal by D. DeRozan),,109-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
