time,Brooklyn,pts.away,score,pts.home,Cleveland
4:19.0,W. Ellington misses 3-pt shot from 26 ft,,83-79,,
4:19.0,,,83-79,,Defensive rebound by L. James
3:56.0,,,83-79,,L. James misses 3-pt shot from 24 ft
3:55.0,Defensive rebound by J. Johnson,,83-79,,
3:41.0,J. Jack misses 2-pt shot from 14 ft,,83-79,,
3:39.0,,,83-79,,Defensive rebound by K. Love
3:26.0,,,83-81,2,L. James makes 2-pt shot from 1 ft
3:26.0,,,83-81,,Shooting foul by B. Lopez (drawn by L. James)
3:26.0,R. Hollis-Jefferson enters the game for W. Ellington,,83-81,,
3:26.0,,,83-81,,M. Dellavedova enters the game for M. Williams
3:26.0,,,83-82,1,L. James makes free throw 1 of 1
3:06.0,Turnover by J. Johnson (offensive foul),,83-82,,
3:06.0,Offensive foul by J. Johnson,,83-82,,
2:44.0,,,83-84,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
2:25.0,J. Jack misses 2-pt shot from 19 ft,,83-84,,
2:24.0,,,83-84,,Defensive rebound by L. James
2:24.0,,,83-84,,Cleveland full timeout
2:11.0,,,83-84,,L. James misses 2-pt shot from 14 ft
2:09.0,Defensive rebound by J. Jack,,83-84,,
1:53.0,Offensive foul by B. Lopez,,83-84,,
1:53.0,Turnover by B. Lopez (offensive foul),,83-84,,
1:43.0,,,83-84,,Turnover by M. Dellavedova (bad pass; steal by J. Johnson)
1:42.0,Brooklyn full timeout,,83-84,,
1:42.0,W. Ellington enters the game for R. Hollis-Jefferson,,83-84,,
1:23.0,Shooting foul by J. Smith (drawn by J. Johnson),,83-84,,
1:23.0,J. Johnson makes free throw 1 of 2,1,84-84,,
1:23.0,R. Hollis-Jefferson enters the game for W. Ellington,,84-84,,
1:23.0,J. Johnson makes free throw 2 of 2,1,85-84,,
1:13.0,,,85-86,2,T. Thompson makes 2-pt shot from 1 ft (assist by L. James)
1:13.0,,,85-86,,Shooting foul by R. Hollis-Jefferson (drawn by T. Thompson)
1:13.0,W. Ellington enters the game for R. Hollis-Jefferson,,85-86,,
1:13.0,,,85-86,,T. Thompson misses free throw 1 of 1
1:13.0,Defensive rebound by T. Young,,85-86,,
0:56.0,Turnover by B. Lopez (lost ball; steal by L. James),,85-86,,
0:35.0,,,85-86,,L. James misses 3-pt shot from 26 ft
0:34.0,Defensive rebound by T. Young,,85-86,,
0:34.0,Brooklyn full timeout,,85-86,,
0:34.0,,,85-86,,R. Jefferson enters the game for K. Love
0:19.0,J. Johnson misses 2-pt shot from 6 ft,,85-86,,
0:17.0,,,85-86,,Defensive rebound by L. James
0:16.0,Personal foul by J. Jack (drawn by L. James),,85-86,,
0:16.0,,,85-87,1,L. James makes free throw 1 of 2
0:16.0,,,85-88,1,L. James makes free throw 2 of 2
0:16.0,Brooklyn full timeout,,85-88,,
0:15.0,,,85-88,,Personal foul by J. Smith (drawn by J. Johnson)
0:15.0,J. Johnson makes free throw 1 of 3,1,86-88,,
0:15.0,J. Johnson makes free throw 2 of 3,1,87-88,,
0:15.0,,,87-88,,Cleveland full timeout
0:15.0,,,87-88,,K. Love enters the game for R. Jefferson
0:15.0,R. Hollis-Jefferson enters the game for W. Ellington,,87-88,,
0:15.0,J. Johnson makes free throw 3 of 3,1,88-88,,
0:15.0,,,88-88,,Cleveland full timeout
0:02.0,,,88-90,2,L. James makes 2-pt shot from 7 ft
0:00.0,J. Jack misses 3-pt shot from 62 ft,,88-90,,
0:00.0,Offensive rebound by Team,,88-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
