time,Philadelphia,pts.away,score,pts.home,Miami
3:26.0,R. Covington misses 2-pt shot from 1 ft (block by H. Whiteside),,87-89,,
3:25.0,,,87-89,,Defensive rebound by G. Dragic
3:21.0,,,87-91,2,D. Wade makes 2-pt shot at rim (assist by G. Dragic)
3:21.0,Philadelphia full timeout,,87-91,,
3:03.0,I. Canaan misses 3-pt shot from 24 ft (block by H. Whiteside),,87-91,,
3:02.0,,,87-91,,Defensive rebound by L. Deng
2:58.0,Personal foul by J. Grant (drawn by H. Whiteside),,87-91,,
2:47.0,,,87-91,,D. Wade misses 2-pt shot from 1 ft
2:46.0,,,87-91,,Offensive rebound by L. Deng
2:43.0,,,87-91,,Shooting foul by R. Covington (drawn by H. Whiteside)
2:43.0,,,87-92,1,H. Whiteside makes free throw 1 of 2
2:43.0,,,87-92,,H. Whiteside misses free throw 2 of 2
2:42.0,,,87-92,,Offensive rebound by L. Deng
2:21.0,,,87-92,,L. Deng misses 3-pt shot from 24 ft
2:20.0,Defensive rebound by R. Covington,,87-92,,
2:02.0,I. Smith makes 2-pt shot from 2 ft,2,89-92,,
1:39.0,,,89-95,3,G. Dragic makes 3-pt shot from 23 ft (assist by D. Wade)
1:24.0,I. Smith misses 2-pt shot from 16 ft,,89-95,,
1:23.0,,,89-95,,Defensive rebound by H. Whiteside
1:00.0,,,89-97,2,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic)
1:00.0,Philadelphia full timeout,,89-97,,
0:56.0,H. Thompson enters the game for J. Grant,,89-97,,
0:42.0,I. Smith makes 3-pt shot from 24 ft,3,92-97,,
0:33.0,Personal foul by I. Canaan (drawn by D. Wade),,92-97,,
0:33.0,J. Grant enters the game for H. Thompson,,92-97,,
0:32.0,Personal foul by I. Canaan (drawn by D. Wade),,92-97,,
0:32.0,,,92-98,1,D. Wade makes free throw 1 of 2
0:32.0,H. Thompson enters the game for C. Landry,,92-98,,
0:32.0,,,92-98,,J. Winslow enters the game for H. Whiteside
0:32.0,,,92-99,1,D. Wade makes free throw 2 of 2
0:22.0,Shooting foul by D. Wade (drawn by R. Covington),,92-99,,
0:22.0,R. Covington misses free throw 1 of 3,,92-99,,
0:22.0,Offensive rebound by Team,,92-99,,
0:22.0,R. Covington makes free throw 2 of 3,1,93-99,,
0:22.0,,,93-99,,H. Whiteside enters the game for J. Winslow
0:22.0,T. McConnell enters the game for H. Thompson,,93-99,,
0:22.0,R. Covington makes free throw 3 of 3,1,94-99,,
0:22.0,,,94-99,,Miami full timeout
0:22.0,,,94-99,,J. Winslow enters the game for H. Whiteside
0:22.0,H. Thompson enters the game for T. McConnell,,94-99,,
0:21.0,Personal foul by R. Covington (drawn by D. Wade),,94-99,,
0:21.0,T. McConnell enters the game for R. Covington,,94-99,,
0:21.0,,,94-100,1,D. Wade makes free throw 1 of 2
0:21.0,,,94-101,1,D. Wade makes free throw 2 of 2
0:21.0,Philadelphia full timeout,,94-101,,
0:14.0,H. Thompson makes 2-pt shot from 3 ft,2,96-101,,
0:12.0,Personal foul by H. Thompson (drawn by D. Wade),,96-101,,
0:12.0,,,96-102,1,D. Wade makes free throw 1 of 2
0:12.0,,,96-103,1,D. Wade makes free throw 2 of 2
0:05.0,J. Grant makes 2-pt shot from 2 ft (assist by T. McConnell),2,98-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
