time,Minnesota,pts.away,score,pts.home,LA Clippers
1:35.0,Defensive rebound by R. Rubio,,98-96,,
1:20.0,K. Towns misses 2-pt shot from 21 ft,,98-96,,
1:19.0,Offensive rebound by Team,,98-96,,
1:11.0,A. Wiggins misses 2-pt shot from 18 ft,,98-96,,
1:10.0,,,98-96,,Defensive rebound by J. Redick
1:10.0,,,98-96,,LA Clippers full timeout
1:05.0,,,98-98,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
0:48.0,A. Wiggins makes 2-pt shot from 11 ft (assist by R. Rubio),2,100-98,,
0:48.0,,,100-98,,LA Clippers full timeout
0:40.0,,,100-98,,W. Johnson misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by R. Rubio,,100-98,,
0:37.0,,,100-98,,Personal take foul by W. Johnson (drawn by R. Rubio)
0:37.0,R. Rubio makes free throw 1 of 2,1,101-98,,
0:37.0,R. Rubio makes free throw 2 of 2,1,102-98,,
0:28.0,,,102-100,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
0:28.0,Minnesota full timeout,,102-100,,
0:28.0,,,102-100,,L. Stephenson enters the game for W. Johnson
0:28.0,,,102-100,,L. Mbah a Moute enters the game for J. Crawford
0:21.0,,,102-100,,Personal foul by J. Redick (drawn by R. Rubio)
0:21.0,,,102-100,,Technical foul by C. Paul
0:21.0,R. Rubio makes technical free throw,1,103-100,,
0:21.0,R. Rubio makes free throw 1 of 2,1,104-100,,
0:21.0,R. Rubio misses free throw 2 of 2,,104-100,,
0:20.0,,,104-100,,Defensive rebound by L. Stephenson
0:20.0,,,104-100,,LA Clippers full timeout
0:20.0,,,104-100,,J. Crawford enters the game for L. Mbah a Moute
0:20.0,,,104-100,,W. Johnson enters the game for L. Stephenson
0:19.0,,,104-100,,Turnover by J. Redick (lost ball)
0:19.0,Minnesota full timeout,,104-100,,
0:13.0,K. Towns makes 2-pt shot from 2 ft (assist by R. Rubio),2,106-100,,
0:12.0,Personal foul by R. Rubio (drawn by C. Paul),,106-100,,
0:12.0,,,106-101,1,C. Paul makes free throw 1 of 2
0:12.0,,,106-102,1,C. Paul makes free throw 2 of 2
0:12.0,,,106-102,,Loose ball foul by W. Johnson (drawn by T. Prince)
0:12.0,,,106-102,,P. Pierce enters the game for W. Johnson
0:12.0,T. Prince makes free throw 1 of 2,1,107-102,,
0:12.0,T. Prince makes free throw 2 of 2,1,108-102,,
0:08.0,,,108-102,,C. Paul misses 3-pt shot from 25 ft
0:07.0,,,108-102,,Offensive rebound by J. Crawford
0:05.0,,,108-102,,J. Crawford misses 2-pt shot from 2 ft
0:02.0,Defensive rebound by K. Towns,,108-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
