time,New Orleans,pts.away,score,pts.home,Phoenix
6:09.0,E. Gordon makes free throw 1 of 1,1,101-98,,
5:55.0,,,101-101,3,J. Leuer makes 3-pt shot from 24 ft (assist by B. Knight)
5:35.0,R. Anderson misses 2-pt shot from 14 ft,,101-101,,
5:33.0,,,101-101,,Defensive rebound by P. Tucker
5:28.0,,,101-101,,E. Bledsoe misses 2-pt shot from 19 ft
5:24.0,Defensive rebound by A. Davis,,101-101,,
5:17.0,I. Smith makes 2-pt shot from 18 ft,2,103-101,,
5:17.0,,,103-101,,Phoenix full timeout
5:17.0,,,103-101,,M. Morris enters the game for M. Teletovic
5:17.0,J. Holiday enters the game for A. Gee,,103-101,,
4:57.0,,,103-103,2,J. Leuer makes 2-pt shot from 13 ft
4:44.0,A. Davis makes 2-pt shot at rim (assist by I. Smith),2,105-103,,
4:29.0,,,105-105,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by B. Knight)
4:04.0,I. Smith makes 2-pt shot from 19 ft,2,107-105,,
3:46.0,,,107-108,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by B. Knight)
3:22.0,I. Smith makes 2-pt shot from 8 ft,2,109-108,,
3:07.0,,,109-108,,B. Knight misses 3-pt shot from 24 ft
3:05.0,Defensive rebound by A. Davis,,109-108,,
2:55.0,I. Smith misses 2-pt shot from 14 ft,,109-108,,
2:53.0,,,109-108,,Defensive rebound by P. Tucker
2:53.0,Loose ball foul by I. Smith (drawn by P. Tucker),,109-108,,
2:53.0,New Orleans full timeout,,109-108,,
2:42.0,,,109-110,2,J. Leuer makes 2-pt shot at rim (assist by E. Bledsoe)
2:21.0,Turnover by I. Smith (bad pass),,109-110,,
1:56.0,,,109-110,,B. Knight misses 3-pt shot from 24 ft
1:56.0,,,109-110,,Offensive rebound by Team
1:56.0,,,109-110,,Turnover by Team (shot clock)
1:38.0,E. Gordon makes 3-pt shot from 25 ft (assist by I. Smith),3,112-110,,
1:20.0,,,112-112,2,J. Leuer makes 2-pt shot from 16 ft (assist by E. Bledsoe)
1:01.0,Turnover by R. Anderson (traveling),,112-112,,
0:46.0,,,112-112,,J. Leuer misses 3-pt shot from 24 ft
0:45.0,Defensive rebound by R. Anderson,,112-112,,
0:44.0,New Orleans full timeout,,112-112,,
0:35.0,J. Holiday misses 3-pt shot from 24 ft,,112-112,,
0:33.0,,,112-112,,Defensive rebound by Team
0:33.0,D. Cunningham enters the game for I. Smith,,112-112,,
0:33.0,,,112-112,,Phoenix full timeout
0:33.0,A. Gee enters the game for R. Anderson,,112-112,,
0:30.0,,,112-112,,E. Bledsoe misses 2-pt shot from 3 ft
0:29.0,Defensive rebound by A. Davis,,112-112,,
0:29.0,New Orleans full timeout,,112-112,,
0:29.0,I. Smith enters the game for A. Gee,,112-112,,
0:29.0,R. Anderson enters the game for D. Cunningham,,112-112,,
0:23.0,J. Holiday misses 2-pt shot from 2 ft,,112-112,,
0:23.0,Offensive rebound by A. Davis,,112-112,,
0:22.0,A. Davis misses 2-pt shot from 2 ft,,112-112,,
0:22.0,Offensive rebound by A. Davis,,112-112,,
0:21.0,A. Davis makes 2-pt shot from 2 ft,2,114-112,,
0:21.0,,,114-112,,Phoenix full timeout
0:21.0,A. Gee enters the game for I. Smith,,114-112,,
0:21.0,D. Cunningham enters the game for R. Anderson,,114-112,,
0:17.0,,,114-112,,E. Bledsoe misses 2-pt shot from 2 ft
0:16.0,Defensive rebound by Team,,114-112,,
0:16.0,,,114-112,,Loose ball foul by M. Morris (drawn by A. Davis)
0:16.0,R. Anderson enters the game for A. Gee,,114-112,,
0:16.0,I. Smith enters the game for D. Cunningham,,114-112,,
0:15.0,,,114-112,,Personal take foul by P. Tucker (drawn by J. Holiday)
0:15.0,J. Holiday makes free throw 1 of 2,1,115-112,,
0:15.0,D. Cunningham enters the game for R. Anderson,,115-112,,
0:15.0,J. Holiday makes free throw 2 of 2,1,116-112,,
0:10.0,Personal foul by I. Smith (drawn by B. Knight),,116-112,,
0:10.0,,,116-113,1,B. Knight makes free throw 1 of 2
0:10.0,R. Anderson enters the game for D. Cunningham,,116-113,,
0:10.0,,,116-113,,R. Price enters the game for J. Leuer
0:10.0,,,116-114,1,B. Knight makes free throw 2 of 2
0:09.0,,,116-114,,Personal take foul by R. Price (drawn by J. Holiday)
0:09.0,J. Holiday makes free throw 1 of 2,1,117-114,,
0:09.0,A. Gee enters the game for I. Smith,,117-114,,
0:09.0,D. Cunningham enters the game for R. Anderson,,117-114,,
0:09.0,,,117-114,,J. Leuer enters the game for R. Price
0:09.0,,,117-114,,A. Len enters the game for B. Knight
0:09.0,J. Holiday makes free throw 2 of 2,1,118-114,,
0:09.0,,,118-114,,Phoenix full timeout
0:09.0,,,118-114,,D. Booker enters the game for P. Tucker
0:09.0,,,118-114,,B. Knight enters the game for M. Morris
0:09.0,,,118-114,,M. Teletovic enters the game for A. Len
0:06.0,,,118-114,,J. Leuer misses 3-pt shot from 26 ft
0:06.0,Defensive rebound by Team,,118-114,,
0:06.0,R. Anderson enters the game for D. Cunningham,,118-114,,
0:06.0,I. Smith enters the game for A. Gee,,118-114,,
0:05.0,,,118-114,,Personal take foul by D. Booker (drawn by E. Gordon)
0:05.0,E. Gordon makes free throw 1 of 2,1,119-114,,
0:05.0,A. Gee enters the game for I. Smith,,119-114,,
0:05.0,D. Cunningham enters the game for R. Anderson,,119-114,,
0:05.0,E. Gordon makes free throw 2 of 2,1,120-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
