time,Washington,pts.away,score,pts.home,Milwaukee
6:57.0,,,79-79,,Defensive rebound by G. Monroe
6:43.0,,,79-81,2,J. Bayless makes 2-pt shot at rim (assist by J. Parker)
6:27.0,Turnover by J. Wall (bad pass; steal by K. Middleton),,79-81,,
6:21.0,,,79-81,,Turnover by K. Middleton (lost ball; steal by R. Sessions)
6:15.0,N. Hilario makes 2-pt shot at rim (assist by R. Sessions),2,81-81,,
5:56.0,Personal foul by J. Dudley (drawn by J. Parker),,81-81,,
5:56.0,Official timeout,,81-81,,
5:56.0,,,81-81,,O. Mayo enters the game for J. Bayless
5:56.0,,,81-81,,G. Antetokounmpo enters the game for R. Vaughn
5:43.0,,,81-84,3,K. Middleton makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
5:24.0,N. Hilario makes 2-pt shot from 1 ft (assist by B. Beal),2,83-84,,
5:11.0,,,83-86,2,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton)
5:03.0,J. Dudley misses 2-pt shot from 2 ft,,83-86,,
5:01.0,,,83-86,,Defensive rebound by G. Monroe
4:41.0,,,83-86,,O. Mayo misses 2-pt shot from 8 ft
4:40.0,Defensive rebound by Team,,83-86,,
4:31.0,J. Wall misses 3-pt shot from 28 ft,,83-86,,
4:29.0,,,83-86,,Defensive rebound by O. Mayo
4:16.0,,,83-88,2,G. Antetokounmpo makes 2-pt shot from 5 ft (assist by K. Middleton)
4:16.0,,,83-88,,Shooting foul by J. Dudley (drawn by G. Antetokounmpo)
4:16.0,O. Porter enters the game for R. Sessions,,83-88,,
4:16.0,,,83-89,1,G. Antetokounmpo makes free throw 1 of 1
3:59.0,B. Beal makes 2-pt shot from 1 ft (assist by N. Hilario),2,85-89,,
3:45.0,Personal foul by N. Hilario (drawn by G. Monroe),,85-89,,
3:45.0,,,85-89,,G. Monroe misses free throw 1 of 2
3:45.0,,,85-89,,Offensive rebound by Team
3:45.0,M. Gortat enters the game for N. Hilario,,85-89,,
3:45.0,,,85-89,,G. Monroe misses free throw 2 of 2
3:44.0,Defensive rebound by M. Gortat,,85-89,,
3:27.0,B. Beal misses 2-pt shot from 9 ft,,85-89,,
3:26.0,,,85-89,,Defensive rebound by K. Middleton
3:09.0,,,85-89,,G. Antetokounmpo misses 2-pt shot from 18 ft
3:08.0,Defensive rebound by J. Dudley,,85-89,,
3:02.0,B. Beal makes 2-pt shot at rim,2,87-89,,
2:45.0,,,87-91,2,O. Mayo makes 2-pt shot from 6 ft
2:39.0,Turnover by J. Wall (lost ball; steal by O. Mayo),,87-91,,
2:32.0,,,87-93,2,J. Parker makes 2-pt shot from 10 ft (assist by K. Middleton)
2:29.0,Washington full timeout,,87-93,,
2:29.0,,,87-93,,Milwaukee full timeout
2:06.0,B. Beal misses 2-pt shot from 19 ft,,87-93,,
2:04.0,,,87-93,,Defensive rebound by K. Middleton
1:42.0,,,87-93,,G. Monroe misses 2-pt shot from 5 ft
1:40.0,,,87-93,,Offensive rebound by J. Parker
1:40.0,,,87-93,,J. Parker misses 2-pt shot at rim
1:38.0,Defensive rebound by O. Porter,,87-93,,
1:36.0,Shooting foul by K. Middleton (drawn by J. Wall),,87-93,,
1:36.0,,,87-93,,Technical foul by G. Monroe
1:36.0,B. Beal makes technical free throw,1,88-93,,
1:36.0,J. Wall makes free throw 1 of 2,1,89-93,,
1:36.0,J. Wall makes free throw 2 of 2,1,90-93,,
1:29.0,,,90-93,,Turnover by O. Mayo (lost ball; steal by J. Wall)
1:15.0,J. Wall misses 3-pt shot from 24 ft,,90-93,,
1:13.0,,,90-93,,Defensive rebound by G. Antetokounmpo
0:55.0,,,90-95,2,K. Middleton makes 2-pt shot from 7 ft
0:44.0,O. Porter misses 2-pt shot at rim,,90-95,,
0:43.0,Offensive rebound by M. Gortat,,90-95,,
0:43.0,M. Gortat misses 2-pt shot from 1 ft,,90-95,,
0:41.0,Offensive rebound by Team,,90-95,,
0:34.0,J. Wall misses 3-pt shot from 26 ft,,90-95,,
0:33.0,,,90-95,,Defensive rebound by G. Monroe
0:15.0,,,90-97,2,G. Monroe makes 2-pt shot from 1 ft (assist by K. Middleton)
0:15.0,Washington full timeout,,90-97,,
0:10.0,B. Beal makes 2-pt shot at rim,2,92-97,,
0:09.0,Personal take foul by J. Dudley (drawn by K. Middleton),,92-97,,
0:09.0,,,92-98,1,K. Middleton makes free throw 1 of 2
0:09.0,,,92-99,1,K. Middleton makes free throw 2 of 2
0:09.0,Washington full timeout,,92-99,,
0:04.0,B. Beal misses 3-pt shot from 30 ft,,92-99,,
0:03.0,,,92-99,,Defensive rebound by G. Antetokounmpo
0:00.0,End of 4th quarter,,,,End of 4th quarter
