time,Sacramento,pts.away,score,pts.home,Dallas
0:46.0,M. Belinelli makes 3-pt shot from 23 ft (assist by D. Collison),3,93-94,,
0:46.0,,,93-94,,Dallas full timeout
0:46.0,,,93-94,,D. Nowitzki enters the game for D. Harris
0:46.0,J. Anderson enters the game for M. Belinelli,,93-94,,
0:25.0,,,93-96,2,D. Nowitzki makes 2-pt shot from 10 ft
0:24.0,Sacramento full timeout,,93-96,,
0:24.0,,,93-96,,D. Harris enters the game for D. Nowitzki
0:24.0,M. Belinelli enters the game for J. Anderson,,93-96,,
0:22.0,M. Belinelli misses 3-pt shot from 24 ft,,93-96,,
0:21.0,Offensive rebound by Team,,93-96,,
0:14.0,M. Belinelli makes 3-pt shot from 23 ft (assist by S. Curry),3,96-96,,
0:14.0,,,96-96,,Dallas full timeout
0:14.0,,,96-96,,D. Nowitzki enters the game for Z. Pachulia
0:14.0,J. Anderson enters the game for M. Belinelli,,96-96,,
0:02.0,,,96-98,2,D. Williams makes 2-pt shot from 1 ft
0:02.0,Sacramento full timeout,,96-98,,
0:02.0,,,96-98,,Z. Pachulia enters the game for D. Nowitzki
0:02.0,M. Belinelli enters the game for J. Anderson,,96-98,,
0:00.0,D. Cousins makes 2-pt shot at rim (assist by M. Belinelli),2,98-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:45.0,M. Belinelli misses 3-pt shot from 24 ft,,98-98,,
4:44.0,,,98-98,,Defensive rebound by J. McGee
4:32.0,,,98-98,,D. Williams misses 3-pt shot from 22 ft
4:31.0,Defensive rebound by M. Belinelli,,98-98,,
4:23.0,Shooting foul by D. Williams (drawn by D. Collison),,98-98,,
4:23.0,D. Collison makes free throw 1 of 2,1,99-98,,
4:23.0,,,99-98,,Z. Pachulia enters the game for J. McGee
4:23.0,D. Collison makes free throw 2 of 2,1,100-98,,
4:09.0,,,100-98,,W. Matthews misses 2-pt shot from 6 ft
4:08.0,Defensive rebound by D. Cousins,,100-98,,
3:49.0,D. Cousins misses 2-pt shot from 18 ft,,100-98,,
3:49.0,,,100-98,,Defensive rebound by R. Felton
3:40.0,,,100-98,,Offensive charge foul by R. Felton
3:40.0,,,100-98,,Turnover by R. Felton (offensive foul)
3:40.0,,,100-98,,J. Barea enters the game for R. Felton
3:22.0,D. Cousins misses 2-pt shot from 1 ft,,100-98,,
3:21.0,Offensive rebound by D. Cousins,,100-98,,
3:14.0,D. Collison makes 2-pt shot from 19 ft,2,102-98,,
3:01.0,,,102-100,2,D. Williams makes 2-pt shot from 5 ft
2:35.0,M. Belinelli misses 3-pt shot from 26 ft,,102-100,,
2:34.0,,,102-100,,Defensive rebound by Z. Pachulia
2:15.0,,,102-100,,J. Barea misses 3-pt shot from 22 ft
2:14.0,,,102-100,,Offensive rebound by Z. Pachulia
2:14.0,Loose ball foul by D. Cousins (drawn by Z. Pachulia),,102-100,,
2:14.0,Sacramento full timeout,,102-100,,
2:03.0,,,102-100,,J. Barea misses 2-pt shot from 11 ft
2:02.0,Defensive rebound by D. Cousins,,102-100,,
1:48.0,R. Gay makes 2-pt shot from 19 ft,2,104-100,,
1:35.0,,,104-100,,J. Barea misses 3-pt shot from 24 ft
1:34.0,Defensive rebound by R. Gay,,104-100,,
1:27.0,M. Belinelli misses 3-pt shot from 24 ft,,104-100,,
1:26.0,Offensive rebound by D. Cousins,,104-100,,
1:20.0,D. Collison misses 3-pt shot from 24 ft,,104-100,,
1:19.0,,,104-100,,Defensive rebound by Z. Pachulia
1:10.0,,,104-102,2,Z. Pachulia makes 2-pt shot at rim (assist by D. Nowitzki)
0:49.0,R. Gay misses 2-pt shot from 9 ft,,104-102,,
0:48.0,,,104-102,,Defensive rebound by D. Nowitzki
0:31.0,,,104-104,2,D. Nowitzki makes 2-pt shot from 11 ft
0:31.0,Sacramento full timeout,,104-104,,
0:31.0,,,104-104,,D. Harris enters the game for D. Nowitzki
0:31.0,,,104-104,,R. Felton enters the game for J. Barea
0:10.0,Turnover by D. Cousins (lost ball; steal by Z. Pachulia),,104-104,,
0:10.0,,,104-104,,Dallas full timeout
0:10.0,,,104-104,,D. Nowitzki enters the game for Z. Pachulia
0:10.0,J. Anderson enters the game for M. Belinelli,,104-104,,
0:10.0,Q. Acy enters the game for S. Curry,,104-104,,
0:03.0,,,104-104,,D. Nowitzki misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by Q. Acy,,104-104,,
0:02.0,Sacramento full timeout,,104-104,,
0:02.0,S. Curry enters the game for Q. Acy,,104-104,,
0:02.0,M. Belinelli enters the game for J. Anderson,,104-104,,
0:02.0,,,104-104,,Z. Pachulia enters the game for R. Felton
0:01.0,S. Curry misses 2-pt shot from 20 ft,,104-104,,
0:00.0,Offensive rebound by Team,,104-104,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: D. Cousins vs. J. McGee (D. Collison gains possession),,,,Jump ball: D. Cousins vs. J. McGee (D. Collison gains possession)
4:44.0,,,104-104,,Personal foul by J. McGee (drawn by D. Cousins)
4:44.0,,,104-104,,Z. Pachulia enters the game for J. McGee
4:36.0,R. Gay misses 2-pt shot from 22 ft,,104-104,,
4:35.0,Offensive rebound by M. Belinelli,,104-104,,
4:23.0,Shooting foul by D. Nowitzki (drawn by D. Cousins),,104-104,,
4:23.0,D. Cousins makes free throw 1 of 2,1,105-104,,
4:23.0,D. Cousins makes free throw 2 of 2,1,106-104,,
4:08.0,,,106-106,2,D. Williams makes 2-pt shot from 1 ft
4:08.0,,,106-106,,Shooting foul by D. Cousins (drawn by D. Williams)
4:08.0,,,106-106,,D. Williams misses free throw 1 of 1
4:07.0,Defensive rebound by D. Cousins,,106-106,,
3:49.0,D. Cousins makes 2-pt shot from 20 ft (assist by D. Collison),2,108-106,,
3:30.0,,,108-109,3,R. Felton makes 3-pt shot from 24 ft (assist by D. Williams)
3:12.0,D. Cousins makes 3-pt shot from 23 ft (assist by D. Collison),3,111-109,,
2:50.0,,,111-109,,D. Williams misses 2-pt shot from 15 ft
2:48.0,Defensive rebound by D. Collison,,111-109,,
2:35.0,D. Cousins makes 2-pt shot from 5 ft,2,113-109,,
2:35.0,,,113-109,,Dallas full timeout
2:35.0,J. Anderson enters the game for S. Curry,,113-109,,
2:15.0,,,113-109,,D. Williams misses 2-pt shot from 7 ft
2:14.0,Defensive rebound by D. Cousins,,113-109,,
1:56.0,D. Cousins misses 2-pt shot from 14 ft,,113-109,,
1:55.0,,,113-109,,Defensive rebound by Z. Pachulia
1:37.0,,,113-109,,Z. Pachulia misses 2-pt shot at rim (block by D. Cousins)
1:36.0,Defensive rebound by D. Collison,,113-109,,
1:20.0,R. Gay makes 3-pt shot from 24 ft (assist by D. Collison),3,116-109,,
1:20.0,,,116-109,,Dallas full timeout
1:16.0,,,116-111,2,D. Williams makes 2-pt shot at rim
0:55.0,D. Cousins misses 3-pt shot from 24 ft,,116-111,,
0:54.0,Offensive rebound by Team,,116-111,,
0:34.0,D. Collison misses 2-pt shot from 17 ft,,116-111,,
0:33.0,,,116-111,,Defensive rebound by D. Nowitzki
0:26.0,,,116-114,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by D. Williams)
0:02.0,Turnover by Team (shot clock),,116-114,,
0:02.0,,,116-114,,Dallas full timeout
0:02.0,,,116-114,,D. Harris enters the game for Z. Pachulia
0:00.0,,,116-117,3,D. Williams makes 3-pt shot from 22 ft (assist by D. Harris)
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
