time,New York,pts.away,score,pts.home,Washington
9:23.0,Turnover by R. Lopez (offensive foul),,89-90,,
9:23.0,,,89-90,,J. Wall enters the game for R. Sessions
9:23.0,,,89-90,,J. Dudley enters the game for D. Gooden
9:23.0,K. Porzingis enters the game for R. Lopez,,89-90,,
9:13.0,,,89-92,2,B. Beal makes 2-pt shot from 1 ft
9:00.0,Turnover by J. Grant (bad pass; steal by J. Dudley),,89-92,,
8:54.0,Official timeout,,89-92,,
8:54.0,Personal foul by K. Porzingis (drawn by D. Blair),,89-92,,
8:48.0,,,89-92,,D. Blair misses 2-pt shot from 6 ft
8:47.0,Defensive rebound by D. Williams,,89-92,,
8:39.0,L. Thomas makes 2-pt shot from 2 ft (assist by D. Williams),2,91-92,,
8:24.0,,,91-92,,Turnover by D. Blair (lost ball; steal by L. Galloway)
8:20.0,L. Galloway misses 2-pt shot at rim (block by J. Wall),,91-92,,
8:20.0,Offensive rebound by Team,,91-92,,
8:20.0,,,91-92,,O. Porter enters the game for G. Neal
8:20.0,,,91-92,,M. Gortat enters the game for D. Blair
8:15.0,K. Porzingis misses 2-pt shot from 2 ft,,91-92,,
8:15.0,,,91-92,,Defensive rebound by O. Porter
8:15.0,Personal foul by K. Porzingis (drawn by O. Porter),,91-92,,
8:15.0,C. Anthony enters the game for L. Thomas,,91-92,,
8:05.0,,,91-92,,J. Wall misses 2-pt shot at rim
8:03.0,,,91-92,,Offensive rebound by Team
8:03.0,Loose ball foul by J. Grant (drawn by M. Gortat),,91-92,,
7:53.0,,,91-92,,B. Beal misses 2-pt shot from 17 ft
7:53.0,Defensive rebound by Team,,91-92,,
7:32.0,K. Porzingis misses 2-pt shot from 14 ft,,91-92,,
7:31.0,Offensive rebound by L. Galloway,,91-92,,
7:27.0,J. Grant makes 3-pt shot from 24 ft (assist by L. Galloway),3,94-92,,
7:15.0,,,94-92,,J. Wall misses 2-pt shot from 14 ft
7:14.0,Defensive rebound by C. Anthony,,94-92,,
7:06.0,Shooting foul by M. Gortat (drawn by C. Anthony),,94-92,,
7:06.0,C. Anthony misses free throw 1 of 2,,94-92,,
7:06.0,Offensive rebound by Team,,94-92,,
7:06.0,,,94-92,,N. Hilario enters the game for M. Gortat
7:06.0,R. Lopez enters the game for K. Porzingis,,94-92,,
7:06.0,C. Anthony makes free throw 2 of 2,1,95-92,,
6:53.0,,,95-92,,Turnover by J. Dudley (bad pass)
6:38.0,C. Anthony misses 2-pt shot from 18 ft,,95-92,,
6:37.0,,,95-92,,Defensive rebound by J. Dudley
6:31.0,Personal foul by C. Anthony (drawn by J. Wall),,95-92,,
6:31.0,,,95-93,1,J. Wall makes free throw 1 of 2
6:31.0,,,95-94,1,J. Wall makes free throw 2 of 2
6:16.0,C. Anthony makes 2-pt shot from 17 ft (assist by R. Lopez),2,97-94,,
6:02.0,,,97-97,3,B. Beal makes 3-pt shot from 26 ft
5:48.0,,,97-97,,Personal foul by J. Wall (drawn by J. Grant)
5:48.0,,,97-97,,Washington full timeout
5:48.0,S. Vujacic enters the game for J. Grant,,97-97,,
5:48.0,L. Thomas enters the game for D. Williams,,97-97,,
5:42.0,C. Anthony makes 2-pt shot from 20 ft (assist by L. Galloway),2,99-97,,
5:26.0,,,99-99,2,B. Beal makes 2-pt shot from 17 ft
5:07.0,L. Galloway misses 2-pt shot from 21 ft,,99-99,,
5:07.0,,,99-99,,Defensive rebound by B. Beal
5:04.0,,,99-99,,Shooting foul by S. Vujacic (drawn by B. Beal)
5:04.0,,,99-100,1,B. Beal makes free throw 1 of 2
5:04.0,,,99-101,1,B. Beal makes free throw 2 of 2
4:45.0,R. Lopez makes 2-pt shot from 4 ft (assist by S. Vujacic),2,101-101,,
4:36.0,,,101-101,,B. Beal misses 3-pt shot from 26 ft
4:36.0,Defensive rebound by L. Galloway,,101-101,,
4:23.0,L. Thomas makes 2-pt shot from 1 ft (assist by C. Anthony),2,103-101,,
4:06.0,,,103-104,3,J. Wall makes 3-pt shot from 25 ft
3:48.0,L. Galloway makes 3-pt shot from 26 ft (assist by S. Vujacic),3,106-104,,
3:37.0,,,106-104,,J. Wall misses 2-pt shot from 8 ft
3:36.0,Defensive rebound by C. Anthony,,106-104,,
3:19.0,Turnover by L. Thomas (traveling),,106-104,,
3:04.0,,,106-104,,J. Dudley misses 3-pt shot from 27 ft
3:04.0,Defensive rebound by S. Vujacic,,106-104,,
3:04.0,New York full timeout,,106-104,,
2:44.0,L. Thomas misses 2-pt shot from 14 ft,,106-104,,
2:43.0,,,106-104,,Defensive rebound by O. Porter
2:23.0,,,106-104,,J. Wall misses 2-pt shot from 11 ft
2:22.0,Defensive rebound by C. Anthony,,106-104,,
2:09.0,C. Anthony misses 2-pt shot from 16 ft,,106-104,,
2:08.0,,,106-104,,Defensive rebound by J. Dudley
2:01.0,,,106-106,2,B. Beal makes 2-pt shot at rim
1:41.0,S. Vujacic misses 2-pt shot from 14 ft,,106-106,,
1:40.0,Offensive rebound by C. Anthony,,106-106,,
1:35.0,C. Anthony makes 2-pt shot from 20 ft,2,108-106,,
1:19.0,,,108-106,,J. Dudley misses 3-pt shot from 25 ft
1:18.0,Defensive rebound by Team,,108-106,,
1:18.0,New York full timeout,,108-106,,
1:14.0,,,108-106,,Personal foul by J. Dudley (drawn by C. Anthony)
1:14.0,New York full timeout,,108-106,,
1:03.0,L. Galloway makes 3-pt shot from 26 ft,3,111-106,,
0:51.0,,,111-106,,Shooting foul by R. Lopez (drawn by N. Hilario)
0:51.0,,,111-107,1,N. Hilario makes free throw 1 of 2
0:51.0,,,111-108,1,N. Hilario makes free throw 2 of 2
0:31.0,C. Anthony misses 2-pt shot from 17 ft,,111-108,,
0:30.0,,,111-108,,Defensive rebound by O. Porter
0:24.0,,,111-110,2,O. Porter makes 2-pt shot at rim (assist by J. Dudley)
0:22.0,New York full timeout,,111-110,,
0:20.0,,,111-110,,Personal take foul by N. Hilario (drawn by C. Anthony)
0:20.0,,,111-110,,M. Gortat enters the game for N. Hilario
0:20.0,C. Anthony makes free throw 1 of 2,1,112-110,,
0:20.0,,,112-110,,K. Humphries enters the game for J. Dudley
0:20.0,C. Anthony makes free throw 2 of 2,1,113-110,,
0:20.0,,,113-110,,Washington full timeout
0:20.0,,,113-110,,G. Neal enters the game for K. Humphries
0:15.0,,,113-110,,B. Beal misses 2-pt shot from 1 ft
0:13.0,Defensive rebound by C. Anthony,,113-110,,
0:12.0,,,113-110,,Personal take foul by B. Beal (drawn by C. Anthony)
0:12.0,C. Anthony makes free throw 1 of 2,1,114-110,,
0:12.0,,,114-110,,K. Humphries enters the game for G. Neal
0:12.0,C. Anthony makes free throw 2 of 2,1,115-110,,
0:12.0,,,115-110,,Washington full timeout
0:12.0,,,115-110,,G. Neal enters the game for K. Humphries
0:12.0,,,115-110,,Turnover by Team (5 sec inbounds)
0:09.0,,,115-110,,Personal foul by J. Wall (drawn by L. Galloway)
0:09.0,L. Galloway makes free throw 1 of 2,1,116-110,,
0:09.0,L. Galloway makes free throw 2 of 2,1,117-110,,
0:01.0,,,117-110,,J. Wall misses 3-pt shot from 29 ft
0:00.0,,,117-110,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
