time,Portland,pts.away,score,pts.home,Oklahoma City
3:46.0,,,84-124,3,A. Morrow makes 3-pt shot from 24 ft (assist by C. Payne)
3:27.0,Turnover by C. Kaman (lost ball; steal by A. Morrow),,84-124,,
3:24.0,,,84-124,,Shooting foul by M. Harkless (drawn by A. Morrow)
3:24.0,,,84-124,,A. Morrow misses free throw 1 of 2
3:24.0,,,84-124,,Offensive rebound by Team
3:24.0,,,84-124,,Turnover by N. Mohammed (lane violation.)
3:11.0,C. Kaman makes 2-pt shot from 1 ft,2,86-124,,
3:11.0,Shooting foul by N. Mohammed (drawn by C. Kaman),,86-124,,
3:11.0,C. Kaman makes free throw 1 of 1,1,87-124,,
2:58.0,,,87-124,,N. Collison misses 2-pt shot from 3 ft (block by N. Vonleh)
2:57.0,Defensive rebound by B. Roberts,,87-124,,
2:57.0,,,87-124,,Personal foul by C. Payne
2:57.0,,,87-124,,Oklahoma City full timeout
2:57.0,B. Roberts makes free throw 1 of 2,1,88-124,,
2:57.0,B. Roberts makes free throw 2 of 2,1,89-124,,
2:42.0,,,89-126,2,A. Morrow makes 2-pt shot from 22 ft (assist by C. Payne)
2:18.0,N. Vonleh misses 2-pt shot from 7 ft,,89-126,,
2:18.0,,,89-126,,Defensive rebound by C. Payne
2:05.0,,,89-126,,Turnover by N. Collison (lost ball; steal by C. Kaman)
2:01.0,B. Roberts makes 2-pt shot at rim,2,91-126,,
2:01.0,Shooting foul by R. Foye (drawn by B. Roberts),,91-126,,
2:01.0,B. Roberts makes free throw 1 of 1,1,92-126,,
1:48.0,,,92-126,,N. Mohammed misses 2-pt shot from 16 ft
1:47.0,Defensive rebound by B. Roberts,,92-126,,
1:38.0,B. Roberts misses 2-pt shot from 1 ft,,92-126,,
1:37.0,,,92-126,,Defensive rebound by N. Collison
1:32.0,,,92-126,,A. Morrow misses 3-pt shot from 24 ft
1:31.0,Defensive rebound by B. Roberts,,92-126,,
1:08.0,M. Harkless misses 2-pt shot from 13 ft,,92-126,,
1:07.0,,,92-126,,Defensive rebound by N. Mohammed
0:53.0,,,92-128,2,N. Mohammed makes 2-pt shot from 12 ft
0:38.0,M. Harkless makes 2-pt shot from 19 ft,2,94-128,,
0:24.0,,,94-128,,C. Payne misses 2-pt shot from 9 ft
0:23.0,Defensive rebound by C. Kaman,,94-128,,
0:19.0,Turnover by B. Roberts (lost ball; steal by A. Morrow),,94-128,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
