time,Portland,pts.away,score,pts.home,LA Clippers
7:10.0,M. Plumlee makes free throw 2 of 2,1,67-81,,
6:53.0,,,67-83,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
6:41.0,A. Aminu misses 3-pt shot from 25 ft,,67-83,,
6:40.0,Offensive rebound by D. Lillard,,67-83,,
6:38.0,D. Lillard misses 2-pt shot from 2 ft,,67-83,,
6:36.0,Offensive rebound by M. Harkless,,67-83,,
6:36.0,M. Harkless makes 2-pt shot from 2 ft,2,69-83,,
6:16.0,,,69-86,3,C. Paul makes 3-pt shot from 27 ft (assist by B. Griffin)
6:03.0,,,69-86,,Personal foul by A. Rivers
6:03.0,,,69-86,,J. Redick enters the game for A. Rivers
6:03.0,,,69-86,,D. Jordan enters the game for J. Green
5:47.0,D. Lillard makes 2-pt shot from 7 ft (assist by M. Plumlee),2,71-86,,
5:28.0,,,71-88,2,C. Paul makes 2-pt shot from 18 ft
5:27.0,Portland full timeout,,71-88,,
5:05.0,M. Plumlee makes 2-pt shot from 5 ft (assist by C. McCollum),2,73-88,,
4:44.0,,,73-90,2,B. Griffin makes 2-pt shot from 21 ft (assist by J. Crawford)
4:22.0,C. McCollum misses 3-pt shot from 25 ft,,73-90,,
4:21.0,,,73-90,,Defensive rebound by D. Jordan
4:00.0,,,73-90,,B. Griffin misses 2-pt shot from 16 ft
3:59.0,,,73-90,,Offensive rebound by J. Crawford
3:41.0,,,73-90,,Shooting foul by D. Lillard (drawn by J. Crawford)
3:41.0,,,73-91,1,J. Crawford makes free throw 1 of 3
3:41.0,,,73-91,,J. Crawford misses free throw 2 of 3
3:41.0,,,73-91,,Offensive rebound by Team
3:41.0,,,73-92,1,J. Crawford makes free throw 3 of 3
3:30.0,D. Lillard makes 2-pt shot at rim (assist by A. Aminu),2,75-92,,
3:14.0,,,75-94,2,C. Paul makes 2-pt shot from 16 ft
3:03.0,Turnover by D. Lillard (lost ball),,75-94,,
2:47.0,,,75-94,,B. Griffin misses 2-pt shot from 19 ft
2:45.0,Defensive rebound by M. Plumlee,,75-94,,
2:40.0,A. Aminu makes 2-pt shot at rim (assist by M. Plumlee),2,77-94,,
2:13.0,,,77-97,3,J. Crawford makes 3-pt shot from 26 ft (assist by C. Paul)
1:56.0,M. Harkless makes 2-pt shot at rim (assist by M. Plumlee),2,79-97,,
1:33.0,,,79-97,,Turnover by B. Griffin (lost ball; steal by A. Aminu)
1:29.0,M. Plumlee makes 2-pt shot at rim (assist by C. McCollum),2,81-97,,
1:15.0,Personal foul by M. Harkless,,81-97,,
1:15.0,,,81-97,,LA Clippers full timeout
1:15.0,,,81-97,,P. Prigioni enters the game for B. Griffin
1:15.0,,,81-97,,J. Green enters the game for D. Jordan
1:15.0,,,81-97,,W. Johnson enters the game for J. Redick
1:15.0,,,81-97,,C. Aldrich enters the game for J. Crawford
1:15.0,B. Roberts enters the game for A. Aminu,,81-97,,
1:15.0,L. Montero enters the game for M. Harkless,,81-97,,
1:15.0,P. Connaughton enters the game for M. Plumlee,,81-97,,
1:15.0,A. Crabbe enters the game for C. McCollum,,81-97,,
1:15.0,N. Vonleh enters the game for D. Lillard,,81-97,,
1:15.0,,,81-98,1,C. Paul makes free throw 1 of 2
1:15.0,,,81-99,1,C. Paul makes free throw 2 of 2
1:01.0,P. Connaughton misses 2-pt shot from 18 ft,,81-99,,
1:01.0,,,81-99,,Defensive rebound by Team
1:01.0,,,81-99,,A. Rivers enters the game for C. Paul
0:39.0,,,81-102,3,W. Johnson makes 3-pt shot from 28 ft (assist by P. Prigioni)
0:28.0,N. Vonleh misses 2-pt shot from 20 ft,,81-102,,
0:27.0,,,81-102,,Defensive rebound by C. Aldrich
0:04.0,,,81-102,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
