time,Denver,pts.away,score,pts.home,LA Clippers
3:10.0,,,78-92,,Defensive rebound by W. Johnson
3:03.0,,,78-94,2,C. Aldrich makes 2-pt shot from 1 ft (assist by P. Prigioni)
3:03.0,,,78-94,,Shooting foul by J. Nurkic (drawn by C. Aldrich)
3:03.0,,,78-95,1,C. Aldrich makes free throw 1 of 1
2:47.0,W. Barton makes 2-pt shot from 2 ft (assist by J. Lauvergne),2,80-95,,
2:29.0,,,80-98,3,W. Johnson makes 3-pt shot from 25 ft (assist by P. Prigioni)
2:19.0,,,80-98,,Shooting block foul by J. Green (drawn by D. Augustin)
2:19.0,Denver full timeout,,80-98,,
2:19.0,,,80-98,,J. Ayres enters the game for C. Aldrich
2:19.0,D. Augustin makes free throw 1 of 2,1,81-98,,
2:19.0,D. Augustin makes free throw 2 of 2,1,82-98,,
2:02.0,,,82-98,,J. Green misses 2-pt shot from 18 ft
2:00.0,Defensive rebound by W. Barton,,82-98,,
1:40.0,W. Barton misses 2-pt shot from 8 ft,,82-98,,
1:37.0,Offensive rebound by J. Nurkic,,82-98,,
1:35.0,J. Nurkic makes 2-pt shot from 1 ft,2,84-98,,
1:27.0,Shooting block foul by W. Barton (drawn by A. Rivers),,84-98,,
1:27.0,,,84-98,,A. Rivers misses free throw 1 of 2
1:27.0,,,84-98,,Offensive rebound by Team
1:27.0,,,84-99,1,A. Rivers makes free throw 2 of 2
1:13.0,W. Barton makes 3-pt shot from 25 ft (assist by D. Augustin),3,87-99,,
1:05.0,,,87-99,,J. Green misses 2-pt shot from 1 ft (block by W. Barton)
1:01.0,Defensive rebound by J. Nurkic,,87-99,,
1:01.0,Turnover by J. Nurkic (lost ball; steal by W. Johnson),,87-99,,
0:42.0,,,87-102,3,W. Johnson makes 3-pt shot from 27 ft (assist by A. Rivers)
0:35.0,Shooting foul by W. Johnson (drawn by J. Nurkic),,87-102,,
0:35.0,J. Nurkic misses free throw 1 of 2,,87-102,,
0:35.0,Offensive rebound by Team,,87-102,,
0:35.0,J. Nurkic makes free throw 2 of 2,1,88-102,,
0:20.0,,,88-105,3,P. Prigioni makes 3-pt shot from 26 ft
0:11.0,W. Barton makes 2-pt shot from 2 ft,2,90-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
