time,Dallas,pts.away,score,pts.home,Oklahoma City
6:49.0,,,60-101,1,D. Waiters makes free throw 1 of 2
6:49.0,J. McGee enters the game for Z. Pachulia,,60-101,,
6:49.0,,,60-102,1,D. Waiters makes free throw 2 of 2
6:26.0,R. Felton misses 2-pt shot from 19 ft,,60-102,,
6:24.0,Offensive rebound by D. Powell,,60-102,,
6:24.0,D. Powell misses 2-pt shot at rim,,60-102,,
6:23.0,Offensive rebound by J. McGee,,60-102,,
6:21.0,Shooting foul by J. Huestis (drawn by J. McGee),,60-102,,
6:21.0,J. McGee misses free throw 1 of 2,,60-102,,
6:21.0,Offensive rebound by Team,,60-102,,
6:21.0,J. McGee makes free throw 2 of 2,1,61-102,,
6:09.0,,,61-102,,R. Foye misses 2-pt shot from 2 ft
6:08.0,,,61-102,,Offensive rebound by E. Kanter
6:05.0,,,61-105,3,A. Morrow makes 3-pt shot from 22 ft (assist by E. Kanter)
5:48.0,C. Villanueva misses 2-pt shot from 8 ft,,61-105,,
5:48.0,,,61-105,,Defensive rebound by E. Kanter
5:37.0,,,61-105,,D. Waiters misses 2-pt shot from 5 ft
5:36.0,Defensive rebound by D. Powell,,61-105,,
5:30.0,C. Villanueva makes 2-pt shot at rim (assist by J. Anderson),2,63-105,,
5:07.0,,,63-105,,Turnover by R. Foye (bad pass)
5:07.0,Official timeout,,63-105,,
5:07.0,,,63-105,,N. Mohammed enters the game for E. Kanter
4:56.0,J. Anderson misses 2-pt shot from 14 ft,,63-105,,
4:56.0,,,63-105,,Defensive rebound by D. Waiters
4:39.0,,,63-105,,J. Huestis misses 3-pt shot from 23 ft
4:38.0,,,63-105,,Offensive rebound by N. Mohammed
4:33.0,,,63-105,,Turnover by N. Mohammed (bad pass)
4:25.0,Shooting foul by A. Morrow (drawn by J. Anderson),,63-105,,
4:25.0,J. Anderson misses free throw 1 of 2,,63-105,,
4:25.0,Offensive rebound by Team,,63-105,,
4:25.0,J. Anderson makes free throw 2 of 2,1,64-105,,
4:07.0,,,64-105,,R. Foye misses 3-pt shot from 24 ft
4:06.0,,,64-105,,Offensive rebound by J. Huestis
3:53.0,,,64-105,,Turnover by R. Foye (lost ball; steal by J. McGee)
3:51.0,Turnover by J. McGee (bad pass),,64-105,,
3:33.0,,,64-105,,J. Huestis misses 2-pt shot from 9 ft
3:33.0,Defensive rebound by Team,,64-105,,
3:33.0,,,64-105,,Loose ball foul by N. Mohammed
3:21.0,J. Anderson misses 2-pt shot from 19 ft,,64-105,,
3:20.0,,,64-105,,Defensive rebound by A. Morrow
2:58.0,,,64-105,,A. Morrow misses 3-pt shot from 24 ft
2:57.0,Defensive rebound by J. Anderson,,64-105,,
2:40.0,C. Villanueva misses 2-pt shot from 6 ft,,64-105,,
2:39.0,,,64-105,,Defensive rebound by R. Foye
2:20.0,,,64-108,3,R. Foye makes 3-pt shot from 25 ft
2:17.0,Dallas full timeout,,64-108,,
2:03.0,J. Anderson makes 2-pt shot from 1 ft (assist by C. Villanueva),2,66-108,,
1:45.0,,,66-108,,D. Waiters misses 3-pt shot from 25 ft
1:44.0,Defensive rebound by J. Anderson,,66-108,,
1:35.0,Turnover by J. Anderson (lost ball; steal by D. Waiters),,66-108,,
1:31.0,,,66-108,,Oklahoma City full timeout
1:31.0,,,66-108,,K. Singler enters the game for N. Mohammed
1:17.0,,,66-108,,R. Foye misses 3-pt shot from 25 ft
1:15.0,Defensive rebound by C. Villanueva,,66-108,,
0:54.0,Offensive foul by J. McGee,,66-108,,
0:54.0,Turnover by J. McGee (offensive foul),,66-108,,
0:41.0,,,66-108,,Turnover by R. Foye (lost ball)
0:34.0,D. Powell makes 2-pt shot at rim (assist by R. Felton),2,68-108,,
0:34.0,Shooting foul by R. Foye (drawn by D. Powell),,68-108,,
0:34.0,D. Powell makes free throw 1 of 1,1,69-108,,
0:11.0,,,69-108,,D. Waiters misses 2-pt shot from 3 ft
0:10.0,Defensive rebound by R. Felton,,69-108,,
0:05.0,,,69-108,,Personal foul by R. Foye
0:05.0,D. Powell misses free throw 1 of 2,,69-108,,
0:05.0,Offensive rebound by Team,,69-108,,
0:05.0,D. Powell makes free throw 2 of 2,1,70-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
