time,Washington,pts.away,score,pts.home,Milwaukee
6:17.0,Turnover by R. Sessions (bad pass; steal by J. O'Bryant),,95-96,,
6:17.0,Personal foul by J. Dudley (drawn by G. Vasquez),,95-96,,
6:10.0,Personal foul by J. Wall (drawn by G. Monroe),,95-96,,
5:56.0,,,95-98,2,G. Monroe makes 2-pt shot from 4 ft
5:43.0,B. Beal makes 3-pt shot from 25 ft (assist by N. Hilario),3,98-98,,
5:20.0,Violation by N. Hilario (kicked ball),,98-98,,
5:20.0,,,98-98,,Milwaukee full timeout
5:20.0,,,98-98,,M. Carter-Williams enters the game for G. Vasquez
5:14.0,,,98-98,,K. Middleton misses 3-pt shot from 24 ft
5:12.0,Defensive rebound by J. Dudley,,98-98,,
4:58.0,,,98-98,,Personal foul by K. Middleton (drawn by B. Beal)
4:48.0,R. Sessions misses 2-pt shot from 2 ft,,98-98,,
4:46.0,,,98-98,,Defensive rebound by J. O'Bryant
4:23.0,,,98-98,,Turnover by K. Middleton (bad pass; steal by J. Wall)
4:23.0,,,98-98,,Personal foul by K. Middleton (drawn by J. Wall)
4:10.0,B. Beal makes 2-pt shot from 14 ft,2,100-98,,
3:46.0,,,100-98,,Shooting foul by R. Sessions (drawn by J. O'Bryant)
3:46.0,,,100-99,1,J. O'Bryant makes free throw 1 of 2
3:46.0,,,100-100,1,J. O'Bryant makes free throw 2 of 2
3:30.0,Shooting foul by K. Middleton (drawn by J. Wall),,100-100,,
3:30.0,J. Wall makes free throw 1 of 2,1,101-100,,
3:30.0,,,101-100,,G. Antetokounmpo enters the game for J. O'Bryant
3:30.0,J. Wall makes free throw 2 of 2,1,102-100,,
3:13.0,,,102-100,,G. Antetokounmpo misses 2-pt shot from 1 ft (block by J. Wall)
3:10.0,,,102-100,,Offensive rebound by G. Monroe
3:08.0,,,102-102,2,G. Monroe makes 2-pt shot from 1 ft
2:52.0,B. Beal makes 3-pt shot from 24 ft (assist by N. Hilario),3,105-102,,
2:37.0,,,105-104,2,J. Bayless makes 2-pt shot from 18 ft (assist by M. Carter-Williams)
2:22.0,R. Sessions makes 3-pt shot from 22 ft (assist by J. Wall),3,108-104,,
2:05.0,,,108-104,,K. Middleton misses 3-pt shot from 24 ft
2:04.0,Defensive rebound by N. Hilario,,108-104,,
2:00.0,B. Beal makes 3-pt shot from 22 ft (assist by J. Wall),3,111-104,,
2:00.0,,,111-104,,Milwaukee full timeout
2:00.0,M. Gortat enters the game for N. Hilario,,111-104,,
1:52.0,,,111-106,2,M. Carter-Williams makes 2-pt shot from 18 ft
1:28.0,J. Wall makes 3-pt shot from 26 ft,3,114-106,,
1:18.0,,,114-108,2,G. Monroe makes 2-pt shot from 4 ft (assist by M. Carter-Williams)
0:54.0,Turnover by B. Beal (lost ball; steal by G. Monroe),,114-108,,
0:47.0,,,114-108,,J. Bayless misses 3-pt shot from 26 ft
0:47.0,,,114-108,,Offensive rebound by G. Antetokounmpo
0:47.0,Personal foul by B. Beal (drawn by G. Antetokounmpo),,114-108,,
0:47.0,,,114-108,,G. Antetokounmpo misses free throw 1 of 2
0:47.0,,,114-108,,Offensive rebound by Team
0:47.0,,,114-109,1,G. Antetokounmpo makes free throw 2 of 2
0:24.0,Shooting foul by J. Bayless (drawn by M. Gortat),,114-109,,
0:24.0,M. Gortat misses free throw 1 of 2,,114-109,,
0:24.0,Offensive rebound by Team,,114-109,,
0:24.0,M. Gortat makes free throw 2 of 2,1,115-109,,
0:24.0,,,115-109,,Milwaukee full timeout
0:20.0,,,115-109,,J. Bayless misses 3-pt shot from 24 ft
0:19.0,Defensive rebound by J. Dudley,,115-109,,
0:19.0,,,115-109,,Personal foul by G. Antetokounmpo (drawn by J. Dudley)
0:19.0,,,115-109,,J. O'Bryant enters the game for G. Antetokounmpo
0:19.0,J. Dudley misses free throw 1 of 2,,115-109,,
0:19.0,Offensive rebound by Team,,115-109,,
0:19.0,G. Temple enters the game for B. Beal,,115-109,,
0:19.0,J. Dudley makes free throw 2 of 2,1,116-109,,
0:19.0,,,116-109,,Milwaukee full timeout
0:12.0,,,116-112,3,K. Middleton makes 3-pt shot from 27 ft (assist by M. Carter-Williams)
0:12.0,,,116-112,,Shooting foul by G. Temple (drawn by K. Middleton)
0:12.0,,,116-113,1,K. Middleton makes free throw 1 of 1
0:12.0,Washington full timeout,,116-113,,
0:12.0,G. Neal enters the game for J. Wall,,116-113,,
0:12.0,J. Wall enters the game for G. Temple,,116-113,,
0:10.0,,,116-113,,Personal foul by J. O'Bryant (drawn by G. Neal)
0:10.0,G. Neal makes free throw 1 of 2,1,117-113,,
0:10.0,,,117-113,,C. Copeland enters the game for J. O'Bryant
0:10.0,G. Neal makes free throw 2 of 2,1,118-113,,
0:04.0,,,118-113,,J. Bayless misses 2-pt shot from 2 ft (block by M. Gortat)
0:00.0,Defensive rebound by G. Neal,,118-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
