time,New York,pts.away,score,pts.home,Oklahoma City
2:28.0,A. Afflalo misses 3-pt shot from 24 ft,,87-78,,
2:27.0,,,87-78,,Defensive rebound by R. Westbrook
2:19.0,,,87-78,,R. Westbrook misses 3-pt shot from 25 ft
2:18.0,Defensive rebound by R. Lopez,,87-78,,
2:03.0,C. Anthony misses 2-pt shot from 13 ft,,87-78,,
2:02.0,,,87-78,,Defensive rebound by E. Kanter
1:57.0,,,87-80,2,D. Waiters makes 2-pt shot from 1 ft
1:57.0,,,87-80,,Shooting foul by R. Lopez (drawn by D. Waiters)
1:57.0,,,87-81,1,D. Waiters makes free throw 1 of 1
1:37.0,C. Anthony makes 2-pt shot from 13 ft (assist by J. Calderon),2,89-81,,
1:26.0,,,89-83,2,R. Westbrook makes 2-pt shot from 13 ft
1:10.0,Turnover by R. Lopez (traveling),,89-83,,
1:02.0,,,89-83,,R. Westbrook misses 2-pt shot from 12 ft
1:02.0,Defensive rebound by C. Anthony,,89-83,,
1:02.0,,,89-83,,Personal foul by R. Westbrook (drawn by C. Anthony)
1:02.0,New York full timeout,,89-83,,
1:02.0,,,89-83,,A. Roberson enters the game for E. Kanter
1:02.0,,,89-83,,S. Ibaka enters the game for A. Morrow
0:50.0,Turnover by R. Lopez (lost ball; steal by R. Westbrook),,89-83,,
0:46.0,,,89-83,,Shooting foul by A. Afflalo (drawn by R. Westbrook)
0:46.0,,,89-84,1,R. Westbrook makes free throw 1 of 2
0:46.0,,,89-85,1,R. Westbrook makes free throw 2 of 2
0:33.0,,,89-85,,Personal foul by R. Westbrook (drawn by C. Anthony)
0:33.0,C. Anthony misses free throw 1 of 2,,89-85,,
0:33.0,Offensive rebound by Team,,89-85,,
0:33.0,C. Anthony misses free throw 2 of 2,,89-85,,
0:32.0,,,89-85,,Defensive rebound by N. Collison
0:32.0,,,89-85,,Oklahoma City full timeout
0:32.0,,,89-85,,A. Morrow enters the game for A. Roberson
0:32.0,L. Thomas enters the game for K. Porzingis,,89-85,,
0:26.0,,,89-85,,S. Ibaka misses 3-pt shot from 23 ft
0:25.0,Defensive rebound by R. Lopez,,89-85,,
0:25.0,,,89-85,,Personal take foul by N. Collison (drawn by R. Lopez)
0:25.0,R. Lopez makes free throw 1 of 2,1,90-85,,
0:25.0,R. Lopez makes free throw 2 of 2,1,91-85,,
0:25.0,,,91-85,,Oklahoma City full timeout
0:20.0,,,91-87,2,R. Westbrook makes 2-pt shot at rim
0:18.0,,,91-87,,Personal take foul by R. Westbrook (drawn by C. Anthony)
0:18.0,C. Anthony makes free throw 1 of 2,1,92-87,,
0:18.0,C. Anthony makes free throw 2 of 2,1,93-87,,
0:13.0,,,93-90,3,R. Westbrook makes 3-pt shot from 24 ft
0:12.0,Turnover by R. Lopez (turnover),,93-90,,
0:09.0,,,93-90,,R. Westbrook misses 3-pt shot from 30 ft
0:06.0,,,93-90,,Offensive rebound by D. Waiters
0:01.0,,,93-90,,D. Waiters misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by A. Afflalo,,93-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
