time,Oklahoma City,pts.away,score,pts.home,Portland
6:56.0,Personal foul by R. Westbrook (drawn by D. Lillard),,97-89,,
6:56.0,A. Morrow enters the game for D. Waiters,,97-89,,
6:56.0,S. Adams enters the game for E. Kanter,,97-89,,
6:45.0,,,97-91,2,M. Plumlee makes 2-pt shot from 2 ft (assist by D. Lillard)
6:26.0,K. Durant misses 3-pt shot from 24 ft,,97-91,,
6:25.0,,,97-91,,Defensive rebound by M. Plumlee
6:18.0,Personal foul by R. Westbrook (drawn by D. Lillard),,97-91,,
6:18.0,,,97-91,,A. Crabbe enters the game for M. Harkless
6:10.0,,,97-91,,D. Lillard misses 3-pt shot from 25 ft
6:09.0,Defensive rebound by K. Durant,,97-91,,
5:58.0,R. Westbrook misses 3-pt shot from 24 ft,,97-91,,
5:57.0,,,97-91,,Defensive rebound by M. Plumlee
5:46.0,,,97-91,,A. Crabbe misses 3-pt shot from 25 ft
5:45.0,,,97-91,,Offensive rebound by C. McCollum
5:41.0,,,97-91,,C. McCollum misses 3-pt shot from 25 ft
5:40.0,Defensive rebound by S. Adams,,97-91,,
5:19.0,Shooting foul by M. Plumlee (drawn by S. Adams),,97-91,,
5:19.0,Official timeout,,97-91,,
5:19.0,S. Ibaka enters the game for A. Morrow,,97-91,,
5:19.0,S. Adams misses free throw 1 of 2,,97-91,,
5:19.0,Offensive rebound by Team,,97-91,,
5:19.0,S. Adams makes free throw 2 of 2,1,98-91,,
5:05.0,,,98-93,2,A. Aminu makes 2-pt shot at rim (assist by M. Plumlee)
4:49.0,S. Ibaka makes 2-pt shot from 21 ft (assist by R. Westbrook),2,100-93,,
4:28.0,,,100-93,,M. Plumlee misses 2-pt shot from 1 ft (block by S. Adams)
4:27.0,Defensive rebound by A. Roberson,,100-93,,
4:22.0,Shooting foul by M. Plumlee (drawn by S. Adams),,100-93,,
4:22.0,S. Adams misses free throw 1 of 2,,100-93,,
4:22.0,Offensive rebound by Team,,100-93,,
4:22.0,S. Adams misses free throw 2 of 2,,100-93,,
4:21.0,,,100-93,,Defensive rebound by D. Lillard
4:10.0,,,100-95,2,M. Plumlee makes 2-pt shot from 1 ft (assist by D. Lillard)
3:54.0,K. Durant misses 2-pt shot from 18 ft,,100-95,,
3:53.0,Offensive rebound by R. Westbrook,,100-95,,
3:46.0,K. Durant misses 2-pt shot from 20 ft,,100-95,,
3:45.0,Offensive rebound by S. Adams,,100-95,,
3:20.0,A. Roberson makes 3-pt shot from 24 ft (assist by K. Durant),3,103-95,,
3:07.0,,,103-98,3,D. Lillard makes 3-pt shot from 26 ft
2:49.0,R. Westbrook makes 2-pt shot from 14 ft,2,105-98,,
2:48.0,,,105-98,,Portland full timeout
2:38.0,,,105-101,3,D. Lillard makes 3-pt shot from 25 ft (assist by C. McCollum)
2:25.0,R. Westbrook makes 2-pt shot from 1 ft,2,107-101,,
2:11.0,,,107-104,3,D. Lillard makes 3-pt shot from 25 ft
2:08.0,,,107-104,,Personal take foul by C. McCollum (drawn by S. Adams)
2:08.0,S. Adams makes free throw 1 of 2,1,108-104,,
2:08.0,S. Adams misses free throw 2 of 2,,108-104,,
2:06.0,,,108-104,,Defensive rebound by A. Aminu
2:00.0,,,108-107,3,A. Crabbe makes 3-pt shot from 24 ft (assist by C. McCollum)
2:00.0,Oklahoma City full timeout,,108-107,,
2:00.0,D. Waiters enters the game for S. Adams,,108-107,,
1:47.0,,,108-107,,Personal foul by D. Lillard (drawn by R. Westbrook)
1:47.0,R. Westbrook makes free throw 1 of 2,1,109-107,,
1:47.0,R. Westbrook makes free throw 2 of 2,1,110-107,,
1:32.0,,,110-110,3,D. Lillard makes 3-pt shot from 24 ft (assist by C. McCollum)
1:16.0,Turnover by S. Ibaka (lost ball; steal by A. Aminu),,110-110,,
1:12.0,,,110-113,3,D. Lillard makes 3-pt shot from 25 ft
1:00.0,Offensive charge foul by R. Westbrook,,110-113,,
1:00.0,Turnover by R. Westbrook (offensive foul),,110-113,,
0:40.0,,,110-113,,C. McCollum misses 2-pt shot from 6 ft
0:39.0,Defensive rebound by K. Durant,,110-113,,
0:31.0,S. Ibaka misses 2-pt shot at rim (block by M. Plumlee),,110-113,,
0:29.0,,,110-113,,Defensive rebound by A. Crabbe
0:29.0,Personal foul by A. Roberson (drawn by A. Crabbe),,110-113,,
0:04.0,,,110-113,,D. Lillard misses 3-pt shot from 25 ft
0:03.0,,,110-113,,Offensive rebound by A. Aminu
0:01.0,Personal take foul by R. Westbrook (drawn by D. Lillard),,110-113,,
0:01.0,S. Adams enters the game for R. Westbrook,,110-113,,
0:01.0,,,110-114,1,D. Lillard makes free throw 1 of 2
0:01.0,,,110-115,1,D. Lillard makes free throw 2 of 2
0:01.0,Oklahoma City full timeout,,110-115,,
0:01.0,A. Morrow enters the game for S. Adams,,110-115,,
0:01.0,Turnover by A. Roberson (bad pass),,110-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
