time,Oklahoma City,pts.away,score,pts.home,Minnesota
0:41.0,,,95-92,3,Z. LaVine makes 3-pt shot from 24 ft
0:24.0,K. Durant makes 2-pt shot from 19 ft,2,97-92,,
0:15.0,,,97-92,,Z. LaVine misses 3-pt shot from 26 ft
0:13.0,,,97-92,,Offensive rebound by A. Wiggins
0:08.0,,,97-92,,Shooting foul by K. Durant (drawn by A. Wiggins)
0:08.0,,,97-92,,A. Wiggins misses free throw 1 of 3
0:08.0,,,97-92,,Offensive rebound by Team
0:08.0,,,97-93,1,A. Wiggins makes free throw 2 of 3
0:08.0,E. Kanter enters the game for S. Adams,,97-93,,
0:08.0,,,97-94,1,A. Wiggins makes free throw 3 of 3
0:07.0,,,97-94,,Personal take foul by Z. LaVine (drawn by K. Durant)
0:07.0,K. Durant makes free throw 1 of 2,1,98-94,,
0:07.0,,,98-94,,K. Towns enters the game for Z. LaVine
0:07.0,S. Adams enters the game for E. Kanter,,98-94,,
0:07.0,K. Durant makes free throw 2 of 2,1,99-94,,
0:07.0,,,99-94,,Minnesota full timeout
0:07.0,,,99-94,,Z. LaVine enters the game for G. Dieng
0:03.0,,,99-94,,Z. LaVine misses 2-pt shot from 1 ft
0:02.0,,,99-94,,Offensive rebound by K. Towns
0:02.0,,,99-96,2,K. Towns makes 2-pt shot at rim
0:02.0,,,99-96,,Personal take foul by A. Wiggins (drawn by K. Durant)
0:02.0,K. Durant makes free throw 1 of 2,1,100-96,,
0:02.0,K. Durant makes free throw 2 of 2,1,101-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
