time,Portland,pts.away,score,pts.home,Golden State
5:12.0,,,88-105,,Shooting foul by E. Davis (drawn by K. Thompson)
5:12.0,M. Plumlee enters the game for E. Davis,,88-105,,
5:12.0,,,88-105,,K. Thompson misses free throw 1 of 2
5:12.0,,,88-105,,Offensive rebound by Team
5:12.0,,,88-106,1,K. Thompson makes free throw 2 of 2
4:53.0,M. Plumlee misses 2-pt shot from 7 ft (block by A. Bogut),,88-106,,
4:53.0,Offensive rebound by Team,,88-106,,
4:52.0,,,88-106,,Personal foul by A. Bogut
4:52.0,M. Plumlee makes free throw 1 of 2,1,89-106,,
4:52.0,M. Plumlee misses free throw 2 of 2,,89-106,,
4:51.0,,,89-106,,Defensive rebound by H. Barnes
4:30.0,,,89-106,,Turnover by A. Bogut (lost ball; steal by A. Crabbe)
4:23.0,C. McCollum makes 2-pt shot from 14 ft (assist by A. Crabbe),2,91-106,,
4:14.0,,,91-106,,Golden State full timeout
4:14.0,,,91-106,,S. Livingston enters the game for A. Bogut
4:05.0,,,91-109,3,D. Green makes 3-pt shot from 26 ft (assist by A. Iguodala)
3:48.0,D. Lillard makes 2-pt shot from 1 ft (assist by M. Plumlee),2,93-109,,
3:48.0,Shooting foul by S. Livingston (drawn by D. Lillard),,93-109,,
3:48.0,D. Lillard makes free throw 1 of 1,1,94-109,,
3:33.0,,,94-111,2,S. Livingston makes 2-pt shot from 14 ft (assist by D. Green)
3:23.0,,,94-111,,Violation by S. Livingston (kicked ball)
3:18.0,D. Lillard misses 2-pt shot from 11 ft,,94-111,,
3:16.0,,,94-111,,Defensive rebound by A. Iguodala
3:06.0,Personal foul by D. Lillard,,94-111,,
3:06.0,,,94-112,1,A. Iguodala makes free throw 1 of 2
3:06.0,B. Roberts enters the game for A. Aminu,,94-112,,
3:06.0,,,94-113,1,A. Iguodala makes free throw 2 of 2
2:57.0,C. McCollum misses 2-pt shot from 13 ft,,94-113,,
2:56.0,,,94-113,,Defensive rebound by D. Green
2:43.0,,,94-113,,D. Green misses 3-pt shot from 28 ft
2:42.0,Defensive rebound by A. Crabbe,,94-113,,
2:33.0,D. Lillard makes 3-pt shot from 26 ft,3,97-113,,
2:11.0,,,97-116,3,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green)
2:01.0,,,97-116,,Personal foul by D. Green
2:01.0,D. Lillard makes free throw 1 of 2,1,98-116,,
2:01.0,,,98-116,,B. Rush enters the game for S. Livingston
2:01.0,,,98-116,,I. Clark enters the game for A. Iguodala
2:01.0,D. Lillard makes free throw 2 of 2,1,99-116,,
1:41.0,,,99-116,,K. Thompson misses 2-pt shot from 3 ft (block by M. Plumlee)
1:40.0,Defensive rebound by A. Crabbe,,99-116,,
1:37.0,D. Lillard makes 2-pt shot from 2 ft,2,101-116,,
1:29.0,,,101-116,,B. Rush misses 3-pt shot from 26 ft
1:27.0,Defensive rebound by M. Plumlee,,101-116,,
1:19.0,D. Lillard misses 3-pt shot from 26 ft,,101-116,,
1:18.0,,,101-116,,Defensive rebound by B. Rush
1:13.0,,,101-116,,Golden State full timeout
1:13.0,,,101-116,,M. Speights enters the game for H. Barnes
1:13.0,,,101-116,,J. McAdoo enters the game for D. Green
1:13.0,,,101-116,,L. Barbosa enters the game for K. Thompson
1:13.0,L. Montero enters the game for C. McCollum,,101-116,,
1:13.0,P. Connaughton enters the game for D. Lillard,,101-116,,
1:13.0,N. Vonleh enters the game for A. Crabbe,,101-116,,
1:06.0,,,101-118,2,I. Clark makes 2-pt shot from 13 ft (assist by M. Speights)
0:56.0,L. Montero makes 2-pt shot from 7 ft (assist by M. Plumlee),2,103-118,,
0:37.0,,,103-118,,M. Speights misses 2-pt shot from 19 ft
0:36.0,Defensive rebound by P. Connaughton,,103-118,,
0:27.0,P. Connaughton makes 3-pt shot from 26 ft,3,106-118,,
0:03.0,,,106-118,,M. Speights misses 3-pt shot from 23 ft
0:03.0,Defensive rebound by N. Vonleh,,106-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
