time,Miami,pts.away,score,pts.home,New Orleans
6:34.0,D. Wade misses 2-pt shot from 16 ft,,96-87,,
6:34.0,,,96-87,,Defensive rebound by Team
6:23.0,Def 3 sec tech foul by H. Whiteside,,96-87,,
6:23.0,,,96-88,1,J. Holiday makes technical free throw
6:23.0,J. Johnson enters the game for J. Winslow,,96-88,,
6:13.0,,,96-90,2,A. Gee makes 2-pt shot from 1 ft (assist by J. Holiday)
6:13.0,,,96-90,,Shooting foul by D. Wade (drawn by A. Gee)
6:13.0,,,96-91,1,A. Gee makes free throw 1 of 1
5:52.0,,,96-91,,Personal foul by T. Frazier
5:38.0,D. Wade misses 2-pt shot from 15 ft,,96-91,,
5:38.0,Offensive rebound by H. Whiteside,,96-91,,
5:38.0,,,96-91,,Personal foul by A. Gee
5:25.0,H. Whiteside makes 2-pt shot from 1 ft (assist by D. Wade),2,98-91,,
5:25.0,Shooting foul by K. Perkins (drawn by H. Whiteside),,98-91,,
5:25.0,H. Whiteside makes free throw 1 of 1,1,99-91,,
5:12.0,,,99-93,2,T. Frazier makes 2-pt shot from 7 ft
4:55.0,D. Wade makes 2-pt shot from 2 ft,2,101-93,,
4:48.0,,,101-93,,Shooting foul by H. Whiteside (drawn by D. Cunningham)
4:48.0,,,101-94,1,D. Cunningham makes free throw 1 of 2
4:48.0,G. Dragic enters the game for J. Richardson,,101-94,,
4:48.0,,,101-95,1,D. Cunningham makes free throw 2 of 2
4:32.0,H. Whiteside makes 2-pt shot from 8 ft (assist by D. Wade),2,103-95,,
4:20.0,,,103-95,,J. Holiday misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by H. Whiteside,,103-95,,
3:58.0,G. Dragic misses 2-pt shot from 16 ft,,103-95,,
3:57.0,,,103-95,,Defensive rebound by J. Holiday
3:53.0,,,103-95,,New Orleans full timeout
3:53.0,J. Winslow enters the game for L. Deng,,103-95,,
3:34.0,,,103-95,,T. Frazier misses 2-pt shot from 16 ft
3:33.0,,,103-95,,Offensive rebound by Team
3:33.0,,,103-95,,Turnover by Team (shot clock)
3:14.0,D. Wade makes 2-pt shot from 16 ft,2,105-95,,
3:01.0,,,105-97,2,J. Holiday makes 2-pt shot at rim
2:42.0,J. Johnson misses 2-pt shot from 2 ft,,105-97,,
2:41.0,Offensive rebound by H. Whiteside,,105-97,,
2:40.0,Shooting foul by K. Perkins (drawn by H. Whiteside),,105-97,,
2:40.0,H. Whiteside makes free throw 1 of 2,1,106-97,,
2:40.0,,,106-97,,L. Babbitt enters the game for A. Gee
2:40.0,H. Whiteside makes free throw 2 of 2,1,107-97,,
2:19.0,,,107-97,,T. Frazier misses 2-pt shot from 12 ft
2:18.0,Defensive rebound by J. Winslow,,107-97,,
1:54.0,D. Wade makes 2-pt shot from 14 ft,2,109-97,,
1:47.0,,,109-97,,J. Holiday misses 2-pt shot from 2 ft
1:46.0,Defensive rebound by D. Wade,,109-97,,
1:31.0,H. Whiteside makes 2-pt shot from 16 ft (assist by J. Johnson),2,111-97,,
1:31.0,,,111-97,,New Orleans full timeout
1:31.0,,,111-97,,A. Gee enters the game for D. Cunningham
1:31.0,,,111-97,,T. Douglas enters the game for J. Holiday
1:31.0,,,111-97,,A. Ajinca enters the game for K. Perkins
1:16.0,,,111-97,,Shooting foul by H. Whiteside (drawn by T. Douglas)
1:16.0,,,111-98,1,T. Douglas makes free throw 1 of 2
1:16.0,,,111-99,1,T. Douglas makes free throw 2 of 2
1:04.0,D. Wade misses 2-pt shot from 2 ft,,111-99,,
1:02.0,Offensive rebound by D. Wade,,111-99,,
1:02.0,D. Wade misses 2-pt shot from 1 ft,,111-99,,
1:01.0,Offensive rebound by H. Whiteside,,111-99,,
0:56.0,J. Johnson misses 2-pt shot from 13 ft,,111-99,,
0:55.0,,,111-99,,Defensive rebound by T. Douglas
0:41.0,,,111-99,,A. Ajinca misses 2-pt shot from 16 ft
0:40.0,Defensive rebound by H. Whiteside,,111-99,,
0:20.0,Shooting foul by T. Douglas (drawn by G. Dragic),,111-99,,
0:20.0,G. Dragic makes free throw 1 of 2,1,112-99,,
0:20.0,J. Richardson enters the game for D. Wade,,112-99,,
0:20.0,G. Dragic makes free throw 2 of 2,1,113-99,,
0:13.0,,,113-99,,Turnover by T. Douglas (bad pass)
0:00.0,End of 4th quarter,,,,End of 4th quarter
