time,Orlando,pts.away,score,pts.home,Indiana
1:22.0,Turnover by V. Oladipo (bad pass),,84-95,,
1:22.0,Personal foul by E. Payton (drawn by G. Hill),,84-95,,
1:22.0,,,84-96,1,G. Hill makes free throw 1 of 2
1:22.0,,,84-97,1,G. Hill makes free throw 2 of 2
1:15.0,Turnover by E. Payton (lost ball; steal by C. Miles),,84-97,,
0:53.0,,,84-97,,P. George misses 3-pt shot from 24 ft
0:52.0,Defensive rebound by S. Napier,,84-97,,
0:45.0,S. Napier misses 3-pt shot from 25 ft,,84-97,,
0:45.0,,,84-97,,Defensive rebound by C. Miles
0:23.0,,,84-97,,G. Hill misses 2-pt shot from 19 ft
0:22.0,Defensive rebound by V. Oladipo,,84-97,,
0:15.0,V. Oladipo misses 3-pt shot from 27 ft,,84-97,,
0:14.0,Offensive rebound by S. Napier,,84-97,,
0:07.0,V. Oladipo misses 3-pt shot from 23 ft,,84-97,,
0:06.0,,,84-97,,Defensive rebound by I. Mahinmi
0:00.0,End of 4th quarter,,,,End of 4th quarter
