time,Detroit,pts.away,score,pts.home,Toronto
6:19.0,Flagrant foul type 1 by S. Johnson (drawn by K. Lowry),,78-96,,
6:19.0,,,78-97,1,K. Lowry makes flagrant free throw 1 of 2
6:19.0,,,78-98,1,K. Lowry makes flagrant free throw 2 of 2
6:04.0,,,78-98,,B. Biyombo misses 2-pt shot from 2 ft
6:04.0,,,78-98,,Offensive rebound by B. Biyombo
6:01.0,,,78-98,,K. Lowry misses 3-pt shot from 22 ft
6:00.0,Defensive rebound by A. Baynes,,78-98,,
5:56.0,Shooting foul by C. Joseph (drawn by S. Johnson),,78-98,,
5:56.0,S. Johnson makes free throw 1 of 2,1,79-98,,
5:56.0,D. Hilliard enters the game for K. Caldwell-Pope,,79-98,,
5:56.0,S. Johnson makes free throw 2 of 2,1,80-98,,
5:41.0,,,80-98,,Shooting foul by A. Baynes (drawn by B. Biyombo)
5:41.0,,,80-98,,B. Biyombo misses free throw 1 of 2
5:41.0,,,80-98,,Offensive rebound by Team
5:41.0,,,80-98,,B. Biyombo misses free throw 2 of 2
5:40.0,Defensive rebound by D. Hilliard,,80-98,,
5:30.0,Shooting foul by P. Patterson (drawn by A. Baynes),,80-98,,
5:30.0,A. Baynes makes free throw 1 of 2,1,81-98,,
5:30.0,A. Tolliver enters the game for M. Morris,,81-98,,
5:30.0,A. Baynes makes free throw 2 of 2,1,82-98,,
5:15.0,,,82-98,,K. Lowry misses 2-pt shot from 20 ft
5:14.0,Defensive rebound by A. Baynes,,82-98,,
5:06.0,B. Jennings misses 2-pt shot from 2 ft (block by B. Biyombo),,82-98,,
5:04.0,Offensive rebound by A. Baynes,,82-98,,
5:00.0,A. Baynes makes 2-pt shot at rim,2,84-98,,
4:58.0,,,84-98,,Toronto full timeout
4:58.0,,,84-98,,D. DeRozan enters the game for B. Biyombo
4:58.0,,,84-98,,J. Valanciunas enters the game for T. Ross
4:39.0,,,84-98,,D. DeRozan misses 3-pt shot from 22 ft
4:39.0,,,84-98,,Offensive rebound by Team
4:39.0,,,84-98,,Turnover by Team (shot clock)
4:27.0,S. Johnson misses 3-pt shot from 23 ft,,84-98,,
4:26.0,,,84-98,,Defensive rebound by K. Lowry
4:09.0,,,84-98,,K. Lowry misses 2-pt shot from 9 ft
4:09.0,Defensive rebound by S. Johnson,,84-98,,
4:03.0,S. Johnson makes 2-pt shot from 1 ft,2,86-98,,
3:36.0,,,86-98,,C. Joseph misses 2-pt shot from 7 ft
3:36.0,,,86-98,,Offensive rebound by J. Valanciunas
3:26.0,Shooting block foul by A. Baynes (drawn by D. DeRozan),,86-98,,
3:26.0,,,86-99,1,D. DeRozan makes free throw 1 of 2
3:26.0,,,86-99,,L. Scola enters the game for P. Patterson
3:26.0,,,86-100,1,D. DeRozan makes free throw 2 of 2
3:14.0,B. Jennings misses 3-pt shot from 24 ft,,86-100,,
3:14.0,,,86-100,,Defensive rebound by K. Lowry
2:53.0,,,86-100,,Turnover by C. Joseph (lost ball; steal by A. Baynes)
2:48.0,B. Jennings makes 2-pt shot from 1 ft,2,88-100,,
2:35.0,Personal foul by S. Johnson (drawn by L. Scola),,88-100,,
2:35.0,,,88-101,1,L. Scola makes free throw 1 of 2
2:35.0,,,88-101,,L. Scola misses free throw 2 of 2
2:34.0,Defensive rebound by S. Johnson,,88-101,,
2:15.0,D. Hilliard makes 3-pt shot from 25 ft (assist by S. Johnson),3,91-101,,
1:55.0,,,91-101,,L. Scola misses 2-pt shot from 2 ft (block by A. Baynes)
1:54.0,Defensive rebound by D. Hilliard,,91-101,,
1:48.0,S. Johnson makes 2-pt shot from 8 ft,2,93-101,,
1:35.0,,,93-101,,K. Lowry misses 2-pt shot from 2 ft (block by A. Baynes)
1:35.0,,,93-101,,Offensive rebound by Team
1:26.0,Jump ball: D. Hilliard vs. J. Valanciunas (D. DeRozan gains possession),,,,Jump ball: D. Hilliard vs. J. Valanciunas (D. DeRozan gains possession)
1:22.0,,,93-103,2,D. DeRozan makes 2-pt shot from 23 ft
1:14.0,D. Hilliard misses 3-pt shot from 24 ft,,93-103,,
1:13.0,Offensive rebound by Team,,93-103,,
1:13.0,,,93-103,,Loose ball foul by J. Valanciunas (drawn by A. Baynes)
1:13.0,A. Baynes misses free throw 1 of 2,,93-103,,
1:13.0,Offensive rebound by Team,,93-103,,
1:13.0,A. Baynes makes free throw 2 of 2,1,94-103,,
0:51.0,,,94-105,2,K. Lowry makes 2-pt shot from 7 ft (assist by C. Joseph)
0:44.0,B. Jennings makes 3-pt shot from 24 ft,3,97-105,,
0:43.0,Personal foul by S. Johnson (drawn by D. DeRozan),,97-105,,
0:43.0,,,97-106,1,D. DeRozan makes free throw 1 of 2
0:43.0,,,97-107,1,D. DeRozan makes free throw 2 of 2
0:32.0,A. Tolliver makes 3-pt shot from 22 ft (assist by D. Hilliard),3,100-107,,
0:28.0,,,100-107,,Turnover by D. DeRozan (lost ball; steal by S. Johnson)
0:23.0,B. Jennings misses 3-pt shot from 24 ft,,100-107,,
0:23.0,,,100-107,,Defensive rebound by J. Valanciunas
0:20.0,,,100-107,,Toronto full timeout
0:19.0,Personal foul by B. Jennings (drawn by C. Joseph),,100-107,,
0:19.0,,,100-108,1,C. Joseph makes free throw 1 of 2
0:19.0,,,100-108,,C. Joseph misses free throw 2 of 2
0:19.0,,,100-108,,Offensive rebound by J. Valanciunas
0:18.0,Personal foul by S. Johnson (drawn by J. Valanciunas),,100-108,,
0:18.0,,,100-108,,J. Valanciunas misses free throw 1 of 2
0:18.0,,,100-108,,Offensive rebound by Team
0:18.0,,,100-109,1,J. Valanciunas makes free throw 2 of 2
0:09.0,B. Jennings makes 3-pt shot from 24 ft (assist by A. Baynes),3,103-109,,
0:09.0,,,103-109,,Toronto full timeout
0:08.0,,,103-109,,Turnover by L. Scola (bad pass; steal by D. Hilliard)
0:06.0,D. Hilliard makes 2-pt shot from 2 ft,2,105-109,,
0:06.0,Personal foul by D. Hilliard (drawn by D. DeRozan),,105-109,,
0:06.0,,,105-110,1,D. DeRozan makes free throw 1 of 2
0:06.0,,,105-111,1,D. DeRozan makes free throw 2 of 2
0:06.0,Detroit full timeout,,105-111,,
0:06.0,,,105-111,,Technical foul by J. Valanciunas
0:06.0,Technical foul by S. Johnson,,105-111,,
0:06.0,,,105-111,,T. Ross enters the game for L. Scola
0:06.0,,,105-111,,B. Biyombo enters the game for J. Valanciunas
0:01.0,B. Jennings misses 3-pt shot from 25 ft,,105-111,,
0:01.0,Offensive rebound by A. Baynes,,105-111,,
0:00.0,A. Baynes makes 2-pt shot from 13 ft,2,107-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
