time,Houston,pts.away,score,pts.home,LA Clippers
4:56.0,Personal foul by T. Lawson (drawn by A. Rivers),,99-91,,
4:56.0,,,99-91,,A. Rivers misses free throw 1 of 2
4:56.0,,,99-91,,Offensive rebound by Team
4:56.0,,,99-92,1,A. Rivers makes free throw 2 of 2
4:39.0,M. Thornton misses 3-pt shot from 26 ft,,99-92,,
4:38.0,Offensive rebound by C. Capela,,99-92,,
4:22.0,T. Lawson misses 2-pt shot from 2 ft,,99-92,,
4:20.0,,,99-92,,Defensive rebound by B. Griffin
4:14.0,,,99-94,2,B. Griffin makes 2-pt shot at rim
3:50.0,J. Harden misses 2-pt shot from 19 ft,,99-94,,
3:47.0,,,99-94,,Defensive rebound by D. Jordan
3:40.0,Personal take foul by T. Lawson (drawn by D. Jordan),,99-94,,
3:40.0,,,99-95,1,D. Jordan makes free throw 1 of 2
3:40.0,D. Howard enters the game for C. Capela,,99-95,,
3:40.0,,,99-95,,D. Jordan misses free throw 2 of 2
3:39.0,Defensive rebound by D. Howard,,99-95,,
3:19.0,T. Ariza misses 3-pt shot from 27 ft,,99-95,,
3:18.0,Offensive rebound by D. Howard,,99-95,,
3:09.0,,,99-95,,Personal take foul by D. Jordan (drawn by D. Howard)
3:09.0,D. Howard makes free throw 1 of 2,1,100-95,,
3:09.0,,,100-95,,J. Crawford enters the game for A. Rivers
3:09.0,D. Howard makes free throw 2 of 2,1,101-95,,
3:07.0,Personal take foul by M. Thornton (drawn by D. Jordan),,101-95,,
3:07.0,,,101-96,1,D. Jordan makes free throw 1 of 2
3:07.0,,,101-96,,A. Rivers enters the game for J. Crawford
3:07.0,,,101-96,,D. Jordan misses free throw 2 of 2
3:06.0,Defensive rebound by D. Howard,,101-96,,
2:52.0,,,101-96,,Personal take foul by A. Rivers (drawn by D. Howard)
2:52.0,Houston full timeout,,101-96,,
2:52.0,,,101-96,,J. Crawford enters the game for D. Jordan
2:52.0,D. Howard makes free throw 1 of 2,1,102-96,,
2:52.0,D. Howard makes free throw 2 of 2,1,103-96,,
2:36.0,,,103-98,2,B. Griffin makes 2-pt shot from 3 ft
2:10.0,D. Howard makes 2-pt shot from 2 ft (assist by M. Thornton),2,105-98,,
1:53.0,,,105-100,2,J. Redick makes 2-pt shot from 2 ft
1:26.0,T. Lawson misses 2-pt shot from 19 ft,,105-100,,
1:25.0,Offensive rebound by D. Howard,,105-100,,
1:04.0,M. Thornton misses 3-pt shot from 26 ft,,105-100,,
1:04.0,,,105-100,,Defensive rebound by B. Griffin
1:04.0,Loose ball foul by T. Ariza (drawn by B. Griffin),,105-100,,
1:04.0,,,105-101,1,B. Griffin makes free throw 1 of 2
1:04.0,,,105-101,,D. Jordan enters the game for J. Crawford
1:04.0,,,105-101,,L. Mbah a Moute enters the game for P. Pierce
1:04.0,,,105-102,1,B. Griffin makes free throw 2 of 2
0:49.0,Offensive foul by J. Harden,,105-102,,
0:49.0,Turnover by J. Harden (offensive foul),,105-102,,
0:49.0,,,105-102,,J. Crawford enters the game for D. Jordan
0:49.0,,,105-102,,P. Pierce enters the game for L. Mbah a Moute
0:49.0,,,105-102,,LA Clippers full timeout
0:41.0,,,105-105,3,P. Pierce makes 3-pt shot from 26 ft (assist by B. Griffin)
0:33.0,Shooting foul by J. Redick (drawn by J. Harden),,105-105,,
0:33.0,J. Harden makes free throw 1 of 2,1,106-105,,
0:33.0,J. Harden makes free throw 2 of 2,1,107-105,,
0:33.0,,,107-105,,LA Clippers full timeout
0:18.0,,,107-105,,B. Griffin misses 2-pt shot from 1 ft
0:17.0,,,107-105,,Offensive rebound by B. Griffin
0:17.0,,,107-105,,B. Griffin misses 2-pt shot from 1 ft
0:17.0,Defensive rebound by Team,,107-105,,
0:17.0,Houston full timeout,,107-105,,
0:17.0,J. Terry enters the game for D. Howard,,107-105,,
0:17.0,,,107-105,,D. Jordan enters the game for P. Pierce
0:17.0,,,107-105,,L. Mbah a Moute enters the game for J. Crawford
0:13.0,,,107-105,,Personal take foul by B. Griffin (drawn by T. Lawson)
0:13.0,T. Lawson makes free throw 1 of 2,1,108-105,,
0:13.0,D. Howard enters the game for J. Terry,,108-105,,
0:13.0,T. Lawson makes free throw 2 of 2,1,109-105,,
0:13.0,,,109-105,,LA Clippers full timeout
0:13.0,,,109-105,,P. Pierce enters the game for A. Rivers
0:13.0,,,109-105,,J. Crawford enters the game for L. Mbah a Moute
0:08.0,,,109-105,,P. Pierce misses 3-pt shot from 27 ft
0:07.0,,,109-105,,Offensive rebound by B. Griffin
0:03.0,,,109-105,,J. Crawford misses 3-pt shot from 22 ft
0:01.0,Defensive rebound by T. Ariza,,109-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
