time,New York,pts.away,score,pts.home,Atlanta
5:29.0,Offensive rebound by C. Anthony,,95-86,,
5:22.0,L. Galloway misses 3-pt shot from 24 ft,,95-86,,
5:20.0,,,95-86,,Defensive rebound by M. Scott
5:09.0,,,95-89,3,J. Teague makes 3-pt shot from 23 ft (assist by T. Hardaway)
5:08.0,New York full timeout,,95-89,,
5:08.0,,,95-89,,D. Schroder enters the game for J. Teague
5:08.0,,,95-89,,A. Horford enters the game for M. Scott
5:08.0,,,95-89,,K. Korver enters the game for T. Hardaway
5:08.0,A. Afflalo enters the game for R. Lopez,,95-89,,
5:08.0,K. Porzingis enters the game for L. Galloway,,95-89,,
4:49.0,C. Anthony makes 2-pt shot from 19 ft,2,97-89,,
4:29.0,,,97-89,,D. Schroder misses 2-pt shot from 2 ft
4:26.0,,,97-89,,Offensive rebound by A. Horford
4:26.0,,,97-91,2,A. Horford makes 2-pt shot at rim
4:06.0,A. Afflalo makes 2-pt shot from 19 ft,2,99-91,,
3:50.0,,,99-91,,K. Bazemore misses 3-pt shot from 24 ft
3:47.0,Defensive rebound by K. Porzingis,,99-91,,
3:42.0,,,99-91,,Personal foul by K. Bazemore (drawn by C. Anthony)
3:25.0,Turnover by C. Anthony (lost ball; steal by P. Millsap),,99-91,,
3:19.0,,,99-93,2,K. Bazemore makes 2-pt shot from 8 ft (assist by A. Horford)
2:59.0,,,99-93,,Personal foul by P. Millsap (drawn by C. Anthony)
2:59.0,,,99-93,,Atlanta full timeout
2:44.0,C. Anthony misses 3-pt shot from 36 ft,,99-93,,
2:43.0,,,99-93,,Defensive rebound by K. Bazemore
2:39.0,Personal foul by K. Porzingis (drawn by P. Millsap),,99-93,,
2:30.0,,,99-93,,K. Bazemore misses 3-pt shot from 23 ft
2:28.0,,,99-93,,Offensive rebound by P. Millsap
2:19.0,,,99-93,,P. Millsap misses 3-pt shot from 24 ft
2:17.0,,,99-93,,Offensive rebound by A. Horford
2:16.0,Personal foul by C. Anthony (drawn by P. Millsap),,99-93,,
2:16.0,,,99-94,1,P. Millsap makes free throw 1 of 2
2:16.0,R. Lopez enters the game for L. Thomas,,99-94,,
2:16.0,,,99-95,1,P. Millsap makes free throw 2 of 2
2:08.0,,,99-95,,Personal block foul by D. Schroder (drawn by J. Calderon)
1:53.0,A. Afflalo misses 2-pt shot from 1 ft (block by A. Horford),,99-95,,
1:51.0,Offensive rebound by R. Lopez,,99-95,,
1:51.0,R. Lopez misses 2-pt shot at rim,,99-95,,
1:51.0,Offensive rebound by K. Porzingis,,99-95,,
1:51.0,Shooting foul by K. Korver (drawn by K. Porzingis),,99-95,,
1:51.0,,,99-95,,Technical foul by K. Bazemore
1:51.0,Technical foul by K. Porzingis,,99-95,,
1:51.0,K. Porzingis makes free throw 1 of 2,1,100-95,,
1:51.0,K. Porzingis makes free throw 2 of 2,1,101-95,,
1:45.0,,,101-98,3,A. Horford makes 3-pt shot from 23 ft (assist by D. Schroder)
1:28.0,C. Anthony misses 2-pt shot from 1 ft (block by A. Horford),,101-98,,
1:28.0,Offensive rebound by Team,,101-98,,
1:22.0,C. Anthony makes 2-pt shot from 19 ft,2,103-98,,
1:06.0,,,103-100,2,D. Schroder makes 2-pt shot from 1 ft (assist by A. Horford)
0:51.0,K. Porzingis misses 2-pt shot from 8 ft,,103-100,,
0:50.0,,,103-100,,Defensive rebound by Team
0:40.0,Personal foul by A. Afflalo (drawn by D. Schroder),,103-100,,
0:40.0,,,103-101,1,D. Schroder makes free throw 1 of 2
0:40.0,,,103-101,,T. Sefolosha enters the game for K. Korver
0:40.0,,,103-101,,D. Schroder misses free throw 2 of 2
0:39.0,Defensive rebound by C. Anthony,,103-101,,
0:18.0,J. Calderon makes 2-pt shot from 1 ft (assist by R. Lopez),2,105-101,,
0:18.0,,,105-101,,Atlanta full timeout
0:18.0,,,105-101,,K. Korver enters the game for T. Sefolosha
0:18.0,L. Galloway enters the game for K. Porzingis,,105-101,,
0:18.0,L. Thomas enters the game for R. Lopez,,105-101,,
0:15.0,,,105-101,,Turnover by P. Millsap (lost ball)
0:15.0,,,105-101,,T. Sefolosha enters the game for K. Korver
0:15.0,New York full timeout,,105-101,,
0:13.0,,,105-101,,Personal take foul by A. Horford (drawn by C. Anthony)
0:13.0,C. Anthony makes free throw 1 of 2,1,106-101,,
0:13.0,,,106-101,,K. Korver enters the game for T. Sefolosha
0:13.0,C. Anthony makes free throw 2 of 2,1,107-101,,
0:08.0,,,107-101,,P. Millsap misses 3-pt shot from 25 ft
0:06.0,,,107-101,,Offensive rebound by A. Horford
0:04.0,,,107-101,,K. Korver misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by J. Calderon,,107-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
